fixture_id,date,home_team,away_team,home_xg,away_xg,league,season
1213441,2024-08-09,Groningen,NAC Breda,2.23,1.21,Eredivisie,2024
1213442,2024-08-10,Feyenoord,Willem II,1.84,0.16,Eredivisie,2024
1213443,2024-08-10,NEC Nijmegen,Twente,0.92,2.44,Eredivisie,2024
1213444,2024-08-10,Almere City FC,AZ Alkmaar,0.44,0.86,Eredivisie,2024
1213445,2024-08-10,PSV Eindhoven,Waalwijk,3.28,1.3,Eredivisie,2024
1213446,2024-08-11,Sparta Rotterdam,Heracles,0.54,0.54,Eredivisie,2024
1213447,2024-08-11,Utrecht,PEC Zwolle,1.03,0.38,Eredivisie,2024
1213448,2024-08-11,GO Ahead Eagles,Fortuna Sittard,1.59,0.86,Eredivisie,2024
1213449,2024-08-11,Ajax,Heerenveen,1.42,0.43,Eredivisie,2024
1213450,2024-08-16,Fortuna Sittard,Almere City FC,3.22,0.67,Eredivisie,2024
1213451,2024-08-17,Heerenveen,Utrecht,2.65,1.06,Eredivisie,2024
1213452,2024-08-17,Twente,Sparta Rotterdam,2.46,0.94,Eredivisie,2024
1213453,2024-08-17,AZ Alkmaar,NEC Nijmegen,1.02,0.4,Eredivisie,2024
1213454,2024-08-17,Waalwijk,Groningen,1.12,2.22,Eredivisie,2024
1213455,2024-08-18,Heracles,PSV Eindhoven,1.2,2.44,Eredivisie,2024
1213456,2024-08-18,PEC Zwolle,Feyenoord,0.63,2.49,Eredivisie,2024
1213457,2024-08-18,Willem II,GO Ahead Eagles,1.25,0.76,Eredivisie,2024
1213458,2024-08-18,NAC Breda,Ajax,1.06,1.38,Eredivisie,2024
1213459,2024-08-24,NEC Nijmegen,PEC Zwolle,1.97,0.54,Eredivisie,2024
1213460,2024-08-24,Almere City FC,PSV Eindhoven,0.26,3.39,Eredivisie,2024
1213461,2024-08-24,NAC Breda,Utrecht,0.88,1.9,Eredivisie,2024
1213464,2024-08-25,Groningen,AZ Alkmaar,0.1,0.96,Eredivisie,2024
1213465,2024-08-25,Heracles,Willem II,1.05,0.74,Eredivisie,2024
1213466,2024-08-25,Sparta Rotterdam,Feyenoord,0.75,0.85,Eredivisie,2024
1213467,2024-08-25,GO Ahead Eagles,Waalwijk,2.26,0.48,Eredivisie,2024
1213468,2024-08-30,Waalwijk,AZ Alkmaar,0.11,2.88,Eredivisie,2024
1213469,2024-08-31,Almere City FC,Groningen,1.1,0.56,Eredivisie,2024
1213470,2024-08-31,Fortuna Sittard,NEC Nijmegen,0.88,1.25,Eredivisie,2024
1213471,2024-08-31,Heerenveen,NAC Breda,2.6,1.72,Eredivisie,2024
1213472,2024-08-31,Willem II,Sparta Rotterdam,0.39,0.93,Eredivisie,2024
1213473,2024-09-01,Utrecht,Twente,0.86,1.07,Eredivisie,2024
1213475,2024-09-01,PEC Zwolle,Heracles,2.42,0.6,Eredivisie,2024
1213476,2024-09-01,PSV Eindhoven,GO Ahead Eagles,2.12,1.17,Eredivisie,2024
1213481,2024-09-14,PSV Eindhoven,NEC Nijmegen,2.99,0.12,Eredivisie,2024
1213477,2024-09-14,Twente,PEC Zwolle,2.91,0.52,Eredivisie,2024
1213478,2024-09-14,Groningen,Feyenoord,0.99,1.17,Eredivisie,2024
1213479,2024-09-14,NAC Breda,Fortuna Sittard,0.63,0.61,Eredivisie,2024
1213480,2024-09-14,AZ Alkmaar,Heerenveen,5.23,1.93,Eredivisie,2024
1213482,2024-09-15,Sparta Rotterdam,GO Ahead Eagles,1.54,0.9,Eredivisie,2024
