fixture_id,date,home_team,away_team,home_xg,away_xg,league,season
1552117,2026-08-07,Cambuur,Excelsior,0.7,3.35,Eredivisie,2026
1552118,2026-08-08,NEC Nijmegen,Telstar,2.15,1.66,Eredivisie,2026
1552119,2026-08-08,GO Ahead Eagles,Willem II,2.43,1.51,Eredivisie,2026
1552120,2026-08-08,PSV Eindhoven,Fortuna Sittard,2.31,1.01,Eredivisie,2026
1552121,2026-08-08,AZ Alkmaar,ADO Den Haag,2.67,0.95,Eredivisie,2026
1552122,2026-08-09,Sparta Rotterdam,Feyenoord,1.01,3.53,Eredivisie,2026
1552124,2026-08-09,PEC Zwolle,Ajax,0.59,1.54,Eredivisie,2026
1552123,2026-08-09,Groningen,Utrecht,1.55,2.27,Eredivisie,2026
1552125,2026-08-09,Heerenveen,Twente,0.39,1.73,Eredivisie,2026
1552117,2026-08-07,Cambuur,Excelsior,0.7,3.35,Eredivisie,2026
1552118,2026-08-08,NEC Nijmegen,Telstar,2.15,1.66,Eredivisie,2026
1552119,2026-08-08,GO Ahead Eagles,Willem II,2.43,1.51,Eredivisie,2026
1552120,2026-08-08,PSV Eindhoven,Fortuna Sittard,2.31,1.01,Eredivisie,2026
1552121,2026-08-08,AZ Alkmaar,ADO Den Haag,2.67,0.95,Eredivisie,2026
1552122,2026-08-09,Sparta Rotterdam,Feyenoord,1.01,3.53,Eredivisie,2026
1552124,2026-08-09,PEC Zwolle,Ajax,0.59,1.54,Eredivisie,2026
1552123,2026-08-09,Groningen,Utrecht,1.55,2.27,Eredivisie,2026
1552125,2026-08-09,Heerenveen,Twente,0.39,1.78,Eredivisie,2026
1552126,2026-08-14,Telstar,Sparta Rotterdam,1.4,2.54,Eredivisie,2026
1552127,2026-08-15,Willem II,NEC Nijmegen,1.43,2.99,Eredivisie,2026
1552128,2026-08-15,Utrecht,AZ Alkmaar,0.83,1.93,Eredivisie,2026
1552129,2026-08-15,Excelsior,PSV Eindhoven,0.32,2.21,Eredivisie,2026
1552130,2026-08-15,Fortuna Sittard,Cambuur,1.35,2.53,Eredivisie,2026
1552131,2026-08-16,ADO Den Haag,Groningen,1.01,3.2,Eredivisie,2026
1552132,2026-08-16,Feyenoord,GO Ahead Eagles,2.85,1.51,Eredivisie,2026
1552133,2026-08-16,Twente,PEC Zwolle,2.11,0.68,Eredivisie,2026
1552134,2026-08-16,Ajax,Heerenveen,2.0,1.36,Eredivisie,2026
