fixture_id,date,home_team,away_team,home_xg,away_xg,league,season
1126339,2023-09-21,Rennes,Maccabi Haifa,1.79,0.24,EL,2023
1126342,2023-09-21,Bayer Leverkusen,BK Hacken,2.73,0.51,EL,2023
1126343,2023-09-21,Qarabag,Molde,1.87,0.24,EL,2023
1126341,2023-09-21,Sheriff Tiraspol,AS Roma,0.79,0.94,EL,2023
1126338,2023-09-21,Panathinaikos,Villarreal,0.88,0.28,EL,2023
1126337,2023-09-21,Lask Linz,Liverpool,0.28,2.22,EL,2023
1126336,2023-09-21,Union St. Gilloise,Toulouse,1.27,1.41,EL,2023
1126340,2023-09-21,Servette FC,Slavia Praha,0.42,1.24,EL,2023
1126344,2023-09-21,West Ham,TSC Backa Topola,1.63,0.55,EL,2023
1126347,2023-09-21,Brighton,AEK Athens FC,2.66,1.28,EL,2023
1126346,2023-09-21,Ajax,Marseille,2.62,2.37,EL,2023
1126349,2023-09-21,Rangers,Real Betis,2.81,0.84,EL,2023
1126350,2023-09-21,Atalanta,Raków Częstochowa,3.93,0.78,EL,2023
1126345,2023-09-21,Olympiakos Piraeus,SC Freiburg,2.39,1.6,EL,2023
1126348,2023-09-21,Sparta Praha,Aris,1.66,1.04,EL,2023
1126351,2023-09-21,Sturm Graz,Sporting CP,0.63,1.8,EL,2023
1126354,2023-10-05,Marseille,Brighton,1.31,2.62,EL,2023
1126352,2023-10-05,SC Freiburg,West Ham,1.55,1.06,EL,2023
1126358,2023-10-05,Sporting CP,Atalanta,2.02,2.03,EL,2023
1126356,2023-10-05,Real Betis,Sparta Praha,1.56,1.26,EL,2023
1126355,2023-10-05,AEK Athens FC,Ajax,2.27,1.85,EL,2023
1126353,2023-10-05,TSC Backa Topola,Olympiakos Piraeus,1.19,0.74,EL,2023
1126357,2023-10-05,Aris,Rangers,1.76,0.66,EL,2023
1126359,2023-10-05,Raków Częstochowa,Sturm Graz,0.74,1.7,EL,2023
1126360,2023-10-05,Liverpool,Union St. Gilloise,2.91,1.09,EL,2023
1126361,2023-10-05,Toulouse,Lask Linz,1.4,1.68,EL,2023
1126367,2023-10-05,Molde,Bayer Leverkusen,1.27,1.45,EL,2023
1126366,2023-10-05,BK Hacken,Qarabag,0.78,0.9,EL,2023
1126364,2023-10-05,AS Roma,Servette FC,2.3,0.26,EL,2023
1126362,2023-10-05,Villarreal,Rennes,0.31,2.04,EL,2023
1126365,2023-10-05,Slavia Praha,Sheriff Tiraspol,2.47,0.38,EL,2023
1126363,2023-10-05,Maccabi Haifa,Panathinaikos,1.35,0.97,EL,2023
1126370,2023-10-26,Marseille,AEK Athens FC,3.04,0.95,EL,2023
1126375,2023-10-26,Molde,BK Hacken,1.87,1.5,EL,2023
1126368,2023-10-26,Olympiakos Piraeus,West Ham,0.92,0.98,EL,2023
1126371,2023-10-26,Sparta Praha,Rangers,1.77,0.66,EL,2023
1126373,2023-10-26,Sturm Graz,Atalanta,1.6,1.7,EL,2023
1126369,2023-10-26,TSC Backa Topola,SC Freiburg,0.71,2.11,EL,2023
1126372,2023-10-26,Aris,Real Betis,0.47,2.09,EL,2023
1126374,2023-10-26,Raków Częstochowa,Sporting CP,2.47,0.32,EL,2023
1126378,2023-10-26,Liverpool,Toulouse,3.11,1.11,EL,2023
1126376,2023-10-26,Brighton,Ajax,1.35,0.2,EL,2023
1126383,2023-10-26,Bayer Leverkusen,Qarabag,2.4,0.85,EL,2023
1126381,2023-10-26,AS Roma,Slavia Praha,0.95,0.4,EL,2023
1126382,2023-10-26,Sheriff Tiraspol,Servette FC,0.79,1.82,EL,2023
1126380,2023-10-26,Panathinaikos,Rennes,2.3,1.52,EL,2023
1126377,2023-10-26,Union St. Gilloise,Lask Linz,3.03,0.97,EL,2023
1126387,2023-11-09,Rennes,Panathinaikos,2.22,1.62,EL,2023
1126386,2023-11-09,Toulouse,Liverpool,0.96,1.04,EL,2023
1126384,2023-11-09,Ajax,Brighton,0.67,0.99,EL,2023
1126391,2023-11-09,Qarabag,Bayer Leverkusen,0.86,1.67,EL,2023
1126390,2023-11-09,Slavia Praha,AS Roma,2.1,0.52,EL,2023
1126385,2023-11-09,Lask Linz,Union St. Gilloise,2.47,0.51,EL,2023
1126389,2023-11-09,Servette FC,Sheriff Tiraspol,2.42,0.48,EL,2023
1126388,2023-11-09,Maccabi Haifa,Villarreal,1.75,3.5,EL,2023
1126393,2023-11-09,West Ham,Olympiakos Piraeus,1.51,0.64,EL,2023
1126392,2023-11-09,SC Freiburg,TSC Backa Topola,3.78,0.16,EL,2023
1126398,2023-11-09,Sporting CP,Raków Częstochowa,2.69,0.44,EL,2023
1126396,2023-11-09,Rangers,Sparta Praha,1.42,0.61,EL,2023
1126399,2023-11-09,BK Hacken,Molde,1.63,1.76,EL,2023
1126397,2023-11-09,Atalanta,Sturm Graz,2.14,0.07,EL,2023
1126395,2023-11-09,Real Betis,Aris,2.22,0.94,EL,2023
1126394,2023-11-09,AEK Athens FC,Marseille,2.02,2.26,EL,2023
1126400,2023-11-30,SC Freiburg,Olympiakos Piraeus,1.4,0.7,EL,2023
1126404,2023-11-30,Atalanta,Sporting CP,0.74,1.56,EL,2023
1126402,2023-11-30,AEK Athens FC,Brighton,1.58,1.26,EL,2023
1126403,2023-11-30,Sparta Praha,Real Betis,0.6,0.79,EL,2023
1126405,2023-11-30,Sturm Graz,Raków Częstochowa,1.36,1.63,EL,2023
1126401,2023-11-30,TSC Backa Topola,West Ham,0.67,0.63,EL,2023
1126406,2023-11-30,Maccabi Haifa,Rennes,0.19,1.55,EL,2023
1126409,2023-11-30,Liverpool,Lask Linz,3.36,0.81,EL,2023
1126407,2023-11-30,Marseille,Ajax,3.0,1.38,EL,2023
1126410,2023-11-30,Toulouse,Union St. Gilloise,0.42,1.49,EL,2023
1126408,2023-11-30,Rangers,Aris,1.71,1.65,EL,2023
1126414,2023-11-30,Molde,Qarabag,2.96,1.35,EL,2023
1126415,2023-11-30,BK Hacken,Bayer Leverkusen,1.32,1.74,EL,2023
1126411,2023-11-30,Villarreal,Panathinaikos,1.68,2.15,EL,2023
1126413,2023-11-30,Sheriff Tiraspol,Slavia Praha,0.43,2.2,EL,2023
1126412,2023-11-30,Servette FC,AS Roma,0.77,1.22,EL,2023
1126379,2023-12-06,Villarreal,Maccabi Haifa,0.65,0.18,EL,2023
1126418,2023-12-14,Rennes,Villarreal,0.59,2.29,EL,2023
