date,home_team,away_team,home_xg,away_xg,league,season
2024-08-09,Groningen,NAC Breda,2.23,1.21,Eredivisie,2024
2024-08-10,Feyenoord,Willem II,1.84,0.16,Eredivisie,2024
2024-08-10,NEC Nijmegen,Twente,0.92,2.44,Eredivisie,2024
2024-08-10,Almere City FC,AZ Alkmaar,0.44,0.86,Eredivisie,2024
2024-08-10,PSV Eindhoven,Waalwijk,3.28,1.3,Eredivisie,2024
2024-08-11,Sparta Rotterdam,Heracles,0.54,0.54,Eredivisie,2024
2024-08-11,Utrecht,PEC Zwolle,1.03,0.38,Eredivisie,2024
2024-08-11,GO Ahead Eagles,Fortuna Sittard,1.59,0.86,Eredivisie,2024
2024-08-11,Ajax,Heerenveen,1.42,0.43,Eredivisie,2024
2024-08-16,Fortuna Sittard,Almere City FC,3.22,0.67,Eredivisie,2024
2024-08-17,Heerenveen,Utrecht,2.65,1.06,Eredivisie,2024
2024-08-17,Twente,Sparta Rotterdam,2.46,0.94,Eredivisie,2024
2024-08-17,AZ Alkmaar,NEC Nijmegen,1.02,0.4,Eredivisie,2024
2024-08-17,Waalwijk,Groningen,1.12,2.22,Eredivisie,2024
2024-08-18,Heracles,PSV Eindhoven,1.2,2.44,Eredivisie,2024
2024-08-18,PEC Zwolle,Feyenoord,0.63,2.49,Eredivisie,2024
2024-08-18,Willem II,GO Ahead Eagles,1.25,0.76,Eredivisie,2024
2024-08-18,NAC Breda,Ajax,1.06,1.38,Eredivisie,2024
2024-08-24,NEC Nijmegen,PEC Zwolle,1.97,0.54,Eredivisie,2024
2024-08-24,Almere City FC,PSV Eindhoven,0.26,3.39,Eredivisie,2024
2024-08-24,NAC Breda,Utrecht,0.88,1.9,Eredivisie,2024
2024-08-25,Groningen,AZ Alkmaar,0.1,0.96,Eredivisie,2024
2024-08-25,Heracles,Willem II,1.05,0.74,Eredivisie,2024
2024-08-25,Sparta Rotterdam,Feyenoord,0.75,0.85,Eredivisie,2024
2024-08-25,GO Ahead Eagles,Waalwijk,2.26,0.48,Eredivisie,2024
2024-08-30,Waalwijk,AZ Alkmaar,0.11,2.88,Eredivisie,2024
2024-08-31,Almere City FC,Groningen,1.1,0.56,Eredivisie,2024
2024-08-31,Fortuna Sittard,NEC Nijmegen,0.88,1.25,Eredivisie,2024
2024-08-31,Heerenveen,NAC Breda,2.6,1.72,Eredivisie,2024
