fixture_id,date,home_team,away_team,home_xg,away_xg,league,season
1231733,2024-08-09,Sporting CP,Rio Ave,3.0,0.46,PrimeiraLiga,2024
1231737,2024-08-10,AVS,Nacional,1.01,0.53,PrimeiraLiga,2024
1231732,2024-08-10,Casa Pia,Boavista,0.92,1.15,PrimeiraLiga,2024
1231729,2024-08-10,FC Porto,GIL Vicente,3.47,0.1,PrimeiraLiga,2024
1231730,2024-08-11,Estoril,Santa Clara,0.15,2.72,PrimeiraLiga,2024
1231736,2024-08-11,Farense,Moreirense,1.4,2.2,PrimeiraLiga,2024
1231735,2024-08-11,Famalicao,Benfica,1.47,0.78,PrimeiraLiga,2024
1231731,2024-08-11,SC Braga,Estrela,1.41,0.69,PrimeiraLiga,2024
1231734,2024-08-12,Arouca,Guimaraes,0.21,0.83,PrimeiraLiga,2024
1231744,2024-08-16,Santa Clara,FC Porto,0.75,1.11,PrimeiraLiga,2024
1231740,2024-08-16,GIL Vicente,AVS,2.38,1.42,PrimeiraLiga,2024
1231739,2024-08-17,Rio Ave,Farense,1.36,0.54,PrimeiraLiga,2024
1231746,2024-08-17,Nacional,Sporting CP,1.23,3.14,PrimeiraLiga,2024
1231743,2024-08-17,Benfica,Casa Pia,2.5,0.29,PrimeiraLiga,2024
1231741,2024-08-18,Moreirense,Arouca,2.5,1.01,PrimeiraLiga,2024
1231738,2024-08-18,Guimaraes,Estoril,1.79,0.2,PrimeiraLiga,2024
1231742,2024-08-18,Boavista,SC Braga,0.63,1.07,PrimeiraLiga,2024
1231745,2024-08-19,Estrela,Famalicao,0.69,1.9,PrimeiraLiga,2024
1231749,2024-08-23,Farense,Sporting CP,0.29,3.94,PrimeiraLiga,2024
1231750,2024-08-24,Casa Pia,Santa Clara,0.79,0.69,PrimeiraLiga,2024
1231751,2024-08-24,FC Porto,Rio Ave,3.37,0.0,PrimeiraLiga,2024
1231754,2024-08-24,Benfica,Estrela,1.45,0.13,PrimeiraLiga,2024
1231748,2024-08-24,Famalicao,Boavista,0.7,0.27,PrimeiraLiga,2024
1231755,2024-08-25,Arouca,Nacional,1.23,1.21,PrimeiraLiga,2024
1231752,2024-08-25,Estoril,GIL Vicente,0.56,1.34,PrimeiraLiga,2024
1231753,2024-08-25,SC Braga,Moreirense,1.73,2.19,PrimeiraLiga,2024
1231747,2024-08-25,AVS,Guimaraes,0.74,1.61,PrimeiraLiga,2024
1231762,2024-08-30,Moreirense,Benfica,0.27,1.5,PrimeiraLiga,2024
1231759,2024-08-31,Santa Clara,AVS,1.84,0.68,PrimeiraLiga,2024
1231763,2024-08-31,Boavista,Estoril,1.54,0.27,PrimeiraLiga,2024
1231756,2024-08-31,Estrela,Casa Pia,0.46,0.6,PrimeiraLiga,2024
1231764,2024-08-31,Sporting CP,FC Porto,2.98,0.5,PrimeiraLiga,2024
1231757,2024-09-01,Nacional,Farense,1.68,0.41,PrimeiraLiga,2024
1231760,2024-09-01,Rio Ave,Arouca,1.66,1.1,PrimeiraLiga,2024
1231758,2024-09-01,Guimaraes,Famalicao,1.4,0.25,PrimeiraLiga,2024
1231761,2024-09-01,GIL Vicente,SC Braga,1.57,0.55,PrimeiraLiga,2024
1231771,2024-09-13,Arouca,Sporting CP,0.23,3.21,PrimeiraLiga,2024
1231773,2024-09-14,Casa Pia,Moreirense,0.74,0.69,PrimeiraLiga,2024
1231765,2024-09-14,AVS,Rio Ave,0.62,0.92,PrimeiraLiga,2024
1231772,2024-09-14,Benfica,Santa Clara,2.19,0.72,PrimeiraLiga,2024
1231768,2024-09-14,Famalicao,GIL Vicente,1.07,0.44,PrimeiraLiga,2024
