date,home_team,away_team,home_xg,away_xg,league,season
2023-08-04,Sheffield Wednesday,Southampton,0.56,1.39,Championship,2023
2023-08-05,Watford,QPR,2.67,0.4,Championship,2023
2023-08-05,Bristol City,Preston,0.9,1.06,Championship,2023
2023-08-05,Blackburn,West Brom,1.45,0.83,Championship,2023
2023-08-05,Middlesbrough,Millwall,0.74,1.23,Championship,2023
2023-08-05,Norwich,Hull City,2.58,0.37,Championship,2023
2023-08-05,Stoke City,Rotherham,2.42,0.86,Championship,2023
2023-08-05,Swansea,Birmingham,1.37,0.77,Championship,2023
2023-08-05,Plymouth,Huddersfield,2.17,2.02,Championship,2023
2023-08-06,Leicester,Coventry,1.51,1.86,Championship,2023
2023-08-06,Leeds,Cardiff,1.77,1.34,Championship,2023
2023-08-06,Sunderland,Ipswich,1.92,1.26,Championship,2023
2023-08-12,Coventry,Middlesbrough,0.95,1.33,Championship,2023
2023-08-12,Huddersfield,Leicester,1.11,1.32,Championship,2023
2023-08-12,Watford,Plymouth,1.35,0.88,Championship,2023
2023-08-12,Southampton,Norwich,3.76,2.06,Championship,2023
2023-08-12,Cardiff,QPR,2.06,1.35,Championship,2023
2023-08-12,Birmingham,Leeds,1.56,0.36,Championship,2023
2023-08-12,Ipswich,Stoke City,1.93,0.61,Championship,2023
2023-08-12,Millwall,Bristol City,0.49,0.94,Championship,2023
2023-08-12,Preston,Sunderland,0.63,1.44,Championship,2023
2023-08-12,West Brom,Swansea,1.55,2.32,Championship,2023
2023-08-12,Hull City,Sheffield Wednesday,1.96,0.52,Championship,2023
2023-08-12,Rotherham,Blackburn,0.72,2.7,Championship,2023
2023-08-18,Leeds,West Brom,1.57,0.35,Championship,2023
2023-08-19,Plymouth,Southampton,1.39,2.18,Championship,2023
2023-08-19,Leicester,Cardiff,0.69,0.87,Championship,2023
2023-08-19,Bristol City,Birmingham,0.81,1.4,Championship,2023
2023-08-19,Blackburn,Hull City,1.61,2.1,Championship,2023
2023-08-19,Middlesbrough,Huddersfield,1.99,1.31,Championship,2023
2023-08-19,QPR,Ipswich,1.3,1.34,Championship,2023
2023-08-19,Sheffield Wednesday,Preston,0.45,0.4,Championship,2023
2023-08-19,Stoke City,Watford,0.95,0.71,Championship,2023
2023-08-19,Swansea,Coventry,0.73,0.86,Championship,2023
2023-08-19,Sunderland,Rotherham,1.34,0.69,Championship,2023
2023-08-20,Norwich,Millwall,1.73,0.49,Championship,2023
2023-08-25,Hull City,Bristol City,1.48,3.62,Championship,2023
2023-08-26,Huddersfield,Norwich,0.98,2.69,Championship,2023
2023-08-26,Southampton,QPR,0.42,0.64,Championship,2023
2023-08-26,Cardiff,Sheffield Wednesday,2.09,0.9,Championship,2023
2023-08-26,Birmingham,Plymouth,2.18,1.41,Championship,2023
2023-08-26,Ipswich,Leeds,2.47,1.63,Championship,2023
2023-08-26,Millwall,Stoke City,0.98,1.67,Championship,2023
2023-08-26,Preston,Swansea,0.59,0.35,Championship,2023
2023-08-26,West Brom,Middlesbrough,0.66,1.79,Championship,2023
2023-08-26,Rotherham,Leicester,0.64,1.4,Championship,2023
2023-08-26,Coventry,Sunderland,1.31,0.69,Championship,2023
2023-08-27,Watford,Blackburn,1.39,0.45,Championship,2023
2023-09-02,Birmingham,Millwall,1.84,0.5,Championship,2023
2023-09-02,Swansea,Bristol City,1.44,2.3,Championship,2023
2023-09-02,Sunderland,Southampton,1.94,0.84,Championship,2023
2023-09-02,Leicester,Hull City,1.28,0.36,Championship,2023
2023-09-02,Ipswich,Cardiff,2.36,1.67,Championship,2023
2023-09-02,West Brom,Huddersfield,1.06,0.79,Championship,2023
2023-09-02,Leeds,Sheffield Wednesday,1.28,1.02,Championship,2023
2023-09-02,Middlesbrough,QPR,1.31,0.6,Championship,2023
2023-09-02,Rotherham,Norwich,0.55,1.24,Championship,2023
2023-09-02,Stoke City,Preston,2.13,2.02,Championship,2023
2023-09-02,Coventry,Watford,2.11,1.27,Championship,2023
2023-09-02,Plymouth,Blackburn,1.23,1.49,Championship,2023
2023-09-15,Hull City,Coventry,1.47,0.47,Championship,2023
2023-09-15,Southampton,Leicester,1.56,4.14,Championship,2023
2023-09-16,Huddersfield,Rotherham,1.92,0.37,Championship,2023
2023-09-16,Watford,Birmingham,0.41,0.85,Championship,2023
2023-09-16,Bristol City,West Brom,1.02,0.53,Championship,2023
2023-09-16,Preston,Plymouth,1.52,1.51,Championship,2023
2023-09-16,Blackburn,Middlesbrough,2.18,2.56,Championship,2023
2023-09-16,Norwich,Stoke City,1.29,1.2,Championship,2023
2023-09-16,QPR,Sunderland,0.3,2.42,Championship,2023
2023-09-16,Sheffield Wednesday,Ipswich,0.46,1.67,Championship,2023
2023-09-16,Cardiff,Swansea,1.53,0.6,Championship,2023
2023-09-17,Millwall,Leeds,0.45,2.59,Championship,2023
2023-09-19,Southampton,Ipswich,0.84,0.67,Championship,2023
2023-09-19,Cardiff,Coventry,0.56,0.91,Championship,2023
2023-09-19,Bristol City,Plymouth,1.61,0.58,Championship,2023
2023-09-19,Preston,Birmingham,0.6,1.14,Championship,2023
2023-09-19,QPR,Swansea,1.05,0.57,Championship,2023
2023-09-19,Sheffield Wednesday,Middlesbrough,1.36,0.69,Championship,2023
2023-09-20,Huddersfield,Stoke City,0.98,2.75,Championship,2023
2023-09-20,Watford,West Brom,0.89,0.65,Championship,2023
2023-09-20,Millwall,Rotherham,1.47,0.41,Championship,2023
2023-09-20,Hull City,Leeds,1.01,1.49,Championship,2023
2023-09-20,Blackburn,Sunderland,2.74,1.92,Championship,2023
2023-09-20,Norwich,Leicester,0.81,1.97,Championship,2023
2023-09-22,Birmingham,QPR,1.16,0.95,Championship,2023
2023-09-23,Leicester,Bristol City,2.1,0.27,Championship,2023
2023-09-23,Ipswich,Blackburn,3.01,0.8,Championship,2023
2023-09-23,West Brom,Millwall,1.81,1.17,Championship,2023
2023-09-23,Leeds,Watford,2.34,0.18,Championship,2023
2023-09-23,Middlesbrough,Southampton,3.11,1.44,Championship,2023
2023-09-23,Rotherham,Preston,0.09,1.76,Championship,2023
2023-09-23,Swansea,Sheffield Wednesday,1.97,0.81,Championship,2023
2023-09-23,Plymouth,Norwich,3.17,1.93,Championship,2023
2023-09-24,Stoke City,Hull City,0.55,1.31,Championship,2023
2023-09-24,Sunderland,Cardiff,1.19,1.67,Championship,2023
2023-09-25,Coventry,Huddersfield,2.01,0.77,Championship,2023
2023-09-29,Sheffield Wednesday,Sunderland,0.52,1.57,Championship,2023
2023-09-30,Southampton,Leeds,1.48,0.92,Championship,2023
2023-09-30,Huddersfield,Ipswich,1.32,1.36,Championship,2023
2023-09-30,Watford,Middlesbrough,1.45,1.03,Championship,2023
2023-09-30,Cardiff,Rotherham,1.25,0.59,Championship,2023
2023-09-30,Bristol City,Stoke City,1.2,0.96,Championship,2023
2023-09-30,Millwall,Swansea,1.39,1.2,Championship,2023
2023-09-30,Preston,West Brom,0.35,1.31,Championship,2023
2023-09-30,Hull City,Plymouth,1.73,0.7,Championship,2023
2023-09-30,Norwich,Birmingham,1.27,1.14,Championship,2023
2023-09-30,QPR,Coventry,0.93,1.47,Championship,2023
2023-10-01,Blackburn,Leicester,1.42,1.8,Championship,2023
2023-10-03,Birmingham,Huddersfield,1.78,2.31,Championship,2023
2023-10-03,Ipswich,Hull City,0.94,0.89,Championship,2023
2023-10-03,Middlesbrough,Cardiff,1.56,0.36,Championship,2023
2023-10-03,Plymouth,Millwall,0.75,0.95,Championship,2023
2023-10-03,West Brom,Sheffield Wednesday,1.21,0.16,Championship,2023
2023-10-03,Stoke City,Southampton,0.66,0.92,Championship,2023
2023-10-04,Leicester,Preston,1.48,0.43,Championship,2023
2023-10-04,Leeds,QPR,1.89,0.3,Championship,2023
2023-10-04,Swansea,Norwich,2.36,1.47,Championship,2023
2023-10-04,Sunderland,Watford,1.25,0.46,Championship,2023
2023-10-04,Coventry,Blackburn,0.88,0.74,Championship,2023
2023-10-04,Rotherham,Bristol City,1.32,0.64,Championship,2023
2023-10-06,Birmingham,West Brom,1.48,1.17,Championship,2023
2023-10-07,Sunderland,Middlesbrough,0.55,2.53,Championship,2023
2023-10-07,Southampton,Rotherham,3.3,0.14,Championship,2023
2023-10-07,Cardiff,Watford,0.69,2.04,Championship,2023
2023-10-07,Leicester,Stoke City,1.86,0.34,Championship,2023
2023-10-07,Ipswich,Preston,2.3,0.4,Championship,2023
