date,home_team,away_team,home_xg,away_xg,league,season
2024-09-25,AZ Alkmaar,IF Elfsborg,2.7,0.14,EL,2024
2024-09-25,Bodo/Glimt,FC Porto,2.09,2.56,EL,2024
2024-09-25,Manchester United,Twente,1.37,0.54,EL,2024
2024-09-25,Nice,Real Sociedad,1.28,0.74,EL,2024
2024-09-25,FC Midtjylland,1899 Hoffenheim,2.23,1.48,EL,2024
2024-09-25,Anderlecht,Ferencvarosi TC,1.43,0.77,EL,2024
2024-09-25,Ludogorets,Slavia Praha,0.9,0.93,EL,2024
2024-09-25,Dynamo Kyiv,Lazio,0.49,2.24,EL,2024
2024-09-25,Galatasaray,PAOK,2.42,0.87,EL,2024
2024-09-26,Malmo FF,Rangers,0.44,2.63,EL,2024
2024-09-26,Fenerbahçe,Union St. Gilloise,1.57,2.27,EL,2024
2024-09-26,Tottenham,Qarabag,1.43,2.19,EL,2024
2024-09-26,Lyon,Olympiakos Piraeus,1.43,1.23,EL,2024
2024-09-26,Eintracht Frankfurt,Plzen,1.47,1.24,EL,2024
2024-09-26,Ajax,Beşiktaş,2.23,0.6,EL,2024
2024-09-26,SC Braga,Maccabi Tel Aviv,3.31,1.71,EL,2024
2024-09-26,AS Roma,Athletic Club,0.44,0.79,EL,2024
2024-09-26,FCSB,Rīgas FS,2.14,0.68,EL,2024
2024-10-03,1899 Hoffenheim,Dynamo Kyiv,1.48,0.23,EL,2024
2024-10-03,Lazio,Nice,1.96,1.03,EL,2024
2024-10-03,Real Sociedad,Anderlecht,1.22,0.86,EL,2024
2024-10-03,Olympiakos Piraeus,SC Braga,1.24,1.59,EL,2024
2024-10-03,Qarabag,Malmo FF,0.94,0.81,EL,2024
2024-10-03,Slavia Praha,Ajax,1.16,1.51,EL,2024
2024-10-03,Maccabi Tel Aviv,FC Midtjylland,2.43,1.54,EL,2024
2024-10-03,Ferencvarosi TC,Tottenham,1.32,1.24,EL,2024
2024-10-03,Rīgas FS,Galatasaray,1.19,2.35,EL,2024
2024-10-03,FC Porto,Manchester United,2.13,1.61,EL,2024
2024-10-03,Rangers,Lyon,2.04,2.25,EL,2024
2024-10-03,IF Elfsborg,AS Roma,1.29,1.52,EL,2024
2024-10-03,Twente,Fenerbahçe,1.86,0.94,EL,2024
2024-10-03,Athletic Club,AZ Alkmaar,1.42,0.37,EL,2024
2024-10-03,Beşiktaş,Eintracht Frankfurt,2.61,2.34,EL,2024
2024-10-03,Plzen,Ludogorets,0.78,1.03,EL,2024
2024-10-03,PAOK,FCSB,2.02,0.72,EL,2024
2024-10-03,Union St. Gilloise,Bodo/Glimt,1.77,1.37,EL,2024
2024-10-23,SC Braga,Bodo/Glimt,2.37,0.88,EL,2024
2024-10-23,Galatasaray,IF Elfsborg,3.34,2.29,EL,2024
2024-10-24,Eintracht Frankfurt,Rīgas FS,0.86,0.49,EL,2024
2024-10-24,FC Midtjylland,Union St. Gilloise,1.78,0.73,EL,2024
2024-10-24,AS Roma,Dynamo Kyiv,2.35,0.76,EL,2024
2024-10-24,Qarabag,Ajax,0.09,2.56,EL,2024
2024-10-24,Maccabi Tel Aviv,Real Sociedad,0.51,1.26,EL,2024
2024-10-24,PAOK,Plzen,1.53,2.72,EL,2024
2024-10-24,Ferencvarosi TC,Nice,1.2,1.0,EL,2024
2024-10-24,Tottenham,AZ Alkmaar,1.87,0.41,EL,2024
2024-10-24,Lyon,Beşiktaş,2.83,1.82,EL,2024
2024-10-24,FC Porto,1899 Hoffenheim,0.59,1.3,EL,2024
2024-10-24,Rangers,FCSB,1.86,0.35,EL,2024
2024-10-24,Malmo FF,Olympiakos Piraeus,1.42,1.74,EL,2024
2024-10-24,Twente,Lazio,0.33,2.82,EL,2024
2024-10-24,Athletic Club,Slavia Praha,0.17,1.07,EL,2024
2024-10-24,Anderlecht,Ludogorets,2.15,0.83,EL,2024
2024-10-24,Fenerbahçe,Manchester United,1.15,1.21,EL,2024
2024-11-06,Beşiktaş,Malmo FF,0.91,2.31,EL,2024
2024-11-07,Nice,Twente,1.34,1.06,EL,2024
2024-11-07,Eintracht Frankfurt,Slavia Praha,0.9,1.13,EL,2024
2024-11-07,Bodo/Glimt,Qarabag,2.76,0.74,EL,2024
2024-11-07,IF Elfsborg,SC Braga,0.63,1.18,EL,2024
2024-11-07,Olympiakos Piraeus,Rangers,0.71,1.16,EL,2024
2024-11-07,FCSB,FC Midtjylland,1.75,0.89,EL,2024
2024-11-07,Ludogorets,Athletic Club,0.58,1.66,EL,2024
