fixture_id,date,home_team,away_team,home_xg,away_xg,league,season
1299294,2024-10-02,Guimaraes,Celje,3.03,0.16,ECL,2024
1299293,2024-10-02,Başakşehir,Rapid Vienna,0.77,1.39,ECL,2024
1299295,2024-10-03,1. FC Heidenheim,Olimpija Ljubljana,2.11,1.19,ECL,2024
1299301,2024-10-03,Molde,Larne,2.42,0.12,ECL,2024
1299300,2024-10-03,Legia Warszawa,Real Betis,1.34,0.7,ECL,2024
1299298,2024-10-03,Dinamo Minsk,Heart Of Midlothian,0.68,0.89,ECL,2024
1299297,2024-10-03,FC Astana,TSC Backa Topola,1.04,1.45,ECL,2024
1299296,2024-10-03,Cercle Brugge,FC ST. Gallen,3.2,1.65,ECL,2024
1299302,2024-10-03,Omonia Nicosia,Vikingur Reykjavik,2.63,0.53,ECL,2024
1299299,2024-10-03,FC Noah,Mlada Boleslav,1.5,0.44,ECL,2024
1299304,2024-10-03,Chelsea,Gent,2.26,0.99,ECL,2024
1299305,2024-10-03,FC Copenhagen,Jagiellonia,1.21,0.53,ECL,2024
1299303,2024-10-03,Fiorentina,The New Saints,3.7,0.21,ECL,2024
1299306,2024-10-03,FC Lugano,HJK Helsinki,2.77,0.37,ECL,2024
1299310,2024-10-03,Shamrock Rovers,Apoel Nicosia,0.15,1.31,ECL,2024
1299309,2024-10-03,Lask Linz,Djurgardens IF,0.57,0.9,ECL,2024
1299307,2024-10-03,Petrocub,Pafos,1.02,2.06,ECL,2024
1299308,2024-10-03,Borac Banja Luka,Panathinaikos,0.48,1.17,ECL,2024
1299328,2024-10-24,Vikingur Reykjavik,Cercle Brugge,2.71,1.29,ECL,2024
1299314,2024-10-24,Heart Of Midlothian,Omonia Nicosia,1.24,0.49,ECL,2024
1299315,2024-10-24,Jagiellonia,Petrocub,2.64,0.11,ECL,2024
1299312,2024-10-24,Djurgardens IF,Guimaraes,0.41,1.13,ECL,2024
1299319,2024-10-24,Panathinaikos,Chelsea,1.18,2.42,ECL,2024
1299316,2024-10-24,Gent,Molde,0.92,0.72,ECL,2024
1299320,2024-10-24,Rapid Vienna,FC Noah,2.5,0.32,ECL,2024
1299313,2024-10-24,FC ST. Gallen,Fiorentina,0.52,2.84,ECL,2024
1299311,2024-10-24,Apoel Nicosia,Borac Banja Luka,1.21,0.31,ECL,2024
1299318,2024-10-24,Celje,Başakşehir,3.77,1.66,ECL,2024
1299317,2024-10-24,Larne,Shamrock Rovers,0.53,1.62,ECL,2024
1299327,2024-10-24,The New Saints,FC Astana,2.45,1.06,ECL,2024
1299326,2024-10-24,Real Betis,FC Copenhagen,1.09,1.37,ECL,2024
1299321,2024-10-24,Mlada Boleslav,FC Lugano,1.28,1.19,ECL,2024
1299323,2024-10-24,HJK Helsinki,Dinamo Minsk,2.88,1.49,ECL,2024
