fixture_id,date,home_team,away_team,home_xg,away_xg,league,season
1386551,2025-08-08,Birmingham,Ipswich,1.13,1.26,Championship,2025
1386553,2025-08-09,Southampton,Wrexham,4.14,1.88,Championship,2025
1386554,2025-08-09,Charlton,Watford,1.16,0.72,Championship,2025
1386552,2025-08-09,Coventry,Hull City,1.43,0.43,Championship,2025
1386555,2025-08-09,West Brom,Blackburn,1.19,0.71,Championship,2025
1386557,2025-08-09,Middlesbrough,Swansea,0.35,0.1,Championship,2025
1386560,2025-08-09,Norwich,Millwall,1.04,2.09,Championship,2025
1386558,2025-08-09,QPR,Preston,0.94,0.84,Championship,2025
1386556,2025-08-09,Stoke City,Derby,1.09,0.39,Championship,2025
1386559,2025-08-09,Oxford United,Portsmouth,1.36,1.21,Championship,2025
1386561,2025-08-09,Sheffield Utd,Bristol City,2.3,1.3,Championship,2025
1386562,2025-08-10,Leicester,Sheffield Wednesday,2.54,0.62,Championship,2025
1386568,2025-08-16,Derby,Coventry,1.43,3.24,Championship,2025
1386565,2025-08-16,Portsmouth,Norwich,1.76,1.96,Championship,2025
1386564,2025-08-16,Wrexham,West Brom,2.01,2.37,Championship,2025
1386571,2025-08-16,Watford,QPR,2.06,0.5,Championship,2025
1386566,2025-08-16,Bristol City,Charlton,0.73,0.96,Championship,2025
1386563,2025-08-16,Millwall,Middlesbrough,0.6,0.99,Championship,2025
1386567,2025-08-16,Preston,Leicester,2.48,0.92,Championship,2025
1386569,2025-08-16,Blackburn,Birmingham,0.43,2.0,Championship,2025
1386573,2025-08-16,Sheffield Wednesday,Stoke City,1.5,2.06,Championship,2025
1386574,2025-08-16,Swansea,Sheffield Utd,1.34,0.58,Championship,2025
1386572,2025-08-17,Ipswich,Southampton,1.64,0.75,Championship,2025
1386570,2025-08-17,Hull City,Oxford United,1.91,1.02,Championship,2025
1386580,2025-08-22,Derby,Bristol City,0.47,0.76,Championship,2025
1386579,2025-08-23,Hull City,Blackburn,0.52,3.03,Championship,2025
1386575,2025-08-23,Swansea,Watford,0.68,0.41,Championship,2025
1386577,2025-08-23,Charlton,Leicester,1.63,0.49,Championship,2025
1386578,2025-08-23,Southampton,Stoke City,2.59,1.5,Championship,2025
1386584,2025-08-23,Birmingham,Oxford United,1.65,0.38,Championship,2025
1386581,2025-08-23,Preston,Ipswich,0.84,1.39,Championship,2025
1386576,2025-08-23,West Brom,Portsmouth,0.59,0.94,Championship,2025
1386582,2025-08-23,Sheffield Utd,Millwall,1.3,1.4,Championship,2025
1386583,2025-08-23,Norwich,Middlesbrough,1.18,1.51,Championship,2025
1386586,2025-08-23,Coventry,QPR,1.27,0.61,Championship,2025
1386585,2025-08-23,Wrexham,Sheffield Wednesday,1.3,2.67,Championship,2025
1386587,2025-08-29,Leicester,Birmingham,0.56,0.83,Championship,2025
1386595,2025-08-30,Middlesbrough,Sheffield Utd,1.09,0.44,Championship,2025
1386592,2025-08-30,QPR,Charlton,1.43,0.84,Championship,2025
1386594,2025-08-30,Stoke City,West Brom,0.95,0.66,Championship,2025
1386596,2025-08-30,Watford,Southampton,0.55,1.81,Championship,2025
1386591,2025-08-30,Bristol City,Hull City,3.49,2.6,Championship,2025
1386597,2025-08-30,Ipswich,Derby,2.91,1.48,Championship,2025
1386588,2025-08-30,Millwall,Wrexham,1.76,0.55,Championship,2025
1386593,2025-08-30,Blackburn,Norwich,1.92,2.09,Championship,2025
1386598,2025-08-30,Sheffield Wednesday,Swansea,0.45,1.31,Championship,2025
1386589,2025-08-30,Oxford United,Coventry,1.04,1.74,Championship,2025
1386590,2025-08-30,Portsmouth,Preston,1.58,1.01,Championship,2025
1386603,2025-09-12,Ipswich,Sheffield Utd,2.33,0.42,Championship,2025
1386607,2025-09-13,Preston,Middlesbrough,0.75,1.52,Championship,2025
1386601,2025-09-13,Charlton,Millwall,0.73,1.03,Championship,2025
1386609,2025-09-13,Oxford United,Leicester,2.1,0.84,Championship,2025
1386606,2025-09-13,Watford,Blackburn,0.75,1.45,Championship,2025
1386602,2025-09-13,West Brom,Derby,1.15,0.32,Championship,2025
1386599,2025-09-13,Sheffield Wednesday,Bristol City,0.83,1.39,Championship,2025
1386605,2025-09-13,Stoke City,Birmingham,0.49,0.52,Championship,2025
1386600,2025-09-13,Swansea,Hull City,1.0,1.61,Championship,2025
1386608,2025-09-13,Coventry,Norwich,3.68,0.18,Championship,2025
1386610,2025-09-13,Wrexham,QPR,2.02,1.43,Championship,2025
1386604,2025-09-14,Southampton,Portsmouth,1.18,0.94,Championship,2025
1386618,2025-09-19,Middlesbrough,West Brom,0.96,0.89,Championship,2025
1386611,2025-09-20,Leicester,Coventry,1.22,0.41,Championship,2025
1386616,2025-09-20,Birmingham,Swansea,2.41,1.43,Championship,2025
1386621,2025-09-20,QPR,Stoke City,1.33,1.09,Championship,2025
1386614,2025-09-20,Sheffield Utd,Charlton,0.6,0.77,Championship,2025
1386619,2025-09-20,Hull City,Southampton,2.13,1.07,Championship,2025
1386622,2025-09-20,Derby,Preston,0.34,0.9,Championship,2025
1386617,2025-09-20,Norwich,Wrexham,2.34,1.3,Championship,2025
1386615,2025-09-20,Portsmouth,Sheffield Wednesday,1.74,1.07,Championship,2025
1386613,2025-09-21,Bristol City,Oxford United,1.18,1.72,Championship,2025
1386612,2025-09-22,Millwall,Watford,0.7,0.76,Championship,2025
1386627,2025-09-26,West Brom,Leicester,1.64,0.94,Championship,2025
1386629,2025-09-27,Swansea,Millwall,1.34,0.88,Championship,2025
1386632,2025-09-27,Coventry,Birmingham,2.13,0.19,Championship,2025
1386633,2025-09-27,Wrexham,Derby,0.89,0.64,Championship,2025
1386624,2025-09-27,Watford,Hull City,2.82,0.86,Championship,2025
1386625,2025-09-27,Southampton,Middlesbrough,0.85,0.29,Championship,2025
1386626,2025-09-27,Ipswich,Portsmouth,1.53,0.89,Championship,2025
1386631,2025-09-27,Preston,Bristol City,0.42,2.32,Championship,2025
1386630,2025-09-27,Sheffield Wednesday,QPR,1.41,2.17,Championship,2025
1386623,2025-09-27,Stoke City,Norwich,1.85,1.32,Championship,2025
1386628,2025-09-27,Charlton,Blackburn,1.47,0.55,Championship,2025
1386634,2025-09-27,Oxford United,Sheffield Utd,1.14,0.48,Championship,2025
1386635,2025-09-30,Leicester,Wrexham,1.07,0.91,Championship,2025
1386637,2025-09-30,Birmingham,Sheffield Wednesday,1.33,0.42,Championship,2025
1386638,2025-09-30,Bristol City,Ipswich,1.38,1.38,Championship,2025
1386636,2025-09-30,Sheffield Utd,Southampton,0.9,2.02,Championship,2025
1386639,2025-09-30,Hull City,Preston,1.82,1.43,Championship,2025
1386641,2025-09-30,Blackburn,Swansea,0.61,0.46,Championship,2025
1386640,2025-09-30,Middlesbrough,Stoke City,0.61,1.2,Championship,2025
