date,home_team,away_team,home_xg,away_xg,league,season
2021-08-06,Monaco,Nantes,1.76899,0.239715,Ligue1,2021
2021-08-07,Lyon,Brest,1.17521,1.01966,Ligue1,2021
2021-08-07,Troyes,Paris Saint Germain,0.618173,1.48651,Ligue1,2021
2021-08-08,Rennes,Lens,0.598423,2.13637,Ligue1,2021
2021-08-08,Saint-Etienne,Lorient,1.85797,0.835981,Ligue1,2021
2021-08-08,Strasbourg,Angers,0.267011,1.41617,Ligue1,2021
2021-08-08,Bordeaux,Clermont Foot,0.510543,2.95652,Ligue1,2021
2021-08-08,Nice,Reims,1.09947,0.158446,Ligue1,2021
2021-08-08,Metz,Lille,1.02062,1.62245,Ligue1,2021
2021-08-08,Montpellier,Marseille,0.764726,2.15797,Ligue1,2021
2021-08-13,Lorient,Monaco,0.779459,0.86536,Ligue1,2021
2021-08-14,Lille,Nice,0.768573,2.33694,Ligue1,2021
2021-08-14,Paris Saint Germain,Strasbourg,2.90032,0.570058,Ligue1,2021
2021-08-15,Angers,Lyon,1.6418,0.977124,Ligue1,2021
2021-08-15,Brest,Rennes,2.2991,1.32152,Ligue1,2021
2021-08-15,Clermont Foot,Troyes,1.44309,0.696005,Ligue1,2021
2021-08-15,Nantes,Metz,1.7221,0.885265,Ligue1,2021
2021-08-15,Reims,Montpellier,1.30758,1.9999,Ligue1,2021
2021-08-15,Lens,Saint-Etienne,1.1447,0.85171,Ligue1,2021
2021-08-15,Marseille,Bordeaux,1.05273,0.318288,Ligue1,2021
2021-08-20,Brest,Paris Saint Germain,1.24868,1.51499,Ligue1,2021
2021-08-21,Monaco,Lens,0.241985,0.598613,Ligue1,2021
2021-08-21,Saint-Etienne,Lille,0.476794,1.1966,Ligue1,2021
2021-08-22,Lyon,Clermont Foot,3.31864,1.82093,Ligue1,2021
2021-08-22,Metz,Reims,0.670048,1.18358,Ligue1,2021
2021-08-22,Bordeaux,Angers,0.603119,1.01295,Ligue1,2021
2021-08-22,Strasbourg,Troyes,2.95463,1.14502,Ligue1,2021
2021-08-22,Montpellier,Lorient,3.64876,0.462326,Ligue1,2021
2021-08-22,Rennes,Nantes,0.869605,0.264197,Ligue1,2021
2021-08-27,Nantes,Lyon,1.35394,1.44128,Ligue1,2021
2021-08-28,Nice,Bordeaux,2.52768,0.867457,Ligue1,2021
2021-08-28,Marseille,Saint-Etienne,2.73701,1.22779,Ligue1,2021
2021-08-29,Troyes,Monaco,0.589287,1.74073,Ligue1,2021
2021-08-29,Strasbourg,Brest,1.22705,0.592574,Ligue1,2021
2021-08-29,Angers,Rennes,2.63179,1.28738,Ligue1,2021
2021-08-29,Clermont Foot,Metz,1.64521,1.90265,Ligue1,2021
2021-08-29,Lens,Lorient,1.13941,1.2163,Ligue1,2021
2021-08-29,Lille,Montpellier,2.46405,0.719288,Ligue1,2021
2021-08-29,Reims,Paris Saint Germain,0.826608,1.82461,Ligue1,2021
2021-09-10,Lorient,Lille,1.08464,1.51807,Ligue1,2021
2021-09-11,Paris Saint Germain,Clermont Foot,2.50575,1.0353,Ligue1,2021
2021-09-11,Monaco,Marseille,0.890728,1.36062,Ligue1,2021
2021-09-12,Montpellier,Saint-Etienne,1.08969,0.861648,Ligue1,2021
2021-09-12,Rennes,Reims,0.805521,0.871123,Ligue1,2021
2021-09-12,Bordeaux,Lens,1.00806,3.12454,Ligue1,2021
2021-09-12,Brest,Angers,1.47981,0.998328,Ligue1,2021
2021-09-12,Metz,Troyes,0.781252,0.86724,Ligue1,2021
2021-09-12,Nantes,Nice,2.1566,2.45276,Ligue1,2021
2021-09-12,Lyon,Strasbourg,1.69926,2.0448,Ligue1,2021
2021-09-17,Strasbourg,Metz,2.04719,0.612439,Ligue1,2021
2021-09-18,Lens,Lille,0.486611,1.20992,Ligue1,2021
2021-09-18,Saint-Etienne,Bordeaux,1.75367,2.36783,Ligue1,2021
2021-09-19,Nice,Monaco,1.94463,2.59113,Ligue1,2021
2021-09-19,Troyes,Montpellier,0.489047,0.249763,Ligue1,2021
2021-09-19,Angers,Nantes,0.609027,2.59886,Ligue1,2021
2021-09-19,Clermont Foot,Brest,0.792314,0.657165,Ligue1,2021
