date,home_team,away_team,home_xg,away_xg,league,season
2017-08-11,Arsenal,Leicester,2.54329,1.46495,EPL,2017
2017-08-12,Watford,Liverpool,2.17647,2.61549,EPL,2017
2017-08-12,West Bromwich Albion,Bournemouth,1.18399,0.378659,EPL,2017
2017-08-12,Southampton,Swansea,2.21748,0.406196,EPL,2017
2017-08-12,Chelsea,Burnley,1.35651,0.564237,EPL,2017
2017-08-12,Crystal Palace,Huddersfield,0.988934,1.73657,EPL,2017
2017-08-12,Everton,Stoke,0.720574,0.27644,EPL,2017
2017-08-12,Brighton,Manchester City,0.276343,1.86751,EPL,2017
2017-08-13,Newcastle United,Tottenham,0.634633,2.34418,EPL,2017
2017-08-13,Manchester United,West Ham,2.63853,0.62654,EPL,2017
2017-08-19,Swansea,Manchester United,0.304164,3.41021,EPL,2017
2017-08-19,Southampton,West Ham,2.1424,1.53269,EPL,2017
2017-08-19,Bournemouth,Watford,0.766694,2.17717,EPL,2017
2017-08-19,Burnley,West Bromwich Albion,1.37242,0.653058,EPL,2017
2017-08-19,Leicester,Brighton,1.88355,0.123075,EPL,2017
2017-08-19,Liverpool,Crystal Palace,2.84978,0.727364,EPL,2017
2017-08-19,Stoke,Arsenal,0.692644,1.40658,EPL,2017
2017-08-20,Huddersfield,Newcastle United,0.267008,0.973322,EPL,2017
2017-08-20,Tottenham,Chelsea,0.72428,0.834423,EPL,2017
2017-08-21,Manchester City,Everton,1.14216,0.59971,EPL,2017
2017-08-26,Bournemouth,Manchester City,0.415402,1.76626,EPL,2017
2017-08-26,Crystal Palace,Swansea,0.818951,0.966783,EPL,2017
2017-08-26,Newcastle United,West Ham,2.76107,0.558484,EPL,2017
2017-08-26,Watford,Brighton,0.281459,0.952357,EPL,2017
2017-08-26,Huddersfield,Southampton,1.51605,0.795911,EPL,2017
2017-08-26,Manchester United,Leicester,2.73725,0.670573,EPL,2017
2017-08-27,Chelsea,Everton,1.16991,0.326655,EPL,2017
2017-08-27,West Bromwich Albion,Stoke,0.875132,0.980905,EPL,2017
2017-08-27,Tottenham,Burnley,2.3497,0.670943,EPL,2017
