date,league,home,away,home_goals,away_goals,total_goals,actual,pred,correct,actual_over,pred_over,correct_ou,actual_btts,pred_btts,correct_btts,p_home,p_draw,p_away,p_over,p_btts
2026-01-17,Championship,Swansea,Birmingham,1,1,2,D,H,0,0,UNDER,1,1,NG,0,0.4156,0.3548,0.2296,0.4173,0.4862
2026-01-17,SerieA,Napoli,Sassuolo,1,0,1,H,H,1,0,OVER,0,0,NG,1,0.709,0.2278,0.0632,0.5342,0.4862
2026-01-17,Ligue1,Angers,Marseille,2,5,7,A,A,1,1,UNDER,0,1,NG,0,0.2032,0.2434,0.5534,0.2941,0.4862
2026-01-17,Ligue1,Toulouse,Nice,5,1,6,H,H,1,1,OVER,1,1,GG,1,0.523,0.2404,0.2366,0.6415,0.6471
2026-01-17,LaLiga,Real Madrid,Levante,2,0,2,H,H,1,0,OVER,0,0,NG,1,0.709,0.2278,0.0632,0.6607,0.3869
2026-01-17,Ligue1,Lens,Auxerre,1,0,1,H,H,1,0,OVER,0,0,NG,1,0.709,0.2278,0.0632,0.5632,0.4862
2026-01-17,PrimeiraLiga,Alverca,Moreirense,2,1,3,H,A,0,1,UNDER,0,1,NG,0,0.2281,0.288,0.4838,0.3714,0.4862
2026-01-17,PrimeiraLiga,Gil Vicente,Nacional,2,1,3,H,H,1,1,UNDER,0,1,NG,0,0.4105,0.3579,0.2316,0.3857,0.3869
2026-01-17,LeagueOne,Leyton Orient,Reading,3,1,4,H,D,0,1,OVER,1,1,GG,1,0.3065,0.3548,0.3386,0.7143,0.6071
2026-01-17,EPL,Nott'm Forest,Arsenal,0,0,0,D,A,0,0,OVER,0,0,NG,1,0.1366,0.1795,0.6839,0.5556,0.4862
2026-01-17,EPL,Tottenham,West Ham,1,2,3,A,H,0,1,UNDER,0,1,NG,0,0.4974,0.2744,0.2281,0.375,0.4862
2026-01-17,PrimeiraLiga,AVS,Arouca,0,1,1,A,A,1,0,OVER,0,0,GG,0,0.3046,0.2745,0.4209,0.5625,0.5689
2026-01-17,EPL,Liverpool,Burnley,1,1,2,D,H,0,0,OVER,0,1,NG,0,0.709,0.2278,0.0632,0.5556,0.4862
2026-01-17,EPL,Leeds,Fulham,1,0,1,H,H,1,0,OVER,0,0,GG,0,0.5891,0.2219,0.189,0.5556,0.6071
2026-01-17,EPL,Man United,Man City,2,0,2,H,A,0,0,OVER,0,0,GG,0,0.249,0.2276,0.5235,0.5556,0.6471
2026-01-17,Championship,Southampton,Hull,1,2,3,A,H,0,1,OVER,1,1,GG,1,0.4111,0.2791,0.3098,0.529,0.5689
2026-01-17,EPL,Sunderland,Crystal Palace,2,1,3,H,H,1,1,UNDER,0,1,NG,0,0.4244,0.2625,0.3131,0.0,0.4862
2026-01-17,PrimeiraLiga,Rio Ave,Benfica,0,2,2,A,A,1,0,OVER,0,0,NG,1,0.0267,0.0701,0.9032,0.6154,0.507
2026-01-17,Championship,Stoke,QPR,0,0,0,D,H,0,0,UNDER,1,0,NG,1,0.5802,0.2318,0.188,0.4173,0.507
2026-01-17,Championship,Wrexham,Norwich,1,2,3,A,H,0,1,OVER,1,1,GG,1,0.5876,0.2239,0.1885,0.6923,0.5476
2026-01-17,Championship,Watford,Millwall,0,2,2,A,H,0,0,UNDER,1,0,NG,1,0.4989,0.2752,0.2258,0.4173,0.4862
2026-01-17,Eredivisie,NAC Breda,Nijmegen,3,4,7,A,A,1,1,UNDER,0,1,GG,1,0.2991,0.223,0.4779,0.3962,0.5476
2026-01-17,SerieA,Udinese,Inter,0,1,1,A,A,1,0,OVER,0,0,NG,1,0.0,0.102,0.898,0.5419,0.507
2026-01-17,EPL,Chelsea,Brentford,2,0,2,H,H,1,0,OVER,0,0,GG,0,0.4778,0.3386,0.1835,0.5556,0.6471
2026-01-17,SerieA,Cagliari,Juventus,1,0,1,H,A,0,0,UNDER,1,0,NG,1,0.1403,0.2365,0.6232,0.4857,0.507
2026-01-17,LeagueOne,Wigan,Bolton,0,1,1,A,H,0,0,UNDER,1,0,NG,1,0.4989,0.2752,0.2258,0.1522,0.4852
2026-01-17,LeagueOne,AFC Wimbledon,Doncaster,0,1,1,A,H,0,0,UNDER,1,0,NG,1,0.4168,0.3559,0.2273,0.4286,0.3869
2026-01-17,Bundesliga,FC Koln,Mainz,2,1,3,H,H,1,1,OVER,1,1,GG,1,0.5256,0.2366,0.2378,0.6825,0.6882
2026-01-17,LaLiga,Betis,Villarreal,2,0,2,H,A,0,0,OVER,0,0,GG,0,0.3068,0.2287,0.4645,0.6607,0.6471
2026-01-17,LaLiga,Osasuna,Oviedo,3,2,5,H,H,1,1,OVER,1,1,GG,1,0.5876,0.2239,0.1885,0.6038,0.5476
2026-01-17,LeagueOne,Bradford,Cardiff,1,2,3,A,D,0,1,UNDER,0,1,NG,0,0.344,0.3983,0.2577,0.2866,0.3869
2026-01-17,LaLiga,Mallorca,Ath Bilbao,3,2,5,H,H,1,1,UNDER,0,1,NG,0,0.3719,0.3369,0.2912,0.3704,0.4862
2026-01-17,GreekSL,Panserraikos,Kifisia,2,1,3,H,A,0,1,UNDER,0,1,NG,0,0.1881,0.2253,0.5866,0.4792,0.3869
2026-01-17,Bundesliga,Hamburg,M'gladbach,0,0,0,D,H,0,0,UNDER,1,0,NG,1,0.4105,0.3579,0.2316,0.2857,0.507
2026-01-17,LeagueOne,Stockport,Rotherham,3,2,5,H,H,1,1,UNDER,0,1,NG,0,0.5227,0.2823,0.1949,0.3448,0.3869
2026-01-17,LeagueOne,Burton,Huddersfield,3,1,4,H,A,0,1,OVER,1,1,GG,1,0.3078,0.2774,0.4148,0.5962,0.5476
2026-01-17,Eredivisie,For Sittard,PSV Eindhoven,1,2,3,A,A,1,1,OVER,1,1,GG,1,0.137,0.0982,0.7648,0.5714,0.5476
2026-01-17,Eredivisie,Excelsior,Telstar,2,2,4,D,D,1,1,UNDER,0,1,NG,0,0.344,0.3983,0.2577,0.3333,0.3869
2026-01-17,LeagueOne,Peterboro,Plymouth,0,1,1,A,H,0,0,OVER,0,0,GG,0,0.451,0.2998,0.2492,0.7143,0.6471
2026-01-17,Bundesliga,Hoffenheim,Leverkusen,1,0,1,H,H,1,0,OVER,0,0,GG,0,0.488,0.2171,0.2949,0.7647,0.6882
2026-01-17,Bundesliga,Wolfsburg,Heidenheim,1,1,2,D,H,0,0,OVER,0,1,GG,1,0.488,0.2171,0.2949,0.5333,0.6471
2026-01-17,Bundesliga,RB Leipzig,Bayern Munich,1,5,6,A,A,1,1,OVER,1,1,NG,0,0.2269,0.2343,0.5388,0.6,0.507
2026-01-17,LeagueOne,Barnsley,Blackpool,2,1,3,H,H,1,1,OVER,1,1,GG,1,0.5256,0.2366,0.2378,0.7143,0.6471
2026-01-17,LeagueOne,Mansfield,Port Vale,3,0,3,H,H,1,1,OVER,1,0,NG,1,0.5303,0.2687,0.201,0.5094,0.4862
2026-01-17,LeagueOne,Northampton,Wycombe,1,2,3,A,D,0,1,UNDER,0,1,NG,0,0.3166,0.3665,0.3168,0.3448,0.4862
2026-01-17,Eredivisie,Ajax,Go Ahead Eagles,2,2,4,D,H,0,1,OVER,1,1,NG,0,0.5891,0.2219,0.189,0.5569,0.507
2026-01-17,Eredivisie,Zwolle,AZ Alkmaar,3,1,4,H,A,0,1,UNDER,0,1,NG,0,0.2187,0.3547,0.4266,0.3962,0.4862
2026-01-17,Bundesliga,Dortmund,St Pauli,3,2,5,H,H,1,1,UNDER,0,1,NG,0,0.709,0.2278,0.0632,0.2857,0.0
2026-01-17,LeagueOne,Luton,Lincoln,2,2,4,D,D,1,1,UNDER,0,1,NG,0,0.3065,0.3548,0.3386,0.4286,0.3869
2026-01-18,GreekSL,AEK,Panathinaikos,4,0,4,H,H,1,1,UNDER,0,0,NG,1,0.4797,0.3399,0.1803,0.4792,0.4795
2026-01-18,LaLiga,Sociedad,Barcelona,2,1,3,H,A,0,1,OVER,1,1,GG,1,0.1488,0.1066,0.7446,0.6607,0.6071
2026-01-18,LaLiga,Celta,Vallecano,3,0,3,H,H,1,1,UNDER,0,0,NG,1,0.4224,0.2659,0.3117,0.4043,0.507
2026-01-18,LaLiga,Ath Madrid,Alaves,1,0,1,H,H,1,0,OVER,0,0,NG,1,0.7615,0.1772,0.0613,0.6038,0.4795
2026-01-18,Eredivisie,Heracles,Twente,0,2,2,A,A,1,0,OVER,0,0,GG,0,0.1915,0.1819,0.6266,0.7778,0.6882
2026-01-18,Eredivisie,Heerenveen,Groningen,0,2,2,A,H,0,0,OVER,0,0,GG,0,0.4332,0.3224,0.2444,0.5569,0.6071
2026-01-18,EPL,Aston Villa,Everton,0,1,1,A,H,0,0,UNDER,1,0,NG,1,0.5649,0.253,0.1821,0.0,0.4862
2026-01-18,Bundesliga,Stuttgart,Union Berlin,1,1,2,D,H,0,0,UNDER,1,1,NG,0,0.4105,0.3579,0.2316,0.1371,0.507
2026-01-18,EPL,Wolves,Newcastle,0,0,0,D,A,0,0,OVER,0,0,NG,1,0.1879,0.1976,0.6145,0.5556,0.507
2026-01-18,GreekSL,PAOK,OFI Crete,3,0,3,H,H,1,1,OVER,1,0,NG,1,0.8928,0.071,0.0361,0.625,0.3869
2026-01-18,SerieA,Parma,Genoa,0,0,0,D,A,0,0,UNDER,1,0,GG,0,0.3199,0.2883,0.3917,0.4857,0.5689
2026-01-18,SerieA,Bologna,Fiorentina,1,2,3,A,H,0,1,UNDER,0,1,NG,0,0.4459,0.3078,0.2463,0.4857,0.507
2026-01-18,GreekSL,Larisa,Aris,1,0,1,H,A,0,0,UNDER,1,0,NG,1,0.1994,0.2887,0.5119,0.2,0.4386
2026-01-18,Eredivisie,Volendam,Utrecht,2,1,3,H,A,0,1,OVER,1,1,GG,1,0.3068,0.2287,0.4645,0.5569,0.5435
2026-01-18,Ligue1,Nantes,Paris FC,1,2,3,A,A,1,1,OVER,1,1,GG,1,0.3199,0.2883,0.3917,0.5632,0.5435
2026-01-18,SerieA,Milan,Lecce,1,0,1,H,H,1,0,UNDER,1,0,NG,1,0.709,0.2278,0.0632,0.4857,0.3869
2026-01-18,Ligue1,Rennes,Le Havre,1,1,2,D,H,0,0,OVER,0,1,GG,1,0.6742,0.2177,0.108,0.5632,0.5476
2026-01-18,PrimeiraLiga,Guimaraes,Porto,0,1,1,A,A,1,0,UNDER,1,0,NG,1,0.1286,0.2315,0.6399,0.463,0.4862
2026-01-18,PrimeiraLiga,Tondela,Sp Braga,0,1,1,A,A,1,0,OVER,0,0,GG,0,0.1286,0.2315,0.6399,0.6111,0.5476
2026-01-18,PrimeiraLiga,Santa Clara,Famalicao,0,1,1,A,A,1,0,UNDER,1,0,NG,1,0.2957,0.3423,0.362,0.3529,0.3869
2026-01-18,Ligue1,Strasbourg,Metz,2,1,3,H,H,1,1,OVER,1,1,NG,0,0.709,0.2278,0.0632,0.6739,0.507
2026-01-18,Bundesliga,Augsburg,Freiburg,2,2,4,D,A,0,1,OVER,1,1,GG,1,0.3054,0.2324,0.4623,0.5094,0.5689
2026-01-18,Eredivisie,Feyenoord,Sparta Rotterdam,3,4,7,A,H,0,1,OVER,1,1,GG,1,0.6742,0.2177,0.108,0.5714,0.5689
2026-01-18,LaLiga,Getafe,Valencia,0,1,1,A,H,0,0,UNDER,1,0,NG,1,0.4156,0.3548,0.2296,0.4043,0.4862
2026-01-18,Ligue1,Lyon,Brest,2,1,3,H,H,1,1,OVER,1,1,GG,1,0.63,0.2401,0.1298,0.5632,0.5476
2026-01-18,SerieA,Torino,Roma,0,2,2,A,A,1,0,UNDER,1,0,GG,0,0.1403,0.2365,0.6232,0.4857,0.5476
2026-01-19,PrimeiraLiga,Estrela,Estoril,0,5,5,A,H,0,1,OVER,1,0,GG,0,0.5256,0.2366,0.2378,0.6154,0.6882
2026-01-19,SerieA,Cremonese,Verona,0,0,0,D,H,0,0,OVER,0,0,NG,1,0.5439,0.25,0.2061,0.5342,0.507
2026-01-19,SerieA,Lazio,Como,0,3,3,A,A,1,1,UNDER,0,0,NG,1,0.3327,0.2998,0.3675,0.3188,0.4862
2026-01-19,GreekSL,Volos NFC,Atromitos,0,3,3,A,H,0,1,UNDER,0,0,NG,1,0.4105,0.3579,0.2316,0.3333,0.3869
2026-01-19,LaLiga,Elche,Sevilla,2,2,4,D,H,0,1,UNDER,0,1,NG,0,0.5104,0.2586,0.231,0.4186,0.507
2026-01-19,EPL,Brighton,Bournemouth,1,1,2,D,H,0,0,OVER,0,1,GG,1,0.5909,0.2226,0.1865,0.6667,0.75
2026-01-19,GreekSL,Panetolikos,Levadeiakos,1,3,4,A,A,1,1,OVER,1,1,NG,0,0.1517,0.2254,0.6229,0.625,0.4862
2026-01-20,Championship,Charlton,Derby,1,2,3,A,A,1,1,UNDER,0,1,NG,0,0.3085,0.2759,0.4157,0.3867,0.4862
2026-01-20,Championship,Sheffield Weds,Birmingham,0,2,2,A,A,1,0,UNDER,1,0,NG,1,0.2006,0.2844,0.515,0.3867,0.3869
2026-01-20,Championship,West Brom,Norwich,0,5,5,A,H,0,1,UNDER,0,0,GG,0,0.523,0.2404,0.2366,0.4173,0.5689
2026-01-20,Championship,Wrexham,Leicester,1,1,2,D,H,0,0,OVER,0,1,GG,1,0.5684,0.2167,0.2149,1.0,0.6471
2026-01-20,LeagueOne,Stevenage,Bolton,0,0,0,D,H,0,0,UNDER,1,0,NG,1,0.4937,0.2829,0.2235,0.3158,0.4862
2026-01-20,Championship,Preston,Hull,0,3,3,A,H,0,1,UNDER,0,0,GG,0,0.4111,0.2791,0.3098,0.4173,0.5689
2026-01-20,Championship,Oxford,QPR,0,0,0,D,A,0,0,UNDER,1,0,NG,1,0.3199,0.2883,0.3917,0.3867,0.4862
2026-01-20,Championship,Swansea,Blackburn,3,1,4,H,H,1,1,UNDER,0,1,NG,0,0.3982,0.2703,0.3314,0.3867,0.4795
2026-01-20,Championship,Ipswich,Bristol City,2,0,2,H,H,1,0,UNDER,1,0,NG,1,0.5812,0.2274,0.1914,0.4,0.4862
2026-01-20,Championship,Coventry,Millwall,2,1,3,H,H,1,1,UNDER,0,1,NG,0,0.5216,0.2839,0.1945,0.4173,0.507
2026-01-21,Championship,Southampton,Sheffield United,1,0,1,H,H,1,0,OVER,0,0,GG,0,0.5104,0.2586,0.231,0.529,0.6882
2026-01-21,Championship,Watford,Portsmouth,1,1,2,D,H,0,0,UNDER,1,1,NG,0,0.5915,0.2228,0.1857,0.4173,0.4862
2026-01-21,Championship,Stoke,Middlesbrough,1,2,3,A,H,0,1,UNDER,0,1,NG,0,0.4162,0.2766,0.3071,0.3867,0.4862
2026-01-21,Eredivisie,AZ Alkmaar,Excelsior,1,1,2,D,H,0,0,OVER,0,1,GG,1,0.6753,0.217,0.1077,0.7245,0.6071
2026-01-22,LeagueOne,Lincoln,Burton,2,1,3,H,H,1,1,OVER,1,1,NG,0,0.5876,0.2239,0.1885,0.7143,0.507
2026-01-23,Bundesliga,St Pauli,Hamburg,0,0,0,D,H,0,0,UNDER,1,0,NG,1,0.4282,0.2907,0.2811,0.0,0.4862
2026-01-23,SerieA,Inter,Pisa,6,2,8,H,H,1,1,OVER,1,1,NG,0,0.9269,0.0731,0.0,1.0,0.507
2026-01-23,Championship,Derby,West Brom,1,1,2,D,H,0,0,UNDER,1,1,NG,0,0.4458,0.3026,0.2516,0.4173,0.507
2026-01-23,Ligue1,Auxerre,Paris SG,0,1,1,A,A,1,0,OVER,0,0,NG,1,0.1286,0.2315,0.6399,0.5632,0.507
2026-01-23,PrimeiraLiga,Casa Pia,AVS,3,3,6,D,H,0,1,OVER,1,1,NG,0,0.536,0.2609,0.2031,0.6111,0.507
2026-01-23,LaLiga,Levante,Elche,3,2,5,H,A,0,1,OVER,1,1,GG,1,0.3054,0.2324,0.4623,0.6038,0.6071
2026-01-24,LaLiga,Vallecano,Osasuna,1,3,4,A,H,0,1,UNDER,0,1,NG,0,0.4283,0.3735,0.1981,0.3704,0.4795
2026-01-24,Championship,Birmingham,Stoke,1,1,2,D,H,0,0,UNDER,1,1,NG,0,0.4213,0.3596,0.2191,0.3846,0.4862
2026-01-24,LeagueOne,Reading,Barnsley,2,2,4,D,H,0,1,UNDER,0,1,NG,0,0.4111,0.2791,0.3098,0.4286,0.507
2026-01-24,LeagueOne,Wycombe,Peterboro,0,2,2,A,H,0,0,OVER,0,0,GG,0,0.5558,0.2216,0.2227,0.7143,0.5689
2026-01-24,LeagueOne,Stevenage,Mansfield,1,1,2,D,H,0,0,UNDER,1,1,NG,0,0.4156,0.3548,0.2296,0.3448,0.4862
2026-01-24,Championship,Middlesbrough,Preston,4,0,4,H,H,1,1,UNDER,0,0,NG,1,0.4111,0.2791,0.3098,0.3867,0.3869
2026-01-24,Championship,Millwall,Charlton,4,0,4,H,H,1,1,UNDER,0,0,NG,1,0.451,0.2998,0.2492,0.3867,0.3869
2026-01-24,LeagueOne,Doncaster,Wigan,3,3,6,D,A,0,1,UNDER,0,1,NG,0,0.3,0.3473,0.3527,0.4286,0.507
2026-01-24,EPL,Bournemouth,Liverpool,3,2,5,H,A,0,1,OVER,1,1,GG,1,0.3217,0.2448,0.4335,0.5556,0.6071
2026-01-24,Championship,Sheffield United,Ipswich,3,1,4,H,A,0,1,UNDER,0,1,NG,0,0.2255,0.2696,0.5049,0.3867,0.4862
2026-01-24,LeagueOne,Rotherham,AFC Wimbledon,1,1,2,D,H,0,0,OVER,0,1,GG,1,0.4026,0.2261,0.3713,0.7143,0.6071
2026-01-24,Championship,Bristol City,Sheffield Weds,2,0,2,H,H,1,0,OVER,0,0,NG,1,0.5909,0.2226,0.1865,0.529,0.507
2026-01-24,LaLiga,Sevilla,Ath Bilbao,2,1,3,H,D,0,1,OVER,1,1,GG,1,0.3065,0.3548,0.3386,0.5714,0.6071
2026-01-24,Eredivisie,PSV Eindhoven,NAC Breda,2,2,4,D,H,0,1,OVER,1,1,NG,0,0.9269,0.0731,0.0,0.7778,0.507
2026-01-24,LaLiga,Valencia,Espanol,3,2,5,H,A,0,1,UNDER,0,1,NG,0,0.325,0.2929,0.3821,0.3704,0.4795
2026-01-24,Eredivisie,Twente,Excelsior,0,0,0,D,H,0,0,OVER,0,0,GG,0,0.623,0.2056,0.1714,0.5569,0.5476
2026-01-24,SerieA,Como,Torino,6,0,6,H,H,1,1,UNDER,0,0,NG,1,0.5082,0.3033,0.1885,0.4857,0.4862
2026-01-24,SerieA,Fiorentina,Cagliari,1,2,3,A,H,0,1,OVER,1,1,GG,1,0.4974,0.2744,0.2281,0.5342,0.6071
2026-01-24,Ligue1,Rennes,Lorient,0,2,2,A,H,0,0,UNDER,1,0,NG,1,0.5899,0.2248,0.1852,0.475,0.507
2026-01-24,GreekSL,Asteras Tripolis,AEK,0,1,1,A,A,1,0,OVER,0,0,NG,1,0.1286,0.2315,0.6399,0.625,0.4795
2026-01-24,GreekSL,Olympiakos,Volos NFC,1,0,1,H,H,1,0,OVER,0,0,NG,1,0.922,0.0734,0.0046,0.625,0.3869
2026-01-24,Eredivisie,Ajax,Volendam,2,0,2,H,H,1,0,OVER,0,0,NG,1,0.6768,0.2175,0.1057,0.5569,0.4576
2026-01-24,PrimeiraLiga,Arouca,Sp Lisbon,1,2,3,A,A,1,1,OVER,1,1,NG,0,0.1311,0.0939,0.7749,0.8148,0.507
2026-01-24,LeagueOne,Port Vale,Exeter,1,3,4,A,D,0,1,UNDER,0,1,NG,0,0.3065,0.3548,0.3386,0.3448,0.3869
2026-01-24,Eredivisie,Nijmegen,Zwolle,2,1,3,H,H,1,1,OVER,1,1,GG,1,0.692,0.1977,0.1104,0.7778,0.6071
2026-01-24,LaLiga,Villarreal,Real Madrid,0,2,2,A,A,1,0,OVER,0,0,GG,0,0.3117,0.2809,0.4074,0.625,0.5476
2026-01-24,Ligue1,Le Havre,Monaco,0,0,0,D,H,0,0,UNDER,1,0,NG,1,0.4111,0.2791,0.3098,0.3333,0.507
2026-01-24,Championship,QPR,Wrexham,2,3,5,A,H,0,1,UNDER,0,1,NG,0,0.3892,0.2744,0.3364,0.4173,0.507
2026-01-24,LeagueOne,Bolton,Leyton Orient,2,1,3,H,H,1,1,OVER,1,1,GG,1,0.5899,0.2248,0.1852,0.7143,0.5689
2026-01-24,GreekSL,Larisa,Panserraikos,1,0,1,H,H,1,0,UNDER,1,0,NG,1,0.5893,0.2246,0.186,0.4792,0.3869
2026-01-24,Championship,Blackburn,Watford,1,1,2,D,A,0,0,UNDER,1,1,NG,0,0.2559,0.2367,0.5074,0.4173,0.507
2026-01-24,Championship,Hull,Swansea,2,1,3,H,H,1,1,UNDER,0,1,NG,0,0.4105,0.3579,0.2316,0.3867,0.4862
2026-01-24,PrimeiraLiga,Moreirense,Santa Clara,1,0,1,H,H,1,0,UNDER,1,0,NG,1,0.5023,0.2734,0.2243,0.3857,0.507
2026-01-24,EPL,Burnley,Tottenham,2,2,4,D,A,0,1,OVER,1,1,NG,0,0.1886,0.2232,0.5882,0.5556,0.4862
2026-01-24,EPL,Fulham,Brighton,2,1,3,H,H,1,1,OVER,1,1,GG,1,0.4986,0.2728,0.2285,0.5556,0.6071
2026-01-24,PrimeiraLiga,Estoril,Guimaraes,4,2,6,H,H,1,1,UNDER,0,1,NG,0,0.4156,0.3548,0.2296,0.3857,0.4862
2026-01-24,EPL,Man City,Wolves,2,0,2,H,H,1,0,OVER,0,0,NG,1,0.8731,0.0916,0.0353,0.5556,0.3869
2026-01-24,EPL,West Ham,Sunderland,3,1,4,H,H,1,1,UNDER,0,1,NG,0,0.3504,0.3484,0.3012,0.0,0.4862
2026-01-24,Championship,Leicester,Oxford,1,2,3,A,H,0,1,UNDER,0,1,NG,0,0.4989,0.2752,0.2258,0.3867,0.4862
2026-01-24,LeagueOne,Blackpool,Northampton,2,0,2,H,H,1,0,OVER,0,0,NG,1,0.4985,0.2729,0.2286,0.5094,0.507
2026-01-24,Ligue1,Marseille,Lens,3,1,4,H,A,0,1,OVER,1,1,GG,1,0.2853,0.3303,0.3844,0.6414,0.6471
2026-01-24,SerieA,Lecce,Lazio,0,0,0,D,A,0,0,UNDER,1,0,NG,1,0.2853,0.3303,0.3844,0.3188,0.3869
2026-01-24,Bundesliga,Union Berlin,Dortmund,0,3,3,A,A,1,1,OVER,1,0,NG,1,0.1886,0.2232,0.5882,0.5333,0.507
2026-01-24,Bundesliga,Mainz,Wolfsburg,3,1,4,H,D,0,1,UNDER,0,1,NG,0,0.3065,0.3548,0.3386,0.2857,0.507
2026-01-24,Bundesliga,Heidenheim,RB Leipzig,0,3,3,A,A,1,1,OVER,1,0,GG,0,0.1886,0.2232,0.5882,0.6825,0.6071
2026-01-24,Bundesliga,Leverkusen,Werder Bremen,1,0,1,H,H,1,0,OVER,0,0,GG,0,0.6318,0.238,0.1302,0.6889,0.5476
2026-01-24,Bundesliga,Ein Frankfurt,Hoffenheim,1,3,4,A,A,1,1,OVER,1,1,GG,1,0.3078,0.2774,0.4148,0.6825,0.6071
2026-01-24,Bundesliga,Bayern Munich,Augsburg,1,2,3,A,H,0,1,OVER,1,1,NG,0,0.8928,0.071,0.0361,0.8667,0.4862
2026-01-24,LeagueOne,Plymouth,Luton,1,0,1,H,A,0,0,OVER,0,0,GG,0,0.3054,0.2324,0.4623,0.5962,0.6471
2026-01-24,LeagueOne,Huddersfield,Bradford,1,0,1,H,H,1,0,OVER,0,0,GG,0,0.5256,0.2366,0.2378,0.5962,0.5476
2026-01-24,LeagueOne,Cardiff,Stockport,1,1,2,D,H,0,0,OVER,0,1,GG,1,0.4834,0.2206,0.2961,0.7143,0.6071
2026-01-25,EPL,Arsenal,Man United,2,3,5,A,H,0,1,OVER,1,1,GG,1,0.709,0.2278,0.0632,0.5556,0.5689
2026-01-25,Ligue1,Brest,Toulouse,0,2,2,A,A,1,0,UNDER,1,0,NG,1,0.3,0.3473,0.3527,0.1772,0.4862
2026-01-25,Eredivisie,Feyenoord,Heracles,4,2,6,H,H,1,1,OVER,1,1,NG,0,0.8675,0.069,0.0635,0.7778,0.507
2026-01-25,Eredivisie,Utrecht,Sparta Rotterdam,0,1,1,A,H,0,0,OVER,0,0,GG,0,0.5866,0.2282,0.1852,0.5569,0.5689
2026-01-25,GreekSL,OFI Crete,Panetolikos,1,0,1,H,H,1,0,UNDER,1,0,NG,1,0.5104,0.2816,0.208,0.4783,0.4862
2026-01-25,SerieA,Roma,Milan,1,1,2,D,A,0,0,UNDER,1,1,NG,0,0.2957,0.3423,0.362,0.3188,0.4795
2026-01-25,Ligue1,Lille,Strasbourg,1,4,5,A,H,0,1,OVER,1,1,GG,1,0.5893,0.2246,0.186,0.5632,0.5476
2026-01-25,Bundesliga,M'gladbach,Stuttgart,0,3,3,A,A,1,1,OVER,1,0,GG,0,0.1915,0.1819,0.6266,0.8153,0.6882
2026-01-25,GreekSL,Atromitos,Panathinaikos,0,0,0,D,A,0,0,UNDER,1,0,NG,1,0.2281,0.288,0.4838,0.4792,0.507
2026-01-25,EPL,Crystal Palace,Chelsea,1,3,4,A,A,1,1,UNDER,0,1,NG,0,0.2991,0.223,0.4779,0.4884,0.507
2026-01-25,Ligue1,Paris FC,Angers,0,0,0,D,H,0,0,UNDER,1,0,NG,1,0.4013,0.3635,0.2352,0.2941,0.507
2026-01-25,Bundesliga,Freiburg,FC Koln,2,1,3,H,H,1,1,OVER,1,1,GG,1,0.5104,0.2586,0.231,0.5333,0.5689
2026-01-25,Ligue1,Metz,Lyon,2,5,7,A,A,1,1,UNDER,0,1,NG,0,0.1994,0.2887,0.5119,0.2941,0.4795
2026-01-25,EPL,Newcastle,Aston Villa,0,2,2,A,H,0,0,OVER,0,0,GG,0,0.4229,0.2325,0.3446,0.6667,0.6882
2026-01-25,Championship,Portsmouth,Southampton,1,1,2,D,H,0,0,UNDER,1,1,GG,1,0.381,0.2686,0.3504,0.4173,0.5476
2026-01-25,SerieA,Sassuolo,Cremonese,1,0,1,H,H,1,0,UNDER,1,0,NG,1,0.451,0.2998,0.2492,0.3188,0.507
2026-01-25,PrimeiraLiga,Famalicao,Tondela,3,0,3,H,H,1,1,UNDER,0,0,NG,1,0.6677,0.223,0.1094,0.463,0.4862
2026-01-25,SerieA,Juventus,Napoli,3,0,3,H,H,1,1,UNDER,0,0,NG,1,0.4384,0.3194,0.2422,0.3188,0.4862
2026-01-25,SerieA,Atalanta,Parma,4,0,4,H,H,1,1,UNDER,0,0,NG,1,0.5999,0.2764,0.1236,0.0,0.3869
2026-01-25,GreekSL,Aris,Levadeiakos,2,2,4,D,D,1,1,UNDER,0,1,NG,0,0.3065,0.3548,0.3386,0.3333,0.3869
2026-01-25,EPL,Brentford,Nott'm Forest,0,2,2,A,H,0,0,OVER,0,0,NG,1,0.63,0.2401,0.1298,0.5556,0.507
2026-01-25,LaLiga,Ath Madrid,Mallorca,3,0,3,H,H,1,1,OVER,1,0,NG,1,0.709,0.2278,0.0632,0.6607,0.4862
2026-01-25,Eredivisie,Groningen,For Sittard,1,2,3,A,H,0,1,UNDER,0,1,NG,0,0.5802,0.2318,0.188,0.3962,0.507
2026-01-25,PrimeiraLiga,Sp Braga,Alverca,5,0,5,H,H,1,1,OVER,1,0,NG,1,0.709,0.2278,0.0632,0.615,0.507
2026-01-25,LaLiga,Sociedad,Celta,3,1,4,H,A,0,1,UNDER,0,1,GG,1,0.2335,0.2438,0.5227,0.4186,0.5435
2026-01-25,PrimeiraLiga,Benfica,Estrela,4,0,4,H,H,1,1,OVER,1,0,NG,1,0.8731,0.0916,0.0353,0.8148,0.4862
2026-01-25,PrimeiraLiga,Nacional,Rio Ave,4,0,4,H,A,0,1,OVER,1,0,GG,0,0.3068,0.2287,0.4645,0.8148,0.75
