date,league,home,away,home_goals,away_goals,total_goals,actual,pred,correct,actual_over,pred_over,correct_ou,actual_btts,pred_btts,correct_btts,p_home,p_draw,p_away,p_over,p_btts
2025-10-04,SerieA,Atalanta,Como,1,1,2,D,H,0,0,OVER,0,1,GG,1,0.4985,0.2729,0.2286,0.5342,0.5689
2025-10-04,SerieA,Inter,Cremonese,4,1,5,H,H,1,1,OVER,1,1,NG,0,0.7472,0.1926,0.0601,0.625,0.4862
2025-10-04,Eredivisie,Heerenveen,Excelsior,2,1,3,H,H,1,1,OVER,1,1,GG,1,0.5899,0.2248,0.1852,0.5569,0.6071
2025-10-04,PrimeiraLiga,Guimaraes,Santa Clara,2,1,3,H,H,1,1,UNDER,0,1,NG,0,0.4013,0.3635,0.2352,0.3529,0.4862
2025-10-04,Championship,Bristol City,QPR,1,2,3,A,H,0,1,OVER,1,1,GG,1,0.5199,0.283,0.197,0.529,0.5689
2025-10-04,Championship,Watford,Oxford,2,1,3,H,H,1,1,UNDER,0,1,GG,1,0.4458,0.3026,0.2516,0.4173,0.5476
2025-10-04,Championship,Millwall,West Brom,3,0,3,H,H,1,1,UNDER,0,0,NG,1,0.3865,0.2581,0.3554,0.3867,0.507
2025-10-04,Championship,Portsmouth,Middlesbrough,1,0,1,H,A,0,0,UNDER,1,0,NG,1,0.3068,0.2287,0.4645,0.4173,0.4862
2025-10-04,Championship,Preston,Charlton,2,0,2,H,H,1,0,UNDER,1,0,NG,1,0.4019,0.2834,0.3147,0.3867,0.507
2025-10-04,Championship,Swansea,Leicester,1,3,4,A,A,1,1,UNDER,0,1,NG,0,0.3124,0.2666,0.421,0.4173,0.507
2025-10-04,Eredivisie,For Sittard,Volendam,1,0,1,H,H,1,0,OVER,0,0,GG,0,0.5196,0.2421,0.2383,0.5569,0.5476
2025-10-04,Championship,Sheffield Weds,Coventry,0,5,5,A,A,1,1,OVER,1,0,NG,1,0.1886,0.2232,0.5882,0.6923,0.507
2025-10-04,Eredivisie,Zwolle,PSV Eindhoven,0,4,4,A,A,1,1,OVER,1,0,NG,1,0.1342,0.1939,0.6718,0.7778,0.507
2025-10-04,LeagueOne,Stevenage,Luton,2,0,2,H,H,1,0,UNDER,1,0,NG,1,0.4156,0.3548,0.2296,0.4286,0.507
2025-10-04,EPL,Arsenal,West Ham,2,0,2,H,H,1,0,OVER,0,0,NG,1,0.7615,0.1772,0.0613,0.5556,0.4862
2025-10-04,LeagueOne,Wycombe,Barnsley,2,2,4,D,H,0,1,OVER,1,1,GG,1,0.4111,0.2791,0.3098,0.5962,0.5689
2025-10-04,LaLiga,Girona,Valencia,2,1,3,H,D,0,1,UNDER,0,1,GG,1,0.3065,0.3548,0.3386,0.4186,0.5435
2025-10-04,LaLiga,Ath Bilbao,Mallorca,2,1,3,H,H,1,1,UNDER,0,1,NG,0,0.5216,0.2839,0.1945,0.4043,0.4862
2025-10-04,LaLiga,Real Madrid,Villarreal,3,1,4,H,H,1,1,OVER,1,1,GG,1,0.5713,0.2493,0.1794,0.6607,0.5689
2025-10-04,LeagueOne,Cardiff,Leyton Orient,4,3,7,H,H,1,1,OVER,1,1,GG,1,0.5893,0.2246,0.186,0.7143,0.6071
2025-10-04,Bundesliga,Leverkusen,Union Berlin,2,0,2,H,H,1,0,OVER,0,0,NG,1,0.6269,0.2439,0.1292,0.5333,0.507
2025-10-04,Bundesliga,Dortmund,RB Leipzig,1,1,2,D,H,0,0,OVER,0,1,GG,1,0.5172,0.2518,0.231,0.6889,0.5689
2025-10-04,Bundesliga,Augsburg,Wolfsburg,3,1,4,H,A,0,1,OVER,1,1,GG,1,0.3046,0.2745,0.4209,0.5333,0.6471
2025-10-04,LaLiga,Oviedo,Levante,0,2,2,A,H,0,0,UNDER,1,0,NG,1,0.3719,0.3369,0.2912,0.4186,0.4862
2025-10-04,LeagueOne,Bolton,Peterboro,2,1,3,H,H,1,1,OVER,1,1,NG,0,0.6642,0.2171,0.1187,0.7143,0.507
2025-10-04,Bundesliga,Werder Bremen,St Pauli,1,0,1,H,H,1,0,OVER,0,0,NG,1,0.3892,0.2744,0.3364,0.5094,0.507
2025-10-04,Bundesliga,Ein Frankfurt,Bayern Munich,0,3,3,A,A,1,1,OVER,1,0,GG,0,0.1563,0.2321,0.6116,0.6889,0.5689
2025-10-04,LeagueOne,Plymouth,Wigan,1,1,2,D,A,0,0,OVER,0,1,GG,1,0.325,0.2929,0.3821,0.5094,0.5476
2025-10-04,LeagueOne,Reading,Mansfield,1,1,2,D,H,0,0,OVER,0,1,NG,0,0.4005,0.2662,0.3333,0.5714,0.507
2025-10-04,GreekSL,Larisa,Volos NFC,2,5,7,A,H,0,1,UNDER,0,1,NG,0,0.4111,0.2791,0.3098,0.4783,0.4862
2025-10-04,GreekSL,Panserraikos,Asteras Tripolis,2,1,3,H,A,0,1,UNDER,0,1,NG,0,0.3078,0.2774,0.4148,0.4792,0.4862
2025-10-04,GreekSL,OFI Crete,Aris,3,0,3,H,A,0,1,UNDER,0,0,NG,1,0.2547,0.2404,0.5049,0.4792,0.507
2025-10-04,EPL,Chelsea,Liverpool,2,1,3,H,A,0,1,OVER,1,1,GG,1,0.3233,0.241,0.4357,0.5556,0.6471
2025-10-04,EPL,Man United,Sunderland,2,0,2,H,H,1,0,UNDER,1,0,GG,0,0.6377,0.2431,0.1192,0.4884,0.5689
2025-10-04,LeagueOne,Port Vale,Northampton,0,0,0,D,H,0,0,OVER,0,0,NG,1,0.5166,0.285,0.1984,0.5,0.507
2025-10-04,LeagueOne,Lincoln,Exeter,0,1,1,A,H,0,0,OVER,0,0,NG,1,0.5909,0.2226,0.1865,0.5962,0.4862
2025-10-04,LeagueOne,Huddersfield,Stockport,1,2,3,A,A,1,1,OVER,1,1,GG,1,0.3138,0.2633,0.4229,0.5094,0.5476
2025-10-04,EPL,Leeds,Tottenham,1,2,3,A,A,1,1,OVER,1,1,GG,1,0.3881,0.2179,0.3939,0.5556,0.5476
2025-10-04,LeagueOne,Doncaster,Burton,1,1,2,D,H,0,0,OVER,0,1,NG,0,0.523,0.2404,0.2366,0.5094,0.507
2025-10-05,SerieA,Udinese,Cagliari,1,1,2,D,H,0,0,UNDER,1,1,NG,0,0.4105,0.3579,0.2316,0.3188,0.507
2025-10-05,LaLiga,Celta,Ath Madrid,1,1,2,D,A,0,0,OVER,0,1,NG,0,0.1362,0.2295,0.6343,0.625,0.507
2025-10-05,GreekSL,Kifisia,AEK,2,3,5,A,A,1,1,UNDER,0,1,NG,0,0.1286,0.2315,0.6399,0.4792,0.507
2025-10-05,GreekSL,Levadeiakos,Panetolikos,6,0,6,H,H,1,1,UNDER,0,0,NG,1,0.523,0.2404,0.2366,0.4792,0.507
2025-10-05,GreekSL,PAOK,Olympiakos,2,1,3,H,A,0,1,UNDER,0,1,NG,0,0.2281,0.288,0.4838,0.4792,0.507
2025-10-05,Bundesliga,Stuttgart,Heidenheim,1,0,1,H,H,1,0,OVER,0,0,GG,0,0.5891,0.2219,0.189,0.6825,0.5689
2025-10-05,Championship,Ipswich,Norwich,3,1,4,H,H,1,1,OVER,1,1,GG,1,0.5893,0.2246,0.186,0.529,0.6071
2025-10-05,LaLiga,Alaves,Elche,3,1,4,H,H,1,1,UNDER,0,1,NG,0,0.4105,0.3579,0.2316,0.3704,0.4795
2025-10-05,SerieA,Napoli,Genoa,2,1,3,H,H,1,1,UNDER,0,1,NG,0,0.7058,0.2306,0.0637,0.4857,0.4795
2025-10-05,LaLiga,Espanol,Betis,1,2,3,A,A,1,1,OVER,1,1,GG,1,0.3078,0.2774,0.4148,0.5,0.5435
2025-10-05,LaLiga,Sevilla,Barcelona,4,1,5,H,A,0,1,OVER,1,1,GG,1,0.1315,0.2105,0.6581,0.6607,0.5435
2025-10-05,Ligue1,Monaco,Nice,2,2,4,D,H,0,1,OVER,1,1,GG,1,0.5876,0.2239,0.1885,0.6415,0.6882
2025-10-05,Ligue1,Strasbourg,Angers,5,0,5,H,H,1,1,UNDER,0,0,NG,1,0.5211,0.2815,0.1975,0.4444,0.4862
2025-10-05,SerieA,Bologna,Pisa,4,0,4,H,H,1,1,UNDER,0,0,NG,1,0.6088,0.2657,0.1255,0.4857,0.507
2025-10-05,Ligue1,Lille,Paris SG,1,1,2,D,A,0,0,OVER,0,1,GG,1,0.1881,0.2253,0.5866,0.6364,0.5689
2025-10-05,Bundesliga,M'gladbach,Freiburg,0,0,0,D,H,0,0,OVER,0,0,GG,0,0.3892,0.2744,0.3364,0.6,0.6882
2025-10-05,SerieA,Juventus,Milan,0,0,0,D,H,0,0,UNDER,1,0,GG,0,0.3982,0.2703,0.3314,0.4857,0.5476
2025-10-05,GreekSL,Panathinaikos,Atromitos,1,0,1,H,H,1,0,UNDER,1,0,NG,1,0.5899,0.2248,0.1852,0.4792,0.4862
2025-10-05,PrimeiraLiga,Rio Ave,Tondela,3,0,3,H,A,0,1,OVER,1,0,GG,0,0.325,0.2929,0.3821,0.5625,0.5689
2025-10-05,Ligue1,Lyon,Toulouse,1,2,3,A,H,0,1,OVER,1,1,NG,0,0.5439,0.25,0.2061,0.5632,0.507
2025-10-05,Ligue1,Le Havre,Rennes,2,2,4,D,A,0,1,OVER,1,1,GG,1,0.3095,0.2596,0.4309,0.5632,0.5689
2025-10-05,EPL,Aston Villa,Burnley,2,1,3,H,H,1,1,UNDER,0,1,GG,1,0.63,0.2401,0.1298,0.4884,0.5476
2025-10-05,EPL,Newcastle,Nott'm Forest,2,0,2,H,H,1,0,OVER,0,0,NG,1,0.634,0.2366,0.1294,0.5556,0.507
2025-10-05,EPL,Wolves,Brighton,1,1,2,D,A,0,0,OVER,0,1,GG,1,0.2914,0.2147,0.4939,0.5556,0.6071
2025-10-05,EPL,Brentford,Man City,0,1,1,A,A,1,0,OVER,0,0,GG,0,0.1886,0.2232,0.5882,0.5556,0.6882
2025-10-05,PrimeiraLiga,Arouca,Famalicao,1,1,2,D,A,0,0,UNDER,1,1,GG,1,0.2853,0.3303,0.3844,0.3857,0.5476
2025-10-05,EPL,Everton,Crystal Palace,2,1,3,H,A,0,1,UNDER,0,1,NG,0,0.325,0.2929,0.3821,0.375,0.507
2025-10-05,PrimeiraLiga,Sp Lisbon,Sp Braga,1,1,2,D,H,0,0,OVER,0,1,NG,0,0.709,0.2278,0.0632,0.6154,0.507
2025-10-05,PrimeiraLiga,Porto,Benfica,0,0,0,D,H,0,0,UNDER,1,0,GG,0,0.4111,0.2791,0.3098,0.463,0.5689
2025-10-05,Bundesliga,Hamburg,Mainz,4,0,4,H,A,0,1,OVER,1,0,GG,0,0.3068,0.2287,0.4645,0.5333,0.5689
2025-10-05,Eredivisie,Feyenoord,Utrecht,3,2,5,H,H,1,1,OVER,1,1,GG,1,0.6694,0.221,0.1096,0.5569,0.5476
2025-10-05,Eredivisie,AZ Alkmaar,Telstar,2,1,3,H,H,1,1,OVER,1,1,GG,1,0.6753,0.217,0.1077,0.5714,0.5689
2025-10-05,LaLiga,Sociedad,Vallecano,0,1,1,A,H,0,0,UNDER,1,0,NG,1,0.4326,0.3233,0.2441,0.4043,0.4862
2025-10-05,Eredivisie,Twente,Heracles,2,1,3,H,H,1,1,OVER,1,1,NG,0,0.6586,0.2127,0.1287,0.5714,0.507
2025-10-05,Eredivisie,Go Ahead Eagles,Nijmegen,1,1,2,D,H,0,0,OVER,0,1,GG,1,0.4834,0.2206,0.2961,0.5714,0.6471
2025-10-05,SerieA,Fiorentina,Roma,1,2,3,A,A,1,1,UNDER,0,1,NG,0,0.2991,0.223,0.4779,0.0,0.507
2025-10-11,LeagueOne,Stockport,Blackpool,1,0,1,H,H,1,0,OVER,0,0,NG,1,0.5893,0.2246,0.186,0.5962,0.507
2025-10-11,LeagueOne,Wigan,Wycombe,0,1,1,A,H,0,0,OVER,0,0,NG,1,0.3719,0.3369,0.2912,0.5094,0.507
2025-10-11,LeagueOne,AFC Wimbledon,Port Vale,1,1,2,D,H,0,0,UNDER,1,1,NG,0,0.3719,0.3369,0.2912,0.3448,0.4862
2025-10-11,LeagueOne,Burton,Bolton,3,0,3,H,A,0,1,OVER,1,0,GG,0,0.2032,0.2434,0.5534,0.5962,0.5476
2025-10-11,LeagueOne,Exeter,Reading,1,1,2,D,H,0,0,OVER,0,1,NG,0,0.3763,0.2633,0.3604,0.5714,0.507
2025-10-11,LeagueOne,Northampton,Rotherham,1,2,3,A,H,0,1,UNDER,0,1,NG,0,0.3892,0.2744,0.3364,0.4286,0.507
2025-10-11,LeagueOne,Leyton Orient,Doncaster,4,0,4,H,H,1,1,OVER,1,0,GG,0,0.4811,0.2241,0.2947,0.7143,0.5689
2025-10-16,LeagueOne,Huddersfield,Bolton,1,2,3,A,A,1,1,OVER,1,1,GG,1,0.3085,0.2759,0.4157,0.5094,0.5689
2025-10-17,Ligue1,Paris SG,Strasbourg,3,3,6,D,H,0,1,OVER,1,1,NG,0,0.6669,0.2153,0.1178,0.6765,0.507
2025-10-17,Championship,Middlesbrough,Ipswich,2,1,3,H,H,1,1,UNDER,0,1,NG,0,0.3917,0.2332,0.3752,0.4,0.507
2025-10-17,LaLiga,Oviedo,Espanol,0,2,2,A,D,0,0,UNDER,1,0,NG,1,0.3065,0.3548,0.3386,0.3704,0.4862
2025-10-17,Bundesliga,Union Berlin,M'gladbach,3,1,4,H,A,0,1,OVER,1,1,GG,1,0.3217,0.2448,0.4335,0.5094,0.5689
2025-10-18,EPL,Man City,Everton,2,0,2,H,H,1,0,OVER,0,0,GG,0,0.709,0.2278,0.0632,0.5556,0.5689
2025-10-18,LeagueOne,Burton,Peterboro,0,1,1,A,H,0,0,OVER,0,0,NG,1,0.4067,0.2331,0.3601,0.5962,0.507
2025-10-18,LeagueOne,Lincoln,Stevenage,1,0,1,H,H,1,0,UNDER,1,0,NG,1,0.4013,0.3635,0.2352,0.3448,0.4862
2025-10-18,SerieA,Torino,Napoli,1,0,1,H,A,0,0,OVER,0,0,GG,0,0.1881,0.2253,0.5866,0.5342,0.5476
2025-10-18,SerieA,Pisa,Verona,0,0,0,D,D,1,0,UNDER,1,0,NG,1,0.3065,0.3548,0.3386,0.3188,0.4862
2025-10-18,SerieA,Lecce,Sassuolo,0,0,0,D,D,1,0,UNDER,1,0,NG,1,0.3065,0.3548,0.3386,0.3188,0.4862
2025-10-18,LeagueOne,Doncaster,Northampton,1,2,3,A,H,0,1,OVER,1,1,NG,0,0.5023,0.2734,0.2243,0.5094,0.507
2025-10-18,LaLiga,Barcelona,Girona,2,1,3,H,H,1,1,OVER,1,1,NG,0,0.8437,0.092,0.0642,0.7778,0.507
2025-10-18,EPL,Sunderland,Wolves,2,0,2,H,H,1,0,UNDER,1,0,NG,1,0.3892,0.2744,0.3364,0.0,0.4795
2025-10-18,EPL,Fulham,Arsenal,0,1,1,A,A,1,0,OVER,0,0,GG,0,0.1286,0.2315,0.6399,0.5556,0.5476
2025-10-18,LeagueOne,Plymouth,AFC Wimbledon,1,2,3,A,H,0,1,OVER,1,1,NG,0,0.4162,0.2766,0.3071,0.5094,0.507
2025-10-18,LeagueOne,Rotherham,Leyton Orient,1,0,1,H,A,0,0,OVER,0,0,GG,0,0.3052,0.273,0.4218,0.5962,0.6071
2025-10-18,LeagueOne,Luton,Mansfield,0,2,2,A,H,0,0,OVER,0,0,GG,0,0.5604,0.2193,0.2204,0.5094,0.5689
2025-10-18,LaLiga,Ath Madrid,Osasuna,1,0,1,H,H,1,0,OVER,0,0,NG,1,0.709,0.2278,0.0632,0.625,0.507
2025-10-18,LeagueOne,Wigan,Port Vale,1,0,1,H,H,1,0,UNDER,1,0,NG,1,0.4105,0.3579,0.2316,0.3448,0.4862
2025-10-18,Eredivisie,PSV Eindhoven,Go Ahead Eagles,2,1,3,H,H,1,1,OVER,1,1,GG,1,0.7615,0.1772,0.0613,0.7778,0.6071
2025-10-18,Eredivisie,Nijmegen,Twente,3,3,6,D,A,0,1,OVER,1,1,GG,1,0.3187,0.2376,0.4437,0.5714,0.6471
2025-10-18,SerieA,Roma,Inter,0,1,1,A,A,1,0,UNDER,1,0,NG,1,0.2508,0.2782,0.471,0.4857,0.4862
2025-10-18,Bundesliga,Heidenheim,Werder Bremen,2,2,4,D,A,0,1,OVER,1,1,GG,1,0.2991,0.223,0.4779,0.6,0.5476
2025-10-18,Bundesliga,FC Koln,Augsburg,1,1,2,D,H,0,0,OVER,0,1,GG,1,0.5876,0.2239,0.1885,0.5333,0.5689
2025-10-18,Championship,Coventry,Blackburn,2,0,2,H,H,1,0,OVER,0,0,NG,1,0.6753,0.217,0.1077,0.529,0.507
2025-10-18,LeagueOne,Stockport,Exeter,1,0,1,H,H,1,0,OVER,0,0,NG,1,0.709,0.2278,0.0632,0.5714,0.4862
2025-10-18,LeagueOne,Cardiff,Reading,2,1,3,H,H,1,1,OVER,1,1,GG,1,0.5668,0.216,0.2171,0.5962,0.5689
2025-10-18,LaLiga,Villarreal,Betis,2,2,4,D,H,0,1,OVER,1,1,GG,1,0.5075,0.2763,0.2162,0.625,0.6071
2025-10-18,LaLiga,Sevilla,Mallorca,1,3,4,A,H,0,1,UNDER,0,1,NG,0,0.5166,0.285,0.1984,0.4043,0.507
2025-10-18,Eredivisie,Utrecht,Volendam,3,1,4,H,H,1,1,OVER,1,1,GG,1,0.6742,0.2177,0.108,0.5569,0.5476
2025-10-18,Eredivisie,Ajax,AZ Alkmaar,0,2,2,A,H,0,0,OVER,0,0,GG,0,0.404,0.2597,0.3362,0.5569,0.6071
2025-10-18,Eredivisie,NAC Breda,Zwolle,2,2,4,D,H,0,1,OVER,1,1,GG,1,0.4067,0.2331,0.3601,0.5569,0.5689
2025-10-18,Bundesliga,Mainz,Leverkusen,3,4,7,A,A,1,1,OVER,1,1,GG,1,0.2991,0.223,0.4779,0.5333,0.5689
2025-10-18,EPL,Crystal Palace,Bournemouth,3,3,6,D,H,0,1,UNDER,0,1,GG,1,0.4168,0.3559,0.2273,0.4884,0.6071
2025-10-18,EPL,Brighton,Newcastle,2,1,3,H,A,0,1,OVER,1,1,GG,1,0.325,0.2929,0.3821,0.5556,0.6071
2025-10-18,EPL,Nott'm Forest,Chelsea,0,3,3,A,A,1,1,OVER,1,0,GG,0,0.2991,0.223,0.4779,0.5556,0.6071
2025-10-18,GreekSL,Larisa,Olympiakos,0,2,2,A,A,1,0,OVER,0,0,NG,1,0.1315,0.2105,0.6581,0.625,0.3869
2025-10-18,GreekSL,Atromitos,Levadeiakos,2,2,4,D,H,0,1,UNDER,0,1,NG,0,0.3719,0.3369,0.2912,0.4792,0.4862
2025-10-18,GreekSL,Panetolikos,OFI Crete,4,2,6,H,D,0,1,UNDER,0,1,NG,0,0.3065,0.3548,0.3386,0.4783,0.4862
2025-10-18,Ligue1,Angers,Monaco,1,1,2,D,A,0,0,OVER,0,1,GG,1,0.1886,0.2232,0.5882,0.5632,0.5689
2025-10-18,Ligue1,Marseille,Le Havre,6,2,8,H,H,1,1,OVER,1,1,NG,0,0.7136,0.2242,0.0622,0.6415,0.507
2025-10-18,EPL,Burnley,Leeds,2,0,2,H,A,0,0,UNDER,1,0,NG,1,0.3078,0.2774,0.4148,0.375,0.4862
2025-10-18,Bundesliga,RB Leipzig,Hamburg,2,1,3,H,H,1,1,OVER,1,1,NG,0,0.63,0.2401,0.1298,0.6889,0.507
2025-10-18,LeagueOne,Bradford,Barnsley,2,2,4,D,H,0,1,OVER,1,1,GG,1,0.4111,0.2791,0.3098,0.7143,0.6071
2025-10-18,Ligue1,Nice,Lyon,3,2,5,H,A,0,1,UNDER,0,1,GG,1,0.3199,0.2883,0.3917,0.475,0.6071
2025-10-18,Championship,West Brom,Preston,2,1,3,H,H,1,1,UNDER,0,1,NG,0,0.5211,0.2815,0.1975,0.4,0.507
2025-10-18,Bundesliga,Bayern Munich,Dortmund,2,1,3,H,H,1,1,OVER,1,1,GG,1,0.7318,0.2044,0.0638,0.7647,0.5476
2025-10-18,Championship,Leicester,Portsmouth,1,1,2,D,H,0,0,UNDER,1,1,NG,0,0.5893,0.2246,0.186,0.4173,0.507
2025-10-18,Championship,Oxford,Derby,1,0,1,H,H,1,0,UNDER,1,0,NG,1,0.4111,0.2791,0.3098,0.3867,0.507
2025-10-18,Championship,QPR,Millwall,1,2,3,A,H,0,1,UNDER,0,1,NG,0,0.3792,0.2931,0.3277,0.3867,0.507
2025-10-18,Championship,Southampton,Swansea,0,0,0,D,H,0,0,UNDER,1,0,GG,0,0.5104,0.2586,0.231,0.4173,0.5689
2025-10-18,Championship,Charlton,Sheffield Weds,2,1,3,H,H,1,1,UNDER,0,1,NG,0,0.5256,0.2366,0.2378,0.4173,0.507
2025-10-18,Championship,Birmingham,Hull,2,3,5,A,H,0,1,UNDER,0,1,NG,0,0.5216,0.2839,0.1945,0.4173,0.507
2025-10-18,LeagueOne,Blackpool,Wycombe,1,1,2,D,A,0,0,UNDER,1,1,NG,0,0.3592,0.2781,0.3627,0.4286,0.507
2025-10-18,Championship,Norwich,Bristol City,0,1,1,A,A,1,0,OVER,0,0,GG,0,0.2999,0.2209,0.4792,0.529,0.5689
2025-10-18,Bundesliga,Wolfsburg,Stuttgart,0,3,3,A,A,1,1,OVER,1,0,GG,0,0.3217,0.2448,0.4335,0.6825,0.6071
2025-10-18,Championship,Stoke,Wrexham,1,0,1,H,H,1,0,OVER,0,0,NG,1,0.451,0.2998,0.2492,0.529,0.507
2025-10-18,Championship,Sheffield United,Watford,1,0,1,H,H,1,0,UNDER,1,0,NG,1,0.3913,0.3025,0.3063,0.4173,0.507
2025-10-19,SerieA,Genoa,Parma,0,0,0,D,D,1,0,UNDER,1,0,NG,1,0.3166,0.3665,0.3168,0.3188,0.507
2025-10-19,EPL,Liverpool,Man United,1,2,3,A,H,0,1,OVER,1,1,NG,0,0.709,0.2278,0.0632,0.6,0.507
2025-10-19,LaLiga,Celta,Sociedad,1,1,2,D,H,0,0,OVER,0,1,GG,1,0.4005,0.2662,0.3333,0.5,0.5689
2025-10-19,SerieA,Cagliari,Bologna,0,2,2,A,A,1,0,UNDER,1,0,NG,1,0.2281,0.288,0.4838,0.3188,0.4862
2025-10-19,SerieA,Atalanta,Lazio,0,0,0,D,H,0,0,OVER,0,0,GG,0,0.5876,0.2239,0.1885,0.5342,0.6071
2025-10-19,GreekSL,Volos NFC,Panserraikos,2,1,3,H,H,1,1,UNDER,0,1,NG,0,0.5866,0.2282,0.1852,0.4792,0.507
2025-10-19,Ligue1,Nantes,Lille,0,2,2,A,A,1,0,OVER,0,0,GG,0,0.2263,0.2364,0.5373,0.5632,0.6071
2025-10-19,SerieA,Milan,Fiorentina,2,1,3,H,H,1,1,UNDER,0,1,NG,0,0.662,0.2185,0.1195,0.4857,0.507
2025-10-19,EPL,Tottenham,Aston Villa,1,2,3,A,H,0,1,OVER,1,1,GG,1,0.3865,0.2581,0.3554,0.5556,0.5689
2025-10-19,LaLiga,Levante,Vallecano,0,3,3,A,A,1,1,OVER,1,0,GG,0,0.3217,0.2448,0.4335,0.6038,0.5476
2025-10-19,GreekSL,AEK,PAOK,0,2,2,A,H,0,0,UNDER,1,0,NG,1,0.3865,0.35,0.2635,0.4792,0.507
2025-10-19,GreekSL,Aris,Panathinaikos,1,1,2,D,A,0,0,UNDER,1,1,NG,0,0.3078,0.2774,0.4148,0.4792,0.507
2025-10-19,LaLiga,Getafe,Real Madrid,0,1,1,A,A,1,0,OVER,0,0,NG,1,0.1286,0.2315,0.6399,0.6607,0.507
2025-10-19,Eredivisie,Telstar,Heerenveen,2,3,5,A,A,1,1,OVER,1,1,GG,1,0.3078,0.2774,0.4148,0.5569,0.6471
2025-10-19,LaLiga,Elche,Ath Bilbao,0,0,0,D,A,0,0,UNDER,1,0,NG,1,0.2373,0.2997,0.463,0.4043,0.507
2025-10-19,Bundesliga,St Pauli,Hoffenheim,0,3,3,A,H,0,1,OVER,1,0,GG,0,0.4019,0.2834,0.3147,0.5094,0.5476
2025-10-19,SerieA,Como,Juventus,2,0,2,H,A,0,0,UNDER,1,0,NG,1,0.2335,0.2438,0.5227,0.3188,0.507
2025-10-19,Ligue1,Toulouse,Metz,4,0,4,H,H,1,1,OVER,1,0,NG,1,0.5891,0.2219,0.189,0.5632,0.507
2025-10-19,Bundesliga,Freiburg,Ein Frankfurt,2,2,4,D,A,0,1,OVER,1,1,GG,1,0.3881,0.2179,0.3939,0.6825,0.6071
2025-10-19,Ligue1,Rennes,Auxerre,2,2,4,D,H,0,1,UNDER,0,1,GG,1,0.523,0.2404,0.2366,0.475,0.5476
2025-10-19,Eredivisie,Excelsior,For Sittard,1,0,1,H,A,0,0,OVER,0,0,GG,0,0.3068,0.2287,0.4645,0.5569,0.5689
2025-10-19,Eredivisie,Heracles,Feyenoord,0,7,7,A,A,1,1,OVER,1,0,GG,0,0.117,0.0636,0.8194,0.7778,0.5689
2025-10-19,Ligue1,Lens,Paris FC,2,1,3,H,H,1,1,OVER,1,1,GG,1,0.5042,0.2781,0.2177,0.5632,0.5689
2025-10-19,Eredivisie,Groningen,Sparta Rotterdam,0,2,2,A,H,0,0,OVER,0,0,GG,0,0.4974,0.2744,0.2281,0.5569,0.5476
2025-10-19,GreekSL,Asteras Tripolis,Kifisia,2,2,4,D,H,0,1,UNDER,0,1,NG,0,0.4117,0.359,0.2293,0.4792,0.3869
2025-10-19,Ligue1,Lorient,Brest,3,3,6,D,A,0,1,OVER,1,1,GG,1,0.3161,0.3123,0.3716,0.6364,0.6471
2025-10-20,EPL,West Ham,Brentford,0,2,2,A,A,1,0,OVER,0,0,GG,0,0.3046,0.2555,0.4398,0.5556,0.6071
2025-10-20,SerieA,Cremonese,Udinese,1,1,2,D,A,0,0,UNDER,1,1,NG,0,0.3113,0.3076,0.3811,0.3188,0.507
2025-10-20,LaLiga,Alaves,Valencia,0,0,0,D,H,0,0,UNDER,1,0,NG,1,0.4105,0.3579,0.2316,0.4043,0.507
2025-10-21,Championship,Derby,Norwich,1,0,1,H,H,1,0,UNDER,1,0,NG,1,0.381,0.2686,0.3504,0.4,0.4862
2025-10-21,Championship,Bristol City,Southampton,3,1,4,H,H,1,1,UNDER,0,1,NG,0,0.4111,0.2791,0.3098,0.4173,0.507
2025-10-21,Championship,Blackburn,Sheffield United,1,3,4,A,A,1,1,UNDER,0,1,GG,1,0.3085,0.2759,0.4157,0.4173,0.5476
2025-10-21,Championship,Hull,Leicester,2,1,3,H,A,0,1,UNDER,0,1,GG,1,0.3012,0.2428,0.456,0.4173,0.5689
2025-10-21,Championship,Millwall,Stoke,2,0,2,H,H,1,0,UNDER,1,0,NG,1,0.4105,0.3579,0.2316,0.0,0.4862
2025-10-21,LeagueOne,Reading,Northampton,1,0,1,H,H,1,0,OVER,0,0,GG,0,0.4974,0.2744,0.2281,0.5094,0.5476
2025-10-21,Championship,Portsmouth,Coventry,1,2,3,A,A,1,1,OVER,1,1,NG,0,0.2263,0.2364,0.5373,0.529,0.507
2025-10-21,Championship,Preston,Birmingham,0,1,1,A,A,1,0,UNDER,1,0,NG,1,0.3085,0.2759,0.4157,0.4173,0.507
2025-10-21,Championship,Ipswich,Charlton,0,3,3,A,H,0,1,UNDER,0,0,NG,1,0.5893,0.2246,0.186,0.4173,0.4862
2025-10-22,Championship,Swansea,QPR,0,1,1,A,H,0,0,UNDER,1,0,NG,1,0.4111,0.2791,0.3098,0.4173,0.507
2025-10-22,Championship,Sheffield Weds,Middlesbrough,0,1,1,A,A,1,0,UNDER,1,0,GG,0,0.2029,0.2875,0.5097,0.4173,0.5689
2025-10-22,Championship,Wrexham,Oxford,1,0,1,H,H,1,0,UNDER,1,0,GG,0,0.4384,0.3194,0.2422,0.4173,0.5476
