Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA
19/07/2024,Jagiellonia,Puszcza,2,0,H,1.51,4.73,5.91
19/07/2024,Slask Wroclaw,Lechia Gdansk,1,1,D,1.99,3.53,3.94
20/07/2024,GKS Katowice,Radomiak Radom,1,2,A,2.73,3.34,2.68
20/07/2024,Pogon Szczecin,Korona Kielce,3,0,H,1.57,4.16,5.95
20/07/2024,Legia,Zaglebie,2,0,H,1.63,4.01,5.55
21/07/2024,Cracovia,Piast Gliwice,1,1,D,2.94,2.99,2.75
21/07/2024,Lech Poznan,Gornik Zabrze,2,0,H,1.65,4.29,4.87
21/07/2024,Motor Lublin,Rakow,0,2,A,5.06,4.09,1.66
22/07/2024,Stal Mielec,Widzew Lodz,1,1,D,2.79,3.45,2.56
26/07/2024,Puszcza,Gornik Zabrze,2,2,D,2.54,3.35,2.89
26/07/2024,Lechia Gdansk,Motor Lublin,0,2,A,1.83,3.84,4.29
27/07/2024,Stal Mielec,GKS Katowice,0,1,A,2.42,3.35,3.05
27/07/2024,Radomiak Radom,Jagiellonia,2,3,A,2.89,3.65,2.39
27/07/2024,Widzew Lodz,Lech Poznan,2,1,H,2.94,3.56,2.4
28/07/2024,Zaglebie,Pogon Szczecin,2,2,D,3.12,3.61,2.26
28/07/2024,Piast Gliwice,Slask Wroclaw,2,0,H,1.75,3.44,5.52
28/07/2024,Korona Kielce,Legia,0,1,A,4.07,3.37,2.01
29/07/2024,Rakow,Cracovia,0,1,A,1.46,4.37,7.77
02/08/2024,Zaglebie,Puszcza,1,0,H,2.05,3.65,3.61
02/08/2024,Gornik Zabrze,Pogon Szczecin,1,0,H,3.17,3.75,2.19
03/08/2024,GKS Katowice,Rakow,0,1,A,4.44,3.89,1.79
03/08/2024,Jagiellonia,Stal Mielec,2,0,H,1.6,4.49,5.12
03/08/2024,Lech Poznan,Lechia Gdansk,3,1,H,1.43,4.91,7.16
04/08/2024,Motor Lublin,Korona Kielce,1,1,D,2.4,3.16,3.28
04/08/2024,Legia,Piast Gliwice,1,2,A,2.08,3.16,4.12
05/08/2024,Cracovia,Widzew Lodz,1,3,A,2.34,3.28,3.27
