Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA
06/04/2024,Gnistan,Inter Turku,2,1,H,3.18,3.45,2.33
06/04/2024,Haka,VPS,1,2,A,2.25,3.3,3.51
06/04/2024,Ilves,Lahti,0,0,D,1.61,4.16,5.73
06/04/2024,Mariehamn,Ekenas,3,2,H,1.86,3.61,4.49
06/04/2024,SJK,AC Oulu,2,1,H,1.92,3.74,4.06
06/04/2024,KuPS,HJK,3,1,H,3.32,3.32,2.32
11/04/2024,HJK,Lahti,4,0,H,1.47,4.82,6.76
12/04/2024,Haka,Ekenas,2,1,H,1.7,3.88,5.26
12/04/2024,VPS,SJK,1,1,D,2.55,3.37,2.91
12/04/2024,Inter Turku,AC Oulu,3,3,D,1.91,3.74,4.11
13/04/2024,Ilves,Gnistan,4,6,A,1.68,3.92,5.31
13/04/2024,Mariehamn,KuPS,2,2,D,4.3,3.49,1.93
19/04/2024,Inter Turku,KuPS,1,1,D,2.86,3.17,2.72
19/04/2024,SJK,Ilves,1,0,H,2.64,3.65,2.63
20/04/2024,HJK,Mariehamn,2,1,H,1.36,5.27,8.96
20/04/2024,Lahti,Haka,1,1,D,3.05,3.32,2.48
20/04/2024,VPS,Gnistan,3,2,H,1.97,3.81,3.78
21/04/2024,Ekenas,AC Oulu,1,1,D,3.97,3.74,1.94
24/04/2024,SJK,HJK,3,3,D,3.45,3.63,2.13
26/04/2024,Inter Turku,Ekenas,2,1,H,1.53,4.17,6.93
27/04/2024,Haka,HJK,1,1,D,4.03,3.42,2.02
27/04/2024,Lahti,KuPS,0,1,A,4.48,3.4,1.93
27/04/2024,AC Oulu,VPS,1,2,A,3.01,3.44,2.44
28/04/2024,Gnistan,SJK,0,1,A,2.93,3.74,2.35
28/04/2024,Mariehamn,Ilves,0,1,A,4.52,3.9,1.79
03/05/2024,VPS,Lahti,3,0,H,1.6,4.36,5.5
04/05/2024,Ilves,AC Oulu,3,2,H,1.74,4.15,4.56
04/05/2024,HJK,Ekenas,0,0,D,1.18,7.57,16.46
