Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA
11/03/2018,Bodo/Glimt,Lillestrom,3,1,H,2.44,3.55,2.95
11/03/2018,Molde,Sandefjord,5,0,H,1.43,4.92,8.1
11/03/2018,Odd,Haugesund,1,2,A,1.9,3.45,4.63
11/03/2018,Start,Tromso,4,1,H,2.42,3.36,3.13
11/03/2018,Stromsgodset,Stabaek,2,2,D,1.66,4.1,5.46
11/03/2018,Sarpsborg 08,Rosenborg,1,0,H,3.13,3.29,2.46
12/03/2018,Kristiansund,Valerenga,0,1,A,2.61,3.51,2.76
17/03/2018,Lillestrom,Sarpsborg 08,2,2,D,2.64,3.31,2.86
17/03/2018,Rosenborg,Kristiansund,2,2,D,1.24,6.25,15
18/03/2018,Brann,Bodo/Glimt,2,0,H,1.83,3.54,4.93
18/03/2018,Haugesund,Molde,0,1,A,3.09,3.28,2.49
18/03/2018,Valerenga,Odd,2,1,H,1.96,3.49,4.27
02/04/2018,Bodo/Glimt,Haugesund,0,3,A,1.88,3.8,4.28
02/04/2018,Kristiansund,Lillestrom,2,1,H,2.8,3.35,2.68
02/04/2018,Molde,Tromso,2,1,H,1.53,4.3,6.87
02/04/2018,Ranheim,Stabaek,4,1,H,3.2,3.62,2.26
02/04/2018,Sarpsborg 08,Valerenga,3,0,H,2.19,3.42,3.55
02/04/2018,Start,Sandefjord,1,4,A,1.66,3.93,5.75
02/04/2018,Stromsgodset,Brann,1,1,D,2.04,3.64,3.75
02/04/2018,Odd,Rosenborg,1,1,D,3.55,3.38,2.21
07/04/2018,Valerenga,Stromsgodset,1,4,A,2.02,3.75,3.71
08/04/2018,Brann,Kristiansund,1,0,H,1.68,3.8,5.85
08/04/2018,Haugesund,Sarpsborg 08,1,1,D,2.82,3.3,2.68
08/04/2018,Odd,Bodo/Glimt,1,0,H,2.14,3.52,3.58
08/04/2018,Sandefjord,Stabaek,1,1,D,2.79,3.68,2.5
08/04/2018,Tromso,Ranheim,4,0,H,1.67,4.21,5.19
08/04/2018,Rosenborg,Molde,4,0,H,1.8,3.68,4.81
09/04/2018,Lillestrom,Start,1,0,H,1.93,3.77,4.07
11/04/2018,Sandefjord,Ranheim,1,2,A,2.04,3.46,4
11/04/2018,Tromso,Stromsgodset,3,1,H,2.4,3.56,3
14/04/2018,Start,Valerenga,1,6,A,2.6,3.54,2.75
15/04/2018,Molde,Lillestrom,2,1,H,1.67,4.1,5.35
15/04/2018,Ranheim,Haugesund,4,2,H,2.88,3.44,2.55
15/04/2018,Sandefjord,Kristiansund,3,3,D,2.75,3.12,2.9
15/04/2018,Stabaek,Tromso,1,1,D,2.1,3.71,3.51
15/04/2018,Stromsgodset,Odd,3,0,H,1.9,3.71,4.26
15/04/2018,Sarpsborg 08,Brann,1,2,A,2.33,3.35,3.36
16/04/2018,Bodo/Glimt,Rosenborg,0,1,A,5.04,3.93,1.73
21/04/2018,Brann,Stabaek,3,0,H,1.74,3.83,5.14
22/04/2018,Haugesund,Stromsgodset,1,0,H,2.41,3.52,3.02
22/04/2018,Kristiansund,Bodo/Glimt,1,1,D,2.46,3.43,3.01
22/04/2018,Lillestrom,Ranheim,0,1,A,1.55,4.54,6.07
22/04/2018,Rosenborg,Start,2,0,H,1.29,5.95,11.25
22/04/2018,Tromso,Sandefjord,4,1,H,1.43,4.77,8.2
22/04/2018,Valerenga,Molde,0,0,D,2.01,3.77,3.74
23/04/2018,Odd,Sarpsborg 08,3,1,H,2.73,3.24,2.82
25/04/2018,Ranheim,Brann,0,2,A,3.21,3.42,2.35
25/04/2018,Stabaek,Start,1,1,D,1.7,4.2,4.88
28/04/2018,Ranheim,Valerenga,2,2,D,3.5,3.57,2.16
29/04/2018,Molde,Odd,0,1,A,1.69,3.89,5.5
29/04/2018,Sandefjord,Brann,0,1,A,4.55,3.35,1.95
29/04/2018,Sarpsborg 08,Bodo/Glimt,0,0,D,1.88,3.74,4.34
29/04/2018,Start,Haugesund,0,1,A,2.72,3.39,2.72
29/04/2018,Tromso,Kristiansund,0,0,D,1.65,4.04,5.71
29/04/2018,Stromsgodset,Rosenborg,0,1,A,3.36,3.51,2.23
30/04/2018,Stabaek,Lillestrom,3,2,H,2.34,3.66,3.01
05/05/2018,Rosenborg,Ranheim,1,1,D,1.27,6.1,12.63
06/05/2018,Bodo/Glimt,Stromsgodset,2,2,D,2.25,3.79,3.08
06/05/2018,Kristiansund,Stabaek,1,0,H,2.24,3.59,3.24
06/05/2018,Lillestrom,Sandefjord,1,0,H,1.45,4.87,7.25
