Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA
19/03/2021,Drogheda,Waterford,1,0,H,1.87,3.67,4.51
19/03/2021,Shamrock Rovers,St. Patricks,1,1,D,1.74,3.47,6.02
20/03/2021,Finn Harps,Bohemians,1,0,H,4.64,3.42,1.92
20/03/2021,Longford,Derry City,2,0,H,4.84,3.63,1.76
20/03/2021,Sligo Rovers,Dundalk,1,1,D,3.97,3.45,2.05
26/03/2021,Dundalk,Finn Harps,1,2,A,1.53,4.21,7.19
26/03/2021,Waterford,Sligo Rovers,1,2,A,4.71,3.69,1.83
27/03/2021,Bohemians,Longford,2,2,D,1.52,4.2,7.38
27/03/2021,St. Patricks,Drogheda,2,1,H,1.52,4.22,7.38
02/04/2021,Longford,Sligo Rovers,0,1,A,4.53,3.79,1.83
02/04/2021,Shamrock Rovers,Dundalk,2,1,H,1.92,3.54,4.44
03/04/2021,Bohemians,St. Patricks,0,1,A,2.9,3.08,2.8
03/04/2021,Derry City,Waterford,1,2,A,1.84,3.48,4.99
03/04/2021,Drogheda,Finn Harps,1,1,D,2.56,3.17,3.12
09/04/2021,St. Patricks,Derry City,2,0,H,1.87,3.4,4.97
09/04/2021,Dundalk,Bohemians,0,1,A,1.91,3.56,4.46
10/04/2021,Finn Harps,Waterford,2,1,H,2.17,3.07,4.13
10/04/2021,Longford,Drogheda,0,4,A,3.23,3.23,2.45
10/04/2021,Sligo Rovers,Shamrock Rovers,1,1,D,4.68,3.15,2.01
13/04/2021,Derry City,Shamrock Rovers,0,2,A,6.03,3.59,1.7
16/04/2021,Waterford,Bohemians,0,1,A,5.37,3.93,1.69
16/04/2021,Derry City,Drogheda,1,1,D,2.52,3.14,3.2
17/04/2021,Dundalk,St. Patricks,1,1,D,2.34,3.2,3.47
17/04/2021,Shamrock Rovers,Longford,2,1,H,1.17,7.58,20.69
17/04/2021,Sligo Rovers,Finn Harps,1,0,H,1.95,3.33,4.6
20/04/2021,Bohemians,Sligo Rovers,1,3,A,2.47,3.13,3.31
20/04/2021,Derry City,Dundalk,1,1,D,4.33,3.68,1.89
20/04/2021,Drogheda,Shamrock Rovers,0,1,A,7.37,4.09,1.53
20/04/2021,Longford,Finn Harps,0,0,D,2.92,3.04,2.81
20/04/2021,St. Patricks,Waterford,1,0,H,1.37,4.67,11.04
23/04/2021,Finn Harps,St. Patricks,0,2,A,4.64,3.28,1.96
23/04/2021,Shamrock Rovers,Bohemians,2,1,H,1.79,3.42,5.57
24/04/2021,Dundalk,Drogheda,2,1,H,1.53,4.38,6.59
24/04/2021,Sligo Rovers,Derry City,0,1,A,1.97,3.32,4.52
24/04/2021,Waterford,Longford,1,0,H,3.37,3.16,2.41
30/04/2021,Drogheda,Sligo Rovers,1,1,D,3.06,3.11,2.64
30/04/2021,St. Patricks,Longford,3,0,H,1.55,3.77,8.4
30/04/2021,Bohemians,Derry City,1,2,A,1.97,3.37,4.42
30/04/2021,Finn Harps,Shamrock Rovers,0,2,A,5.68,3.63,1.73
30/04/2021,Waterford,Dundalk,0,3,A,9.08,4.75,1.41
03/05/2021,Drogheda,Bohemians,1,1,D,4.16,3.44,2.01
03/05/2021,Shamrock Rovers,Waterford,3,0,H,1.17,7.42,23.33
03/05/2021,Longford,Dundalk,2,2,D,7.56,4.4,1.49
03/05/2021,Sligo Rovers,St. Patricks,1,1,D,3.17,2.87,2.75
03/05/2021,Derry City,Finn Harps,1,2,A,2.61,2.78,3.51
07/05/2021,Derry City,Longford,1,1,D,1.84,3.49,5.01
07/05/2021,Dundalk,Sligo Rovers,0,1,A,1.98,3.49,4.21
08/05/2021,Bohemians,Finn Harps,4,0,H,1.93,3.37,4.67
08/05/2021,St. Patricks,Shamrock Rovers,1,2,A,3.58,3.06,2.37
08/05/2021,Waterford,Drogheda,0,7,A,17.61,4.6,1.3
