Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2026-07-17,Spartak Varna,CSKA 1948,2,2,D
2026-07-17,Levski Sofia,Dunav Ruse,2,1,H
2026-07-18,Septemvri Sofia,Arda Kardzhali,1,1,D
2026-07-18,Ludogorets,Lokomotiv Plovdiv,1,0,H
2026-07-19,Botev Vratsa,Cherno More Varna,1,1,D
2026-07-20,Slavia Sofia,CSKA Sofia,0,0,D
2026-07-21,Botev Plovdiv,Lokomotiv Sofia,1,1,D
2026-07-24,Arda Kardzhali,Slavia Sofia,1,0,H
2026-07-25,CSKA 1948,Botev Vratsa,2,1,H
2026-07-25,Lokomotiv Sofia,Levski Sofia,1,2,A
2026-07-26,Cherno More Varna,Spartak Varna,0,3,A
2026-07-26,Lokomotiv Plovdiv,Septemvri Sofia,2,1,H
2026-07-27,Dunav Ruse,Ludogorets,0,2,A
2026-07-27,CSKA Sofia,Botev Plovdiv,3,2,H
2026-07-31,Slavia Sofia,Lokomotiv Sofia,1,1,D
2026-07-31,CSKA 1948,Arda Kardzhali,2,1,H
2026-08-01,Levski Sofia,Septemvri Sofia,3,0,H
2026-08-01,Botev Plovdiv,Cherno More Varna,1,0,H
2026-08-02,Ludogorets,Botev Vratsa,2,1,H
2026-08-02,CSKA Sofia,Dunav Ruse,2,1,H
