Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA
14/07/2017,Aarhus,Horsens,1,2,A,1.6,4.11,6.4
15/07/2017,FC Copenhagen,Aalborg,1,1,D,1.62,4.05,6.27
15/07/2017,Sonderjyske,Randers FC,0,0,D,2.71,3.33,2.81
16/07/2017,Lyngby,Silkeborg,2,1,H,2.16,3.39,3.74
16/07/2017,Hobro,Helsingor,2,1,H,2.09,3.38,3.99
16/07/2017,Brondby,Midtjylland,4,0,H,2.28,3.63,3.21
17/07/2017,Odense,Nordsjaelland,1,2,A,2.12,3.66,3.58
21/07/2017,Aarhus,Hobro,2,0,H,1.68,3.99,5.5
22/07/2017,Randers FC,FC Copenhagen,0,3,A,3.58,3.26,2.28
23/07/2017,Horsens,Lyngby,4,1,H,3.2,3.55,2.32
23/07/2017,Aalborg,Sonderjyske,1,4,A,2.05,3.55,3.92
23/07/2017,Nordsjaelland,Brondby,3,2,H,3.37,3.7,2.18
23/07/2017,Midtjylland,Silkeborg,2,0,H,1.4,5.17,8.7
24/07/2017,Helsingor,Odense,0,2,A,3.71,3.4,2.17
28/07/2017,Sonderjyske,Helsingor,1,2,A,1.58,4.3,6.29
29/07/2017,Odense,Horsens,1,0,H,1.75,3.86,5.11
29/07/2017,FC Copenhagen,Hobro,0,0,D,1.39,5.06,9.38
30/07/2017,Midtjylland,Randers FC,2,1,H,1.76,3.91,4.95
30/07/2017,Nordsjaelland,Aalborg,3,2,H,2.37,3.52,3.13
30/07/2017,Brondby,Lyngby,5,3,H,1.49,4.89,7.23
31/07/2017,Silkeborg,Aarhus,2,1,H,3.6,3.72,2.09
04/08/2017,Horsens,Silkeborg,1,0,H,2.33,3.43,3.28
05/08/2017,Hobro,Randers FC,2,0,H,2.83,3.24,2.76
06/08/2017,Lyngby,Nordsjaelland,1,4,A,2.56,3.64,2.78
06/08/2017,Helsingor,Midtjylland,2,1,H,5.29,4.29,1.66
06/08/2017,Odense,Aalborg,0,0,D,2.23,3.43,3.5
06/08/2017,Brondby,FC Copenhagen,1,0,H,2.35,3.54,3.15
07/08/2017,Sonderjyske,Aarhus,3,0,H,2.98,3.38,2.54
11/08/2017,Silkeborg,Helsingor,4,1,H,2.22,3.52,3.45
12/08/2017,Lyngby,Sonderjyske,1,1,D,2.3,3.55,3.24
12/08/2017,FC Copenhagen,Horsens,1,1,D,1.38,5.03,9.84
13/08/2017,Midtjylland,Nordsjaelland,4,3,H,1.68,4.14,5.25
13/08/2017,Randers FC,Brondby,0,0,D,4.21,3.57,1.97
13/08/2017,Aarhus,Odense,0,0,D,2.29,3.49,3.31
14/08/2017,Aalborg,Hobro,1,1,D,1.81,3.86,4.73
18/08/2017,Horsens,Aalborg,0,0,D,2.94,3.39,2.56
18/08/2017,Randers FC,Silkeborg,1,1,D,1.87,3.53,4.83
19/08/2017,FC Copenhagen,Sonderjyske,3,2,H,1.66,3.98,5.81
20/08/2017,Odense,Midtjylland,0,2,A,2.67,3.5,2.74
20/08/2017,Hobro,Lyngby,3,0,H,2.59,3.36,2.94
20/08/2017,Aarhus,Brondby,2,0,H,4.08,3.86,1.92
21/08/2017,Nordsjaelland,Helsingor,1,0,H,1.42,5.41,7.27
25/08/2017,Sonderjyske,Odense,2,2,D,2.35,3.35,3.32
25/08/2017,Silkeborg,Hobro,0,2,A,2.64,3.52,2.76
26/08/2017,Helsingor,Randers FC,2,0,H,4.04,3.43,2.05
26/08/2017,Aalborg,Aarhus,0,0,D,2.75,3.34,2.77
27/08/2017,Midtjylland,Lyngby,1,1,D,1.64,4.4,5.35
27/08/2017,Brondby,Horsens,2,0,H,1.37,5.47,9.03
27/08/2017,Nordsjaelland,FC Copenhagen,3,0,H,3.47,3.65,2.16
08/09/2017,Horsens,Nordsjaelland,2,2,D,3.74,3.86,2.01
08/09/2017,Hobro,Sonderjyske,3,2,H,2.56,3.33,2.99
09/09/2017,Aarhus,Randers FC,1,4,A,2.02,3.44,4.18
10/09/2017,Lyngby,Helsingor,3,1,H,1.76,3.8,5.12
10/09/2017,FC Copenhagen,Midtjylland,4,3,H,2.26,3.54,3.32
10/09/2017,Odense,Brondby,1,1,D,4.8,3.78,1.81
11/09/2017,Aalborg,Silkeborg,2,1,H,1.96,3.57,4.24
15/09/2017,Silkeborg,Odense,1,0,H,2.88,3.29,2.67
15/09/2017,Randers FC,Lyngby,0,0,D,2.15,3.46,3.69
16/09/2017,Sonderjyske,Horsens,2,2,D,1.88,3.73,4.46
17/09/2017,Midtjylland,Hobro,5,1,H,1.63,4.08,5.96
17/09/2017,Helsingor,FC Copenhagen,0,4,A,7.87,4.68,1.46
17/09/2017,Brondby,Aalborg,0,0,D,1.49,4.58,7.46
18/09/2017,Nordsjaelland,Aarhus,1,2,A,2.09,3.84,3.49
22/09/2017,Nordsjaelland,Sonderjyske,2,2,D,1.92,4.07,3.87
23/09/2017,Horsens,Helsingor,2,0,H,2.04,3.62,3.86
23/09/2017,FC Copenhagen,Silkeborg,4,0,H,1.44,4.85,8.17
24/09/2017,Aalborg,Lyngby,3,1,H,2.3,3.37,3.4
24/09/2017,Odense,Randers FC,3,1,H,2.4,3.32,3.26
24/09/2017,Hobro,Brondby,1,2,A,5.54,4.05,1.68
25/09/2017,Aarhus,Midtjylland,0,3,A,3.5,3.61,2.16
29/09/2017,Helsingor,Aarhus,1,5,A,4.24,3.73,1.92
29/09/2017,Randers FC,Horsens,0,1,A,2.08,3.4,4.01
30/09/2017,Hobro,Odense,1,1,D,2.53,3.42,2.96
01/10/2017,Silkeborg,Nordsjaelland,2,4,A,3.27,3.78,2.2
01/10/2017,Midtjylland,Aalborg,4,1,H,1.62,4.26,5.8
01/10/2017,Brondby,Sonderjyske,4,0,H,1.34,5.73,9.67
01/10/2017,Lyngby,FC Copenhagen,3,1,H,4.89,3.88,1.78
13/10/2017,Sonderjyske,Midtjylland,0,1,A,5.45,4.23,1.65
14/10/2017,Nordsjaelland,Randers FC,3,2,H,2.19,3.56,3.47
15/10/2017,Horsens,Hobro,2,2,D,2.75,3.37,2.74
15/10/2017,Aalborg,Helsingor,1,0,H,1.55,4.24,6.97
15/10/2017,Brondby,Silkeborg,4,1,H,1.24,6.8,13
15/10/2017,Odense,FC Copenhagen,1,0,H,4.26,3.63,1.94
16/10/2017,Aarhus,Lyngby,0,2,A,2.08,3.63,3.73
20/10/2017,Midtjylland,Horsens,4,2,H,1.37,5.38,8.95
21/10/2017,Silkeborg,Sonderjyske,1,0,H,2.31,3.66,3.14
22/10/2017,Hobro,Nordsjaelland,4,0,H,2.68,3.85,2.55
22/10/2017,Lyngby,Odense,1,1,D,2.23,3.63,3.33
22/10/2017,Helsingor,Brondby,0,1,A,9.85,6.4,1.3
22/10/2017,FC Copenhagen,Aarhus,4,0,H,1.61,4.31,5.89
23/10/2017,Randers FC,Aalborg,1,1,D,2.62,3.21,3.02
27/10/2017,Aarhus,Nordsjaelland,1,4,A,2.21,3.91,3.15
28/10/2017,Helsingor,Silkeborg,2,0,H,3.14,3.59,2.33
29/10/2017,Sonderjyske,Hobro,1,1,D,2.6,3.58,2.77
29/10/2017,Lyngby,Midtjylland,2,2,D,4.8,4.36,1.7
29/10/2017,Horsens,FC Copenhagen,1,1,D,5.2,3.99,1.72
29/10/2017,Aalborg,Odense,0,2,A,2.45,3.16,3.32
30/10/2017,Brondby,Randers FC,3,1,H,1.43,5.05,7.97
03/11/2017,Midtjylland,Helsingor,2,1,H,1.24,7.25,12.5
03/11/2017,Silkeborg,Horsens,2,2,D,2.5,3.49,2.96
04/11/2017,Nordsjaelland,Lyngby,2,2,D,1.97,4.21,3.57
05/11/2017,FC Copenhagen,Brondby,0,1,A,2.92,3.29,2.65
05/11/2017,Odense,Sonderjyske,0,3,A,2.23,3.52,3.42
05/11/2017,Randers FC,Aarhus,1,0,H,2.35,3.54,3.15
05/11/2017,Hobro,Aalborg,0,1,A,2.75,3.35,2.75
17/11/2017,Helsingor,Hobro,0,1,A,3.95,3.41,2.09
18/11/2017,Aarhus,Silkeborg,3,1,H,1.99,3.8,3.85
19/11/2017,Lyngby,Randers FC,1,3,A,2.61,3.36,2.9
19/11/2017,Horsens,Odense,0,0,D,2.96,3.49,2.5
19/11/2017,Sonderjyske,FC Copenhagen,3,0,H,4.47,3.69,1.88
19/11/2017,Brondby,Nordsjaelland,4,2,H,1.44,5.44,6.9
20/11/2017,Aalborg,Midtjylland,0,1,A,4.03,3.81,1.94
24/11/2017,Randers FC,Sonderjyske,0,2,A,2.16,3.51,3.61
25/11/2017,Helsingor,Aalborg,0,1,A,4.4,3.25,2.03
26/11/2017,Nordsjaelland,Horsens,6,0,H,1.71,4.39,4.72
26/11/2017,Odense,Hobro,3,0,H,2.29,3.43,3.36
26/11/2017,FC Copenhagen,Lyngby,5,1,H,1.66,4.11,5.53
26/11/2017,Silkeborg,Brondby,1,3,A,6.95,4.8,1.49
27/11/2017,Midtjylland,Aarhus,4,0,H,1.43,5.24,7.33
01/12/2017,Aarhus,Helsingor,0,0,D,1.57,4.3,6.4
02/12/2017,Lyngby,Aalborg,1,2,A,2.84,3.44,2.62
03/12/2017,Hobro,Horsens,1,1,D,2.02,3.53,4.03
03/12/2017,Silkeborg,Randers FC,3,2,H,2.74,3.42,2.72
03/12/2017,Sonderjyske,Brondby,1,3,A,5.85,4.07,1.65
03/12/2017,FC Copenhagen,Nordsjaelland,1,3,A,1.71,3.87,5.46
04/12/2017,Midtjylland,Odense,3,1,H,1.43,5.08,7.81
08/12/2017,Horsens,Sonderjyske,2,1,H,2.74,3.54,2.65
09/12/2017,Helsingor,Lyngby,2,1,H,3.93,3.53,2.05
10/12/2017,Odense,Silkeborg,1,2,A,1.85,3.82,4.52
10/12/2017,Nordsjaelland,Hobro,3,2,H,1.64,4.29,5.52
10/12/2017,Aalborg,FC Copenhagen,1,1,D,3.28,3.32,2.39
10/12/2017,Brondby,Aarhus,2,2,D,1.29,6.37,10.93
