Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA
13/04/2024,Criciuma,Juventude,1,1,D,2.16,3.05,4.13
13/04/2024,Internacional,Bahia,2,1,H,1.9,3.43,4.58
14/04/2024,Fluminense,Bragantino,2,2,D,1.75,3.63,5.31
14/04/2024,Sao Paulo,Fortaleza,1,2,A,1.85,3.41,4.9
14/04/2024,Athletico-PR,Cuiaba,4,0,H,1.56,3.85,7.33
14/04/2024,Atletico GO,Flamengo RJ,1,2,A,5.17,3.79,1.72
14/04/2024,Corinthians,Atletico-MG,0,0,D,2.59,3,3.19
14/04/2024,Vasco,Gremio,2,1,H,2.18,3.31,3.66
14/04/2024,Cruzeiro,Botafogo RJ,3,2,H,2.21,3.21,3.71
14/04/2024,Vitoria,Palmeiras,0,1,A,3.95,3.34,2.07
17/04/2024,Bahia,Fluminense,2,1,H,2.12,3.48,3.63
17/04/2024,Bragantino,Vasco,2,1,H,1.98,3.52,4.07
17/04/2024,Gremio,Athletico-PR,2,0,H,2.64,3.27,2.87
18/04/2024,Atletico-MG,Criciuma,1,1,D,1.42,4.62,8.61
18/04/2024,Fortaleza,Cruzeiro,1,1,D,1.97,3.34,4.37
18/04/2024,Juventude,Corinthians,2,0,H,3.7,2.98,2.34
18/04/2024,Palmeiras,Internacional,0,1,A,1.69,3.61,5.93
18/04/2024,Flamengo RJ,Sao Paulo,2,1,H,1.69,3.55,6.09
19/04/2024,Botafogo RJ,Atletico GO,1,0,H,1.8,3.62,4.9
20/04/2024,Fluminense,Vasco,2,1,H,2.01,3.43,4.1
20/04/2024,Bragantino,Corinthians,1,0,H,2.27,3.3,3.46
20/04/2024,Gremio,Cuiaba,1,0,H,1.75,3.47,5.69
21/04/2024,Atletico-MG,Cruzeiro,3,0,H,1.88,3.48,4.61
21/04/2024,Athletico-PR,Internacional,1,0,H,2.04,3.3,4.13
21/04/2024,Palmeiras,Flamengo RJ,0,0,D,2.1,3.21,4.08
21/04/2024,Vitoria,Bahia,2,2,D,3.43,3.26,2.3
21/04/2024,Atletico GO,Sao Paulo,0,3,A,3.03,3.03,2.68
21/04/2024,Botafogo RJ,Juventude,5,1,H,1.58,3.93,6.56
27/04/2024,Vasco,Criciuma,0,4,A,1.67,3.65,6.11
27/04/2024,Cuiaba,Atletico-MG,0,3,A,3.65,2.86,2.44
28/04/2024,Bahia,Gremio,1,0,H,1.74,3.94,4.84
28/04/2024,Flamengo RJ,Botafogo RJ,0,2,A,1.59,4.15,5.95
28/04/2024,Corinthians,Fluminense,3,0,H,2.2,3.25,3.68
28/04/2024,Cruzeiro,Vitoria,3,1,H,1.55,4.06,6.82
28/04/2024,Fortaleza,Bragantino,1,1,D,2.26,3.23,3.56
28/04/2024,Juventude,Athletico-PR,1,1,D,3.02,2.95,2.76
29/04/2024,Internacional,Atletico GO,1,1,D,1.57,3.83,7.23
30/04/2024,Sao Paulo,Palmeiras,0,0,D,2.65,2.98,3.12
04/05/2024,Fluminense,Atletico-MG,2,2,D,3.73,3.33,2.15
04/05/2024,Bragantino,Flamengo RJ,1,1,D,2.82,3.17,2.75
05/05/2024,Corinthians,Fortaleza,0,0,D,2.15,3.13,4
05/05/2024,Athletico-PR,Vasco,1,0,H,1.68,3.83,5.51
05/05/2024,Vitoria,Sao Paulo,1,3,A,3.85,3.05,2.24
05/05/2024,Botafogo RJ,Bahia,1,2,A,2.15,3.55,3.5
05/05/2024,Cuiaba,Palmeiras,0,2,A,5.29,3.15,1.89
11/05/2024,Flamengo RJ,Corinthians,2,0,H,1.6,3.91,6.43
12/05/2024,Atletico GO,Cruzeiro,0,1,A,3.14,3.17,2.51
