Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2021-10-16,St Joseph S Fc,Lynx,4,1,H
2021-10-16,Manchester 62,College 1975,2,0,H
2021-10-17,Magpies,Europa Point,5,0,H
2021-10-17,Lincoln Red Imps FC,Europa,3,1,H
2021-10-22,Europa Point,Manchester 62,1,2,A
2021-10-23,Europa,Magpies,3,1,H
2021-10-23,Lions Gibraltar,St Joseph S Fc,1,2,A
2021-10-24,Glacis United,Mons Calpe,1,0,H
2021-10-25,Lynx,Lincoln Red Imps FC,1,7,A
2021-10-27,Manchester 62,Europa,0,2,A
2021-10-28,Magpies,Lynx,0,1,A
2021-10-28,St Joseph S Fc,Glacis United,4,1,H
2021-10-30,Lincoln Red Imps FC,Lions Gibraltar,1,0,H
2021-10-30,College 1975,Europa Point,2,1,H
2021-11-19,Lynx,Manchester 62,1,2,A
2021-11-20,Lions Gibraltar,Magpies,2,3,A
2021-11-20,Mons Calpe,St Joseph S Fc,0,2,A
2021-11-21,Europa,College 1975,2,0,H
2021-11-21,Glacis United,Lincoln Red Imps FC,2,4,A
2021-11-27,Magpies,Glacis United,2,3,A
2021-11-27,Manchester 62,Lions Gibraltar,3,0,H
2021-11-28,College 1975,Lynx,0,2,A
2021-11-28,Europa Point,Europa,0,6,A
2021-11-30,Lincoln Red Imps FC,Mons Calpe,3,0,H
2021-12-03,Lynx,Europa Point,6,2,H
2021-12-04,Lions Gibraltar,College 1975,1,0,H
2021-12-04,Glacis United,Manchester 62,1,1,D
2021-12-05,Mons Calpe,Magpies,1,1,D
2021-12-05,St Joseph S Fc,Lincoln Red Imps FC,0,1,A
2021-12-10,Magpies,St Joseph S Fc,0,0,D
2021-12-11,Manchester 62,Mons Calpe,0,2,A
2021-12-11,College 1975,Glacis United,0,2,A
2021-12-12,Europa Point,Lions Gibraltar,3,2,H
2021-12-12,Europa,Lynx,4,0,H
2021-12-17,Lions Gibraltar,Europa,0,9,A
2021-12-18,Glacis United,Europa Point,5,0,H
2021-12-18,Mons Calpe,College 1975,3,0,H
2021-12-19,St Joseph S Fc,Manchester 62,3,1,H
2021-12-19,Lincoln Red Imps FC,Magpies,5,0,H
2021-12-21,Mons Calpe,Lions Gibraltar,5,1,H
2022-01-07,Manchester 62,Lincoln Red Imps FC,0,7,A
2022-01-08,College 1975,St Joseph S Fc,0,3,A
2022-01-08,Europa Point,Mons Calpe,0,10,A
2022-01-09,Europa,Glacis United,2,1,H
2022-01-09,Lynx,Lions Gibraltar,0,0,D
2022-01-14,Glacis United,Lynx,3,1,H
2022-01-15,Mons Calpe,Europa,1,3,A
2022-01-15,St Joseph S Fc,Europa Point,6,0,H
2022-01-16,Lincoln Red Imps FC,College 1975,4,0,H
2022-01-16,Magpies,Manchester 62,4,0,H
2022-01-21,College 1975,Magpies,0,2,A
2022-01-22,Europa Point,Lincoln Red Imps FC,1,5,A
2022-01-22,Europa,St Joseph S Fc,4,1,H
2022-01-23,Lynx,Mons Calpe,2,3,A
2022-01-23,Lions Gibraltar,Glacis United,0,7,A
2022-01-28,Magpies,Glacis United,3,0,H
2022-01-29,Lions Gibraltar,Europa Point,0,1,A
2022-01-30,Lincoln Red Imps FC,Europa,3,3,D
2022-02-02,St Joseph S Fc,Mons Calpe,1,1,D
2022-02-11,Mons Calpe,Magpies,0,3,A
2022-02-12,Europa,Glacis United,1,0,H
2022-02-12,Manchester 62,College 1975,2,0,H
2022-02-13,Lincoln Red Imps FC,St Joseph S Fc,3,2,H
2022-02-13,Lynx,Lions Gibraltar,2,0,H
2022-02-16,College 1975,Lynx,1,0,H
2022-02-18,Magpies,Europa,1,1,D
2022-02-19,Mons Calpe,Lincoln Red Imps FC,1,2,A
2022-02-19,Glacis United,St Joseph S Fc,2,5,A
2022-02-20,Lions Gibraltar,Manchester 62,0,0,D
2022-02-20,Europa Point,Lynx,0,3,A
2022-02-25,Lincoln Red Imps FC,Magpies,1,0,H
2022-02-26,St Joseph S Fc,Europa,1,2,A
2022-02-26,College 1975,Lions Gibraltar,1,0,H
2022-02-27,Glacis United,Mons Calpe,1,0,H
2022-02-27,Manchester 62,Europa Point,2,2,D
2022-03-04,Magpies,St Joseph S Fc,1,0,H
2022-03-05,Europa,Mons Calpe,3,2,H
2022-03-05,Lynx,Manchester 62,1,4,A
2022-03-06,Lincoln Red Imps FC,Glacis United,1,0,H
2022-03-06,Europa Point,College 1975,2,1,H
2022-03-13,Lynx,College 1975,0,2,A
2022-03-14,Europa Point,Lions Gibraltar,1,1,D
2022-03-16,College 1975,Manchester 62,1,1,D
2022-03-17,Lions Gibraltar,Lynx,4,2,H
2022-04-05,Mons Calpe,St Joseph S Fc,1,4,A
2022-04-06,Europa,Lincoln Red Imps FC,0,2,A
2022-04-07,Glacis United,Magpies,0,3,A
2022-04-08,Manchester 62,Lions Gibraltar,1,1,D
2022-04-09,Lynx,Europa Point,0,2,A
2022-04-12,Magpies,Mons Calpe,1,0,H
2022-04-12,Glacis United,Europa,1,2,A
2022-04-13,St Joseph S Fc,Lincoln Red Imps FC,1,2,A
2022-04-16,Europa,Magpies,3,1,H
2022-04-16,Lincoln Red Imps FC,Mons Calpe,4,2,H
2022-04-17,St Joseph S Fc,Glacis United,2,1,H
2022-04-17,Europa Point,Manchester 62,0,4,A
2022-04-22,Lions Gibraltar,College 1975,1,1,D
2022-04-23,Magpies,Lincoln Red Imps FC,2,4,A
2022-04-23,Manchester 62,Lynx,0,2,A
2022-04-24,Europa,St Joseph S Fc,2,3,A
2022-04-25,Mons Calpe,Glacis United,2,0,H
2022-04-26,College 1975,Europa Point,5,1,H
2022-04-29,St Joseph S Fc,Magpies,1,3,A
