Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA
31/07/2026,LASK,Grazer AK,3,0,H,,,
01/08/2026,Tirol,Sturm Graz,1,1,D,,,
01/08/2026,Salzburg,Hartberg,1,0,H,,,
02/08/2026,A. Lustenau,Ried,1,1,D,,,
02/08/2026,Wolfsberger AC,Austria Vienna,3,0,H,,,
02/08/2026,SK Rapid,Altach,1,0,H,,,
07/08/2026,Altach,Tirol,3,1,H,,,
08/08/2026,Grazer AK,A. Lustenau,2,1,H,,,
08/08/2026,Hartberg,Sturm Graz,0,2,A,,,
09/08/2026,Ried,SK Rapid,1,2,A,,,
09/08/2026,Wolfsberger AC,Salzburg,1,1,D,,,
09/08/2026,Austria Vienna,LASK,0,2,A,,,
14/08/2026,LASK,Ried,4,1,H,,,
15/08/2026,A. Lustenau,Wolfsberger AC,2,1,H,,,
15/08/2026,Sturm Graz,Altach,1,0,H,,,
16/08/2026,Hartberg,Austria Vienna,0,2,A,,,
16/08/2026,Tirol,Salzburg,0,3,A,,,
16/08/2026,SK Rapid,Grazer AK,8,0,H,,,
