Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA
24/07/2026,Viborg,Odense,1,0,H,,,
25/07/2026,Aarhus,Brondby,1,1,D,,,
26/07/2026,Sonderjyske,Midtjylland,2,3,A,,,
26/07/2026,FC Copenhagen,Lyngby,3,2,H,,,
26/07/2026,Horsens,Nordsjaelland,1,1,D,,,
27/07/2026,Randers FC,Silkeborg,1,1,D,,,
01/08/2026,Lyngby,Aarhus,2,2,D,,,
02/08/2026,Midtjylland,Horsens,2,1,H,,,
02/08/2026,Nordsjaelland,Randers FC,1,0,H,,,
02/08/2026,Brondby,Viborg,1,0,H,,,
02/08/2026,Silkeborg,FC Copenhagen,1,3,A,,,
03/08/2026,Odense,Sonderjyske,1,0,H,,,
07/08/2026,Sonderjyske,Viborg,0,0,D,,,
09/08/2026,Randers FC,Lyngby,2,0,H,,,
09/08/2026,Horsens,Brondby,0,2,A,,,
10/08/2026,Silkeborg,Odense,1,0,H,,,
14/08/2026,Viborg,Aarhus,2,1,H,,,
16/08/2026,Nordsjaelland,Silkeborg,1,0,H,,,
16/08/2026,Odense,Horsens,1,2,A,,,
16/08/2026,Lyngby,Midtjylland,1,1,D,,,
16/08/2026,Randers FC,FC Copenhagen,0,4,A,,,
17/08/2026,Brondby,Sonderjyske,3,2,H,,,
23/08/2026,Sonderjyske,Nordsjaelland,0,3,A,,,
23/08/2026,Aarhus,Odense,2,2,D,,,
23/08/2026,Midtjylland,Randers FC,1,0,H,,,
23/08/2026,Horsens,Lyngby,2,1,H,,,
23/08/2026,Viborg,FC Copenhagen,4,0,H,,,
24/08/2026,Brondby,Silkeborg,3,1,H,,,
28/08/2026,Horsens,Viborg,2,3,A,,,
30/08/2026,Lyngby,Odense,1,1,D,,,
30/08/2026,Silkeborg,Midtjylland,1,1,D,,,
30/08/2026,Randers FC,Aarhus,2,1,H,,,
30/08/2026,Nordsjaelland,Brondby,3,1,H,,,
31/08/2026,FC Copenhagen,Sonderjyske,3,1,H,,,
02/09/2026,Aarhus,Midtjylland,0,2,A,,,
03/09/2026,FC Copenhagen,Nordsjaelland,2,0,H,,,
04/09/2026,Viborg,Lyngby,0,2,A,,,
05/09/2026,Aarhus,Silkeborg,2,2,D,,,
06/09/2026,Sonderjyske,Horsens,2,5,A,,,
06/09/2026,Odense,FC Copenhagen,0,5,A,,,
06/09/2026,Brondby,Randers FC,0,3,A,,,
07/09/2026,Midtjylland,Nordsjaelland,2,2,D,,,
