Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA
15/07/2022,Rakow,Warta Poznan,1,0,H,1.45,4.34,9
15/07/2022,Zaglebie,Slask Wroclaw,0,0,D,2.36,3.4,3.22
16/07/2022,Lech Poznan,Stal Mielec,0,2,A,1.34,5.93,8.49
16/07/2022,Jagiellonia,Piast Gliwice,2,0,H,2.76,3.18,2.86
16/07/2022,Korona Kielce,Legia,1,1,D,5.38,4.11,1.66
17/07/2022,Radomiak Radom,Legnica,1,1,D,2.28,3.26,3.54
17/07/2022,Wisla Plock,Lechia Gdansk,3,0,H,2.54,3.58,2.82
17/07/2022,Pogon Szczecin,Widzew Lodz,2,1,H,1.45,4.61,8.01
18/07/2022,Gornik Z.,Cracovia,0,2,A,2.52,3.43,2.95
22/07/2022,Warta Poznan,Wisla Plock,0,4,A,2.6,3.14,3.08
22/07/2022,Jagiellonia,Widzew Lodz,0,2,A,1.91,3.7,4.25
23/07/2022,Cracovia,Korona Kielce,2,0,H,1.64,3.92,6
23/07/2022,Legia,Zaglebie,2,0,H,1.64,4.09,5.67
24/07/2022,Slask Wroclaw,Pogon Szczecin,2,1,H,3.44,3.51,2.21
25/07/2022,Stal Mielec,Radomiak Radom,1,1,D,3.18,3.28,2.45
29/07/2022,Piast Gliwice,Zaglebie,0,1,A,2.13,3.38,3.8
29/07/2022,Cracovia,Legia,3,0,H,2.88,3.18,2.73
30/07/2022,Radomiak Radom,Gornik Z.,0,3,A,2.42,3.41,3.13
30/07/2022,Legnica,Warta Poznan,1,2,A,2.54,2.98,3.34
31/07/2022,Pogon Szczecin,Jagiellonia,1,0,H,1.56,4.37,6.21
31/07/2022,Lech Poznan,Wisla Plock,1,3,A,1.83,3.9,4.43
31/07/2022,Rakow,Stal Mielec,3,2,H,1.31,5.74,10.91
31/07/2022,Widzew Lodz,Lechia Gdansk,2,3,A,2.64,3.57,2.72
01/08/2022,Korona Kielce,Slask Wroclaw,3,1,H,3.18,3.34,2.42
05/08/2022,Stal Mielec,Cracovia,2,0,H,4.15,3.52,1.98
05/08/2022,Legia,Piast Gliwice,2,0,H,2.18,3.38,3.66
06/08/2022,Lechia Gdansk,Korona Kielce,0,1,A,1.58,4.54,5.63
06/08/2022,Jagiellonia,Radomiak Radom,1,2,A,2.32,3.42,3.29
06/08/2022,Slask Wroclaw,Widzew Lodz,0,0,D,2.23,3.47,3.43
07/08/2022,Warta Poznan,Pogon Szczecin,1,2,A,3.86,3.38,2.11
07/08/2022,Zaglebie,Lech Poznan,1,1,D,3.09,3.66,2.32
07/08/2022,Gornik Z.,Rakow,1,0,H,3.03,3.47,2.44
08/08/2022,Wisla Plock,Legnica,4,1,H,1.75,3.79,5.13
12/08/2022,Legnica,Zaglebie,0,1,A,3.14,3.4,2.41
12/08/2022,Widzew Lodz,Legia,1,2,A,3.47,3.54,2.19
13/08/2022,Cracovia,Piast Gliwice,0,1,A,2.29,3.12,3.7
13/08/2022,Gornik Z.,Stal Mielec,1,3,A,1.68,4.18,5.07
13/08/2022,Pogon Szczecin,Wisla Plock,2,2,D,1.99,3.78,3.84
14/08/2022,Radomiak Radom,Lechia Gdansk,4,1,H,1.83,3.96,4.33
14/08/2022,Rakow,Jagiellonia,2,2,D,1.62,4.03,6.06
14/08/2022,Lech Poznan,Slask Wroclaw,0,1,A,1.81,3.8,4.7
15/08/2022,Korona Kielce,Warta Poznan,0,1,A,3.15,3.15,2.55
19/08/2022,Jagiellonia,Legnica,2,1,H,2.12,3.53,3.66
19/08/2022,Legia,Gornik Z.,2,2,D,1.71,4.05,5.02
20/08/2022,Wisla Plock,Korona Kielce,2,1,H,1.62,4.04,6.04
20/08/2022,Slask Wroclaw,Cracovia,1,1,D,2.85,3.2,2.74
20/08/2022,Warta Poznan,Widzew Lodz,0,1,A,2.37,3.32,3.29
21/08/2022,Zaglebie,Radomiak Radom,0,1,A,2.54,3.41,2.94
21/08/2022,Piast Gliwice,Stal Mielec,4,0,H,1.74,3.72,5.27
26/08/2022,Gornik Z.,Jagiellonia,1,1,D,2.16,3.62,3.46
26/08/2022,Stal Mielec,Legia,0,1,A,3.86,3.68,2.01
27/08/2022,Radomiak Radom,Korona Kielce,0,2,A,1.75,3.61,5.51
27/08/2022,Legnica,Lechia Gdansk,2,1,H,2.22,3.58,3.36
27/08/2022,Pogon Szczecin,Zaglebie,3,0,H,1.84,3.65,4.71
27/08/2022,Widzew Lodz,Wisla Plock,2,1,H,2.48,3.55,2.92
28/08/2022,Cracovia,Warta Poznan,0,2,A,2.12,3.17,4.15
