Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA
24/02/2017,Bohemians,Derry City,1,4,A,4.19,3.25,2.09
24/02/2017,Galway,Drogheda,0,1,A,2.11,3.37,3.94
24/02/2017,Limerick,Sligo Rovers,5,1,H,2.02,3.51,4.08
24/02/2017,St. Patricks,Bray,1,2,A,2.44,3.25,3.26
24/02/2017,Dundalk,Shamrock Rovers,2,1,H,2.02,3.34,4.34
24/02/2017,Finn Harps,Cork City,0,1,A,10.48,4.6,1.4
03/03/2017,Shamrock Rovers,Bohemians,2,1,H,1.54,4.01,7.85
03/03/2017,Bray,Finn Harps,5,3,H,1.5,4.03,9.06
03/03/2017,Cork City,Galway,4,0,H,1.34,5.54,10.02
03/03/2017,Drogheda,St. Patricks,2,0,H,3.64,3.29,2.24
04/03/2017,Sligo Rovers,Dundalk,0,4,A,6.19,4.18,1.6
10/03/2017,Bohemians,Bray,3,2,H,4.2,3.46,2.01
10/03/2017,Dundalk,Limerick,1,0,H,1.31,6.21,10.1
10/03/2017,Sligo Rovers,St. Patricks,1,1,D,2.82,3.21,2.78
10/03/2017,Drogheda,Cork City,1,4,A,8.07,4.53,1.47
10/03/2017,Finn Harps,Galway,1,1,D,2.97,3.27,2.61
10/03/2017,Shamrock Rovers,Derry City,0,1,A,2.05,3.41,4.09
13/03/2017,Galway,Shamrock Rovers,1,2,A,5.06,3.44,1.86
13/03/2017,Bray,Drogheda,2,1,H,1.63,3.98,6.24
13/03/2017,Cork City,Sligo Rovers,2,1,H,1.22,7,15.5
13/03/2017,Derry City,Dundalk,3,1,H,4.37,3.4,1.99
13/03/2017,Limerick,Bohemians,0,1,A,1.59,4.45,5.83
13/03/2017,St. Patricks,Finn Harps,1,2,A,1.56,4.18,6.89
17/03/2017,Shamrock Rovers,Cork City,1,2,A,3.98,3.26,2.14
17/03/2017,Bohemians,Galway,1,1,D,2.4,3.39,3.19
18/03/2017,Limerick,Finn Harps,1,1,D,1.48,4.82,7.16
18/03/2017,Derry City,Drogheda,4,0,H,1.5,4.34,7.85
18/03/2017,Dundalk,St. Patricks,3,0,H,1.36,5.28,9.95
18/03/2017,Sligo Rovers,Bray,3,2,H,3.24,3.52,2.32
25/03/2017,Cork City,Dundalk,2,1,H,2.36,3.26,3.41
25/03/2017,St. Patricks,Shamrock Rovers,2,1,H,3.99,3.36,2.1
25/03/2017,Drogheda,Bohemians,0,1,A,2.86,3.21,2.75
25/03/2017,Bray,Limerick,0,1,A,2.14,3.7,3.49
25/03/2017,Finn Harps,Sligo Rovers,2,1,H,3,3.21,2.63
31/03/2017,Dundalk,Drogheda,3,1,H,1.23,6.82,14.83
31/03/2017,Bohemians,St. Patricks,0,4,A,3.13,3.39,2.44
31/03/2017,Derry City,Bray,2,3,A,1.7,4.02,5.32
31/03/2017,Limerick,Cork City,0,3,A,5.22,4.18,1.68
31/03/2017,Shamrock Rovers,Finn Harps,3,2,H,1.56,4.2,6.88
03/04/2017,Galway,Sligo Rovers,1,1,D,2.34,3.34,3.35
07/04/2017,Cork City,Derry City,3,0,H,1.51,4.24,7.81
07/04/2017,Bray,Galway,1,0,H,1.73,4.01,5.05
07/04/2017,Drogheda,Shamrock Rovers,2,1,H,6.2,4.08,1.62
07/04/2017,St. Patricks,Limerick,0,2,A,2.3,3.48,3.29
07/04/2017,Finn Harps,Dundalk,0,2,A,9.22,4.88,1.4
08/04/2017,Sligo Rovers,Bohemians,2,0,H,1.94,3.55,4.39
14/04/2017,Bohemians,Cork City,0,2,A,9.02,5.01,1.4
14/04/2017,Derry City,Finn Harps,0,2,A,1.58,4.36,6.12
14/04/2017,Dundalk,Bray,1,3,A,1.43,5.03,7.8
14/04/2017,Galway,St. Patricks,1,1,D,2.94,3.33,2.6
14/04/2017,Shamrock Rovers,Sligo Rovers,1,0,H,1.63,3.98,6.21
15/04/2017,Limerick,Drogheda,3,0,H,1.44,4.95,7.86
21/04/2017,Bray,Shamrock Rovers,4,2,H,2.79,3.4,2.68
21/04/2017,Dundalk,Bohemians,2,0,H,1.29,6.05,12.05
21/04/2017,Limerick,Galway,1,1,D,1.6,4.55,5.54
21/04/2017,St. Patricks,Cork City,0,3,A,7.68,4.49,1.49
21/04/2017,Finn Harps,Drogheda,0,2,A,2.27,3.28,3.57
22/04/2017,Sligo Rovers,Derry City,1,1,D,3.3,3.41,2.33
25/04/2017,Derry City,Limerick,1,1,D,2.53,3.45,2.94
28/04/2017,Bohemians,Finn Harps,2,0,H,2.24,3.22,3.73
28/04/2017,Cork City,Bray,2,1,H,1.54,4.49,6.6
28/04/2017,Derry City,St. Patricks,2,2,D,1.98,3.69,4.01
28/04/2017,Drogheda,Sligo Rovers,1,1,D,2.93,3.33,2.61
28/04/2017,Galway,Dundalk,2,1,H,6.16,4.08,1.62
28/04/2017,Shamrock Rovers,Limerick,1,1,D,2.24,3.61,3.32
05/05/2017,Bray,St. Patricks,1,1,D,1.9,3.89,4.15
05/05/2017,Cork City,Finn Harps,5,0,H,1.18,7.55,20.63
05/05/2017,Derry City,Bohemians,2,0,H,1.62,4.12,6.06
05/05/2017,Drogheda,Galway,2,2,D,2.98,3.23,2.63
05/05/2017,Shamrock Rovers,Dundalk,2,1,H,4.41,3.53,1.94
06/05/2017,Sligo Rovers,Limerick,3,0,H,3.66,3.6,2.11
08/05/2017,Galway,Derry City,0,0,D,3.24,3.45,2.34
12/05/2017,Bohemians,Shamrock Rovers,0,2,A,4.68,3.61,1.87
12/05/2017,Dundalk,Sligo Rovers,4,0,H,1.44,5.08,7.45
12/05/2017,Galway,Cork City,1,1,D,8.03,4.73,1.45
12/05/2017,St. Patricks,Drogheda,2,0,H,1.68,3.98,5.55
12/05/2017,Finn Harps,Bray,0,3,A,4.15,3.78,1.93
13/05/2017,Limerick,Derry City,1,1,D,2.58,3.41,2.9
19/05/2017,Bray,Bohemians,1,2,A,1.69,3.97,5.51
19/05/2017,Cork City,Drogheda,5,0,H,1.18,8.09,18.83
19/05/2017,Derry City,Shamrock Rovers,3,1,H,2.72,3.41,2.75
19/05/2017,Galway,Finn Harps,2,1,H,1.85,3.63,4.81
19/05/2017,Limerick,Dundalk,0,3,A,5.89,4.29,1.61
19/05/2017,St. Patricks,Sligo Rovers,1,1,D,1.64,4.02,5.97
22/05/2017,Sligo Rovers,Cork City,1,2,A,8.65,5.14,1.4
22/05/2017,Finn Harps,St. Patricks,3,1,H,4.8,3.82,1.8
22/05/2017,Shamrock Rovers,Galway,2,0,H,1.59,4.2,6.35
23/05/2017,Bohemians,Limerick,1,2,A,2.55,3.33,3
23/05/2017,Drogheda,Bray,0,0,D,5.41,4.41,1.63
23/05/2017,Dundalk,Derry City,0,0,D,1.66,4.28,5.29
26/05/2017,Bray,Sligo Rovers,2,2,D,1.72,4,5.17
26/05/2017,Cork City,Shamrock Rovers,4,1,H,1.47,4.55,7.98
26/05/2017,Drogheda,Derry City,0,0,D,6.36,3.71,1.67
26/05/2017,Galway,Bohemians,1,2,A,2.16,3.31,3.84
26/05/2017,St. Patricks,Dundalk,0,2,A,5.97,4.43,1.58
26/05/2017,Finn Harps,Limerick,3,2,H,3.62,3.3,2.25
30/05/2017,Shamrock Rovers,Bray,2,0,H,1.96,3.88,3.88
02/06/2017,Dundalk,Cork City,0,3,A,2.46,3.44,3.05
02/06/2017,Bohemians,Drogheda,0,0,D,1.86,3.43,5.07
02/06/2017,Derry City,Galway,2,1,H,1.69,3.9,5.61
02/06/2017,Limerick,Bray,5,3,H,2.28,3.7,3.16
02/06/2017,Sligo Rovers,Finn Harps,0,0,D,1.92,3.68,4.29
02/06/2017,Shamrock Rovers,St. Patricks,1,1,D,1.83,3.66,4.92
16/06/2017,Bray,Derry City,3,2,H,3.06,3.58,2.39
16/06/2017,Drogheda,Dundalk,0,6,A,11.14,5.97,1.3
16/06/2017,St. Patricks,Bohemians,1,3,A,2.06,3.46,3.98
16/06/2017,Cork City,Limerick,4,1,H,1.19,7.95,18
16/06/2017,Finn Harps,Shamrock Rovers,0,1,A,4.04,3.6,2
17/06/2017,Sligo Rovers,Galway,1,1,D,2.45,3.44,3.06
23/06/2017,Bohemians,Sligo Rovers,2,0,H,2.6,3.33,2.94
23/06/2017,Derry City,Cork City,1,2,A,5.19,4.17,1.69
23/06/2017,Galway,Bray,1,2,A,3.04,3.65,2.37
23/06/2017,Dundalk,Finn Harps,4,0,H,1.16,8.7,21.05
23/06/2017,Shamrock Rovers,Drogheda,4,1,H,1.36,5.29,9.95
24/06/2017,Limerick,St. Patricks,2,2,D,2.14,3.73,3.45
26/06/2017,Dundalk,Galway,2,0,H,1.21,7.25,17.62
30/06/2017,Bray,Dundalk,0,3,A,5.44,4.42,1.63
30/06/2017,Drogheda,Limerick,0,2,A,4.94,4.12,1.72
30/06/2017,St. Patricks,Galway,1,1,D,1.92,3.76,4.19
02/07/2017,Sligo Rovers,Shamrock Rovers,1,0,H,3.86,3.57,2.06
05/07/2017,Bohemians,Dundalk,0,1,A,11.68,5.37,1.33
07/07/2017,Drogheda,Finn Harps,0,2,A,3.19,3.31,2.44
07/07/2017,Galway,Limerick,3,1,H,2.54,3.57,2.84
09/07/2017,Cork City,St. Patricks,1,0,H,1.26,6.46,13.53
09/07/2017,Derry City,Sligo Rovers,4,0,H,1.85,3.85,4.48
14/07/2017,St. Patricks,Derry City,2,1,H,3.25,3.66,2.25
14/07/2017,Finn Harps,Bohemians,2,1,H,2.83,3.13,2.84
15/07/2017,Sligo Rovers,Drogheda,1,1,D,1.56,4.32,6.63
16/07/2017,Bray,Cork City,0,2,A,6.27,4.75,1.53
21/07/2017,Bohemians,Derry City,0,1,A,4.54,3.63,1.88
21/07/2017,Galway,Drogheda,4,1,H,1.61,4.2,6.06
21/07/2017,St. Patricks,Bray,3,1,H,2.17,3.69,3.41
22/07/2017,Limerick,Sligo Rovers,0,0,D,1.85,3.77,4.51
23/07/2017,Dundalk,Shamrock Rovers,0,1,A,1.55,4.34,6.71
24/07/2017,Finn Harps,Derry City,0,2,A,4.8,3.52,1.88
28/07/2017,Bray,Finn Harps,2,3,A,2.06,3.59,3.83
28/07/2017,Cork City,Galway,2,1,H,1.31,5.58,12.27
28/07/2017,Drogheda,St. Patricks,0,1,A,5.63,4.17,1.65
28/07/2017,Shamrock Rovers,Bohemians,1,2,A,1.59,4.16,6.37
29/07/2017,Sligo Rovers,Dundalk,1,1,D,6.9,4.63,1.51
30/07/2017,Derry City,Limerick,3,0,H,1.63,4.27,5.7
31/07/2017,Cork City,Bohemians,0,1,A,1.26,6.34,13.63
04/08/2017,Bohemians,Bray,0,0,D,2,3.67,3.96
04/08/2017,Drogheda,Cork City,0,1,A,17.3,7.4,1.2
04/08/2017,Dundalk,Limerick,3,0,H,1.28,6.16,12.73
04/08/2017,Finn Harps,Galway,1,3,A,2.5,3.22,3.18
04/08/2017,Shamrock Rovers,Derry City,0,2,A,2.29,3.38,3.41
05/08/2017,Sligo Rovers,St. Patricks,1,1,D,3.2,3.24,2.47
15/08/2017,Limerick,Shamrock Rovers,0,2,A,4.64,3.87,1.81
15/08/2017,Sligo Rovers,Bray,0,0,D,2.56,3.51,2.86
18/08/2017,Cork City,Sligo Rovers,0,1,A,1.31,5.67,11.52
18/08/2017,Bray,Drogheda,2,1,H,1.6,3.95,6.76
18/08/2017,Galway,Shamrock Rovers,1,2,A,4.09,3.41,2.05
18/08/2017,St. Patricks,Finn Harps,4,0,H,1.72,3.92,5.3
19/08/2017,Limerick,Bohemians,1,0,H,2.39,3.35,3.24
20/08/2017,Derry City,Dundalk,0,4,A,4.05,3.62,1.99
21/08/2017,Finn Harps,Cork City,0,1,A,7.9,4.16,1.52
01/09/2017,Bohemians,Galway,1,1,D,2.73,3.27,2.84
01/09/2017,Dundalk,St. Patricks,6,0,H,1.46,4.77,7.6
01/09/2017,Limerick,Finn Harps,0,2,A,1.98,3.46,4.32
01/09/2017,Shamrock Rovers,Cork City,3,1,H,3.36,3.3,2.36
15/09/2017,Bray,Limerick,1,1,D,2.89,3.59,2.5
15/09/2017,Drogheda,Bohemians,1,4,A,4.78,3.55,1.87
15/09/2017,Galway,Derry City,2,1,H,3.51,3.72,2.12
16/09/2017,Finn Harps,Sligo Rovers,1,2,A,2.98,3.1,2.72
22/09/2017,Bohemians,St. Patricks,3,2,H,3.22,3.37,2.39
22/09/2017,Derry City,Bray,0,5,A,1.52,4.61,6.78
22/09/2017,Dundalk,Drogheda,3,0,H,1.08,15.9,28.56
22/09/2017,Galway,Sligo Rovers,3,1,H,2.15,3.56,3.6
22/09/2017,Limerick,Cork City,2,1,H,6.1,4.75,1.54
22/09/2017,Shamrock Rovers,Finn Harps,4,1,H,1.49,4.58,7.43
25/09/2017,Cork City,Dundalk,1,1,D,3.38,3.51,2.25
25/09/2017,St. Patricks,Shamrock Rovers,2,0,H,3.44,3.72,2.15
29/09/2017,Derry City,Drogheda,2,1,H,1.19,7.76,19.15
07/10/2017,Bray,Galway,3,3,D,2.96,3.76,2.38
07/10/2017,Drogheda,Shamrock Rovers,0,2,A,9.62,5.63,1.35
