Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA
23/07/2021,Termalica B-B.,Stal Mielec,1,1,D,2.39,3.35,3.22
23/07/2021,Lech Poznan,Radomiak Radom,0,0,D,1.66,3.83,6.03
24/07/2021,Leczna,Cracovia,1,1,D,3.64,3.3,2.22
24/07/2021,Jagiellonia,Lechia Gdansk,1,1,D,2.53,3.46,2.91
24/07/2021,Legia,Wisla Plock,1,0,H,2.27,3.44,3.36
25/07/2021,Piast Gliwice,Rakow,2,3,A,2.99,3.21,2.62
25/07/2021,Slask Wroclaw,Warta Poznan,2,2,D,2.32,3.28,3.43
25/07/2021,Pogon Szczecin,Gornik Z.,2,0,H,2.04,3.37,4.15
26/07/2021,Wisla,Zaglebie,3,0,H,1.99,3.77,3.82
30/07/2021,Zaglebie,Leczna,3,1,H,1.65,4.08,5.56
30/07/2021,Gornik Z.,Lech Poznan,1,3,A,3.9,3.54,2.04
31/07/2021,Stal Mielec,Piast Gliwice,0,2,A,3.7,3.38,2.17
31/07/2021,Termalica B-B.,Wisla,2,2,D,2.56,3.41,2.91
31/07/2021,Radomiak Radom,Legia,3,1,H,3.14,3.29,2.47
01/08/2021,Warta Poznan,Pogon Szczecin,1,1,D,3.82,3.12,2.24
01/08/2021,Cracovia,Slask Wroclaw,1,2,A,2.17,3.33,3.74
01/08/2021,Jagiellonia,Rakow,3,0,H,2.35,3.62,3.07
02/08/2021,Lechia Gdansk,Wisla Plock,1,0,H,2.28,3.43,3.35
06/08/2021,Leczna,Warta Poznan,0,4,A,2.79,3.22,2.79
06/08/2021,Lech Poznan,Cracovia,2,0,H,1.61,4.03,6.14
07/08/2021,Jagiellonia,Termalica B-B.,1,0,H,2.34,3.4,3.26
07/08/2021,Gornik Z.,Stal Mielec,1,0,H,2.11,3.49,3.73
08/08/2021,Pogon Szczecin,Piast Gliwice,1,0,H,2.03,3.39,4.16
08/08/2021,Wisla,Rakow,1,2,A,2.91,3.5,2.51
