Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA
19/07/2024,Aarhus,Midtjylland,1,1,D,2.57,3.57,2.71
19/07/2024,Nordsjaelland,Aalborg,3,0,H,1.41,5.12,7.06
21/07/2024,Silkeborg,Sonderjyske,1,0,H,2.31,3.35,3.25
21/07/2024,Vejle,Randers FC,2,3,A,3.66,3.45,2.1
21/07/2024,Viborg,Brondby,3,3,D,3.89,3.58,1.98
22/07/2024,Lyngby,FC Copenhagen,0,2,A,7.36,4.85,1.42
26/07/2024,Sonderjyske,Lyngby,1,1,D,2.01,3.42,4
27/07/2024,Nordsjaelland,Midtjylland,2,2,D,1.93,3.92,3.73
28/07/2024,Randers FC,Viborg,3,1,H,2.15,3.55,3.42
28/07/2024,Aalborg,Silkeborg,2,1,H,2.94,3.48,2.43
28/07/2024,FC Copenhagen,Aarhus,3,2,H,1.72,4.02,4.69
29/07/2024,Brondby,Vejle,2,1,H,1.42,5.09,6.91
02/08/2024,Aarhus,Sonderjyske,4,0,H,1.66,3.89,5.46
03/08/2024,Midtjylland,Aalborg,2,0,H,1.55,4.68,5.41
04/08/2024,Silkeborg,Viborg,3,2,H,1.84,3.94,4.1
04/08/2024,FC Copenhagen,Randers FC,1,1,D,1.66,4.21,4.89
04/08/2024,Lyngby,Brondby,0,2,A,5.36,4.17,1.62
05/08/2024,Vejle,Nordsjaelland,0,1,A,4.18,3.99,1.81
09/08/2024,Midtjylland,Vejle,2,0,H,1.54,4.54,5.71
11/08/2024,Nordsjaelland,Lyngby,1,1,D,1.36,5.07,8.7
11/08/2024,Randers FC,Silkeborg,0,2,A,1.83,3.72,4.39
11/08/2024,Brondby,Aarhus,0,1,A,2.34,3.58,3
11/08/2024,Sonderjyske,FC Copenhagen,0,2,A,5.63,4.29,1.58
12/08/2024,Viborg,Aalborg,2,3,A,1.83,3.95,4.11
16/08/2024,Lyngby,Midtjylland,1,2,A,3.98,3.8,1.93
18/08/2024,Randers FC,Sonderjyske,1,2,A,1.92,3.76,4.05
18/08/2024,Silkeborg,Nordsjaelland,4,1,H,3.48,3.72,2.09
18/08/2024,FC Copenhagen,Viborg,1,1,D,1.59,4.42,5.52
18/08/2024,Aalborg,Brondby,0,4,A,4.08,4.06,1.83
19/08/2024,Aarhus,Vejle,5,1,H,1.56,4.32,6.14
23/08/2024,Aalborg,Aarhus,0,4,A,4.15,3.87,1.87
24/08/2024,Midtjylland,Sonderjyske,3,2,H,1.65,4.38,4.91
25/08/2024,Vejle,Silkeborg,1,3,A,3.14,3.55,2.31
25/08/2024,Nordsjaelland,FC Copenhagen,3,2,H,2.73,3.7,2.52
