Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA
01/08/2025,LASK,Sturm Graz,0,2,A,2.36,3.61,3
02/08/2025,Tirol,Hartberg,4,2,H,2.71,3.3,2.78
02/08/2025,Wolfsberger AC,Altach,0,2,A,1.91,3.77,4.07
02/08/2025,Ried,Salzburg,2,2,D,5.1,4.18,1.66
03/08/2025,Grazer AK,Austria Vienna,2,2,D,3.76,3.73,2
03/08/2025,SK Rapid,BW Linz,1,0,H,1.93,3.54,3.81
09/08/2025,Altach,Ried,1,0,H,2.26,2.86,4.12
09/08/2025,BW Linz,Hartberg,0,1,A,2.05,3.48,3.87
09/08/2025,Salzburg,Grazer AK,5,0,H,1.35,5.2,9.64
10/08/2025,Austria Vienna,Wolfsberger AC,0,2,A,2,3.65,3.85
10/08/2025,Sturm Graz,SK Rapid,1,2,A,2.16,3.63,3.38
10/08/2025,Tirol,LASK,3,1,H,3.48,3.58,2.14
16/08/2025,Grazer AK,Tirol,1,1,D,2.25,3.79,3.07
16/08/2025,Hartberg,Salzburg,1,2,A,6.75,4.64,1.48
16/08/2025,Ried,Sturm Graz,1,3,A,4.37,3.85,1.83
17/08/2025,LASK,Austria Vienna,2,1,H,2.62,3.78,2.59
17/08/2025,SK Rapid,Altach,0,0,D,1.98,3.67,3.87
17/08/2025,Wolfsberger AC,BW Linz,3,0,H,1.96,3.65,3.99
23/08/2025,BW Linz,Ried,0,2,A,2.28,3.29,3.44
23/08/2025,Salzburg,LASK,3,0,H,1.62,4.42,5.15
24/08/2025,Altach,Grazer AK,1,1,D,2,3.44,4.1
24/08/2025,Austria Vienna,Hartberg,1,3,A,1.69,4.17,4.83
24/08/2025,Wolfsberger AC,SK Rapid,1,2,A,2.61,3.56,2.71
30/08/2025,LASK,Ried,1,3,A,2,3.61,3.87
30/08/2025,Salzburg,BW Linz,2,2,D,1.29,5.87,10.88
30/08/2025,Grazer AK,Sturm Graz,0,3,A,5.36,4.25,1.63
31/08/2025,Austria Vienna,Altach,1,0,H,2.07,3.49,3.78
31/08/2025,Hartberg,SK Rapid,0,1,A,4.83,4.05,1.71
