Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2019-08-02,Beerschot VA,Lokeren,1,0,H
2019-08-03,OH Leuven,Excelsior Virton,1,0,H
2019-08-03,Lommel United,KVC Westerlo,0,2,A
2019-08-04,Union St. Gilloise,Roeselare,3,0,H
2019-08-09,KVC Westerlo,OH Leuven,1,0,H
2019-08-10,Roeselare,Beerschot VA,1,1,D
2019-08-10,Excelsior Virton,Union St. Gilloise,0,1,A
2019-08-11,Lokeren,Lommel United,0,0,D
2019-08-16,OH Leuven,Beerschot VA,3,0,H
2019-08-17,Lommel United,Excelsior Virton,0,3,A
2019-08-17,KVC Westerlo,Roeselare,4,1,H
2019-08-18,Union St. Gilloise,Lokeren,3,1,H
2019-08-30,Beerschot VA,Union St. Gilloise,1,0,H
2019-08-31,Lokeren,OH Leuven,0,2,A
2019-08-31,Roeselare,Lommel United,1,1,D
2019-09-01,Excelsior Virton,KVC Westerlo,1,0,H
2019-09-06,Lommel United,Union St. Gilloise,2,2,D
2019-09-07,KVC Westerlo,Beerschot VA,2,0,H
2019-09-07,OH Leuven,Roeselare,4,0,H
2019-09-08,Excelsior Virton,Lokeren,4,0,H
2019-09-13,Lokeren,KVC Westerlo,1,1,D
2019-09-14,Union St. Gilloise,OH Leuven,1,1,D
2019-09-14,Beerschot VA,Lommel United,2,0,H
2019-09-15,Roeselare,Excelsior Virton,0,5,A
2019-09-20,Lokeren,Roeselare,2,0,H
2019-09-21,Excelsior Virton,Beerschot VA,3,0,H
2019-09-21,KVC Westerlo,Union St. Gilloise,1,2,A
2019-09-22,OH Leuven,Lommel United,1,0,H
2019-09-27,Roeselare,KVC Westerlo,0,2,A
2019-09-28,Union St. Gilloise,Excelsior Virton,2,1,H
2019-09-28,Beerschot VA,OH Leuven,1,2,A
2019-09-29,Lommel United,Lokeren,1,1,D
2019-10-04,Lommel United,Roeselare,2,1,H
2019-10-05,KVC Westerlo,Excelsior Virton,0,1,A
2019-10-05,OH Leuven,Lokeren,2,3,A
