Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2022-08-06,Struga,Pobeda,3,0,H
2022-08-07,Akademija Pandev,Bregalnica Stip,1,2,A
2022-08-07,Sileks,FK Rabotnicki,2,0,H
2022-08-13,Shkupi 1927,Makedonija GjP,2,1,H
2022-08-14,Shkendija,Sileks,1,1,D
2022-08-14,FK Rabotnicki,Akademija Pandev,0,5,A
2022-08-14,Pobeda,Tikves,0,1,A
2022-08-14,Bregalnica Stip,Struga,0,1,A
2022-08-17,Shkendija,Skopje,2,0,H
2022-08-20,Makedonija GjP,Pobeda,4,1,H
2022-08-21,Akademija Pandev,Shkendija,0,1,A
2022-08-21,Sileks,Skopje,3,1,H
2022-08-21,Struga,FK Rabotnicki,2,1,H
2022-08-21,Tikves,Bregalnica Stip,1,1,D
2022-08-27,Sileks,Akademija Pandev,1,1,D
2022-08-28,Shkendija,Struga,0,2,A
2022-08-28,FK Rabotnicki,Tikves,2,0,H
2022-08-28,Skopje,Shkupi 1927,0,2,A
2022-08-28,Bregalnica Stip,Makedonija GjP,1,0,H
2022-08-31,Shkupi 1927,Pobeda,1,1,D
2022-08-31,Akademija Pandev,Skopje,3,0,H
2022-08-31,Makedonija GjP,FK Rabotnicki,1,1,D
2022-08-31,Struga,Sileks,2,1,H
2022-08-31,Tikves,Shkendija,1,3,A
2022-09-04,Shkendija,Makedonija GjP,1,1,D
2022-09-04,Akademija Pandev,Struga,0,3,A
2022-09-04,Sileks,Tikves,3,2,H
2022-09-04,Skopje,Pobeda,1,0,H
2022-09-04,Bregalnica Stip,Shkupi 1927,2,0,H
2022-09-07,Tikves,Shkupi 1927,3,1,H
2022-09-10,Makedonija GjP,Sileks,0,1,A
2022-09-11,Shkupi 1927,FK Rabotnicki,5,0,H
2022-09-11,Pobeda,Bregalnica Stip,1,0,H
2022-09-11,Struga,Skopje,3,0,H
2022-09-11,Tikves,Akademija Pandev,2,1,H
2022-09-17,Shkendija,Shkupi 1927,0,0,D
2022-09-17,FK Rabotnicki,Pobeda,1,0,H
2022-09-17,Akademija Pandev,Makedonija GjP,0,1,A
2022-09-17,Struga,Tikves,2,0,H
2022-09-18,Skopje,Bregalnica Stip,0,0,D
2022-10-01,Makedonija GjP,Struga,1,1,D
2022-10-01,Bregalnica Stip,FK Rabotnicki,1,3,A
2022-10-02,Shkupi 1927,Sileks,0,0,D
2022-10-02,Pobeda,Shkendija,1,3,A
2022-10-02,Tikves,Skopje,2,0,H
2022-10-08,Tikves,Makedonija GjP,4,0,H
2022-10-09,Shkendija,Bregalnica Stip,0,0,D
2022-10-09,Akademija Pandev,Shkupi 1927,0,1,A
