Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA
28/03/2014,Molde,Valerenga,2,0,H,1.52,4.69,6.56
29/03/2014,Haugesund,Lillestrom,1,1,D,1.81,3.79,4.77
29/03/2014,Rosenborg,Viking,2,2,D,1.66,4.05,5.65
30/03/2014,Bodo/Glimt,Aalesund,1,1,D,2.11,3.57,3.69
30/03/2014,Sandnes,Odd,1,1,D,2.77,3.48,2.66
30/03/2014,Stabaek,Sogndal,3,0,H,2.45,3.28,3.2
30/03/2014,Stromsgodset,Start,4,2,H,1.55,4.51,6.33
30/03/2014,Sarpsborg 08,Brann,3,0,H,2.43,3.59,2.98
04/04/2014,Viking,Stromsgodset,0,0,D,2.29,3.62,3.21
05/04/2014,Odd,Molde,2,1,H,2.91,3.51,2.52
05/04/2014,Aalesund,Rosenborg,1,1,D,2.7,3.5,2.7
06/04/2014,Start,Haugesund,3,1,H,1.88,3.81,4.38
06/04/2014,Lillestrom,Sandnes,4,1,H,1.67,4.16,5.4
06/04/2014,Sogndal,Sarpsborg 08,1,1,D,2.91,3.49,2.53
06/04/2014,Valerenga,Bodo/Glimt,3,1,H,2.24,3.5,3.41
06/04/2014,Brann,Stabaek,1,2,A,1.57,4.67,5.7
11/04/2014,Sandnes,Brann,1,1,D,2.57,3.69,2.74
12/04/2014,Lillestrom,Viking,0,1,A,2.54,3.52,2.87
12/04/2014,Haugesund,Valerenga,1,1,D,2.04,3.59,3.9
13/04/2014,Stabaek,Molde,0,2,A,5.55,4.35,1.63
13/04/2014,Bodo/Glimt,Sogndal,4,2,H,1.57,4.15,6.69
13/04/2014,Sarpsborg 08,Start,1,1,D,2.11,3.6,3.65
13/04/2014,Stromsgodset,Aalesund,2,0,H,1.62,4.26,5.78
13/04/2014,Rosenborg,Odd,2,0,H,1.85,3.8,4.52
21/04/2014,Aalesund,Start,1,2,A,2.05,3.72,3.72
21/04/2014,Valerenga,Sandnes,3,0,H,1.63,4.25,5.7
21/04/2014,Viking,Haugesund,2,0,H,1.7,4,5.3
21/04/2014,Brann,Lillestrom,2,0,H,2.07,3.72,3.65
21/04/2014,Molde,Sarpsborg 08,5,1,H,1.38,5.25,9.05
21/04/2014,Odd,Stabaek,2,1,H,1.41,5.08,8.39
21/04/2014,Sogndal,Stromsgodset,1,3,A,5.88,4.17,1.63
21/04/2014,Bodo/Glimt,Rosenborg,2,2,D,2.43,3.54,3.03
27/04/2014,Stromsgodset,Odd,2,1,H,1.76,4.01,4.83
27/04/2014,Haugesund,Sogndal,0,3,A,1.65,4.1,5.69
27/04/2014,Rosenborg,Brann,5,2,H,1.62,4.47,5.45
27/04/2014,Sandnes,Molde,1,3,A,5.89,4.29,1.61
27/04/2014,Stabaek,Bodo/Glimt,2,1,H,2.78,3.54,2.61
27/04/2014,Start,Viking,0,2,A,2.38,3.58,3.07
28/04/2014,Lillestrom,Aalesund,0,0,D,2.15,3.6,3.54
28/04/2014,Sarpsborg 08,Valerenga,3,0,H,2.3,3.63,3.17
30/04/2014,Brann,Haugesund,1,3,A,1.66,4.26,5.31
