Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA
16/07/2021,Midtjylland,Odense,1,2,A,1.74,3.91,5
18/07/2021,Nordsjaelland,Viborg,1,2,A,2.98,3.77,2.34
18/07/2021,Vejle,Randers FC,0,2,A,3.34,3.48,2.27
18/07/2021,FC Copenhagen,Aalborg,2,2,D,1.75,4.06,4.74
18/07/2021,Aarhus,Brondby,1,1,D,2.49,3.38,3.04
19/07/2021,Silkeborg,Sonderjyske,0,0,D,2.18,3.54,3.5
24/07/2021,Aalborg,Midtjylland,0,1,A,2.92,3.53,2.49
25/07/2021,Nordsjaelland,Aarhus,0,0,D,2.72,3.57,2.64
25/07/2021,Randers FC,Odense,1,1,D,2.1,3.53,3.73
25/07/2021,FC Copenhagen,Silkeborg,0,0,D,1.57,4.42,5.89
25/07/2021,Brondby,Viborg,1,1,D,2.11,3.61,3.62
26/07/2021,Sonderjyske,Vejle,1,0,H,2.47,3.4,3.05
31/07/2021,Viborg,Midtjylland,0,2,A,3.32,3.57,2.24
01/08/2021,Aarhus,Randers FC,1,2,A,3.02,3.41,2.48
01/08/2021,Silkeborg,Aalborg,0,0,D,2.45,3.66,2.89
01/08/2021,Vejle,Brondby,2,2,D,2.99,3.55,2.43
01/08/2021,Odense,FC Copenhagen,0,2,A,2.84,3.56,2.54
02/08/2021,Sonderjyske,Nordsjaelland,0,2,A,2.33,3.48,3.22
06/08/2021,Silkeborg,Viborg,4,1,H,2.31,3.68,3.09
06/08/2021,Midtjylland,Vejle,4,1,H,1.58,4.47,5.22
08/08/2021,Randers FC,Sonderjyske,1,0,H,1.74,3.87,5.06
08/08/2021,FC Copenhagen,Brondby,4,2,H,1.74,4.06,4.81
08/08/2021,Aalborg,Aarhus,2,0,H,2.31,3.49,3.24
09/08/2021,Nordsjaelland,Odense,3,1,H,2.67,3.58,2.63
13/08/2021,Sonderjyske,Midtjylland,0,2,A,6.04,4.17,1.6
13/08/2021,Viborg,Randers FC,1,2,A,2.69,3.41,2.76
13/08/2021,Brondby,Nordsjaelland,0,1,A,2.18,3.87,3.21
15/08/2021,Odense,Silkeborg,1,1,D,1.92,3.79,4.09
15/08/2021,Aarhus,FC Copenhagen,1,3,A,3.3,3.44,2.3
16/08/2021,Vejle,Aalborg,0,1,A,3.23,3.71,2.22
20/08/2021,Midtjylland,Silkeborg,3,0,H,1.56,4.37,6.15
21/08/2021,Odense,Brondby,2,2,D,2.31,3.53,3.21
22/08/2021,Randers FC,Aalborg,1,1,D,2.47,3.5,2.97
22/08/2021,FC Copenhagen,Sonderjyske,2,0,H,1.3,5.82,10.73
22/08/2021,Viborg,Aarhus,2,0,H,2.58,3.46,2.85
23/08/2021,Nordsjaelland,Vejle,3,1,H,1.68,4.22,5.05
