Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA
02/03/2012,Drogheda,Shamrock Rovers,1,2,A,11.63,5.16,1.34
02/03/2012,Derry City,Bohemians,1,0,H,1.86,3.39,5.17
02/03/2012,St. Patricks,Bray,1,0,H,1.54,4.21,7.34
02/03/2012,UC Dublin,Cork City,1,0,H,4.47,3.65,1.89
02/03/2012,Monaghan,Dundalk,0,0,D,2.78,3.1,2.92
02/03/2012,Shelbourne,Sligo Rovers,1,1,D,4.01,3.26,2.13
09/03/2012,Bohemians,Shelbourne,0,2,A,2.88,3.05,2.86
09/03/2012,Bray,Derry City,0,4,A,8.24,4.15,1.51
09/03/2012,Cork City,Drogheda,2,3,A,1.75,3.51,5.88
09/03/2012,Dundalk,St. Patricks,0,2,A,4.74,3.35,1.94
09/03/2012,Shamrock Rovers,Monaghan,3,1,H,1.27,5.74,14.65
10/03/2012,Sligo Rovers,UC Dublin,2,1,H,1.33,5.3,11.12
16/03/2012,Cork City,Shamrock Rovers,1,1,D,6.04,3.76,1.68
16/03/2012,Drogheda,Dundalk,0,0,D,2.2,3.18,3.87
16/03/2012,Sligo Rovers,Bohemians,1,0,H,1.57,4.09,6.96
16/03/2012,St. Patricks,Monaghan,1,1,D,1.42,4.5,9.93
16/03/2012,UC Dublin,Bray,2,3,A,2.21,3.6,3.39
16/03/2012,Shelbourne,Derry City,1,0,H,3.41,3.15,2.41
23/03/2012,Bray,Drogheda,2,4,A,3,3.31,2.56
23/03/2012,Derry City,Cork City,2,0,H,1.88,3.42,4.93
23/03/2012,Dundalk,UC Dublin,2,1,H,2.37,3.24,3.4
23/03/2012,Monaghan,Sligo Rovers,0,1,A,8.41,4.04,1.52
23/03/2012,Shamrock Rovers,Shelbourne,4,0,H,1.84,3.51,5.07
25/03/2012,Bohemians,St. Patricks,0,0,D,4.59,3.11,2.04
30/03/2012,Shamrock Rovers,Bohemians,2,0,H,1.43,4.42,9.93
30/03/2012,Cork City,Bray,1,1,D,1.64,3.98,6.14
30/03/2012,Drogheda,Derry City,2,0,H,5.01,3.92,1.75
30/03/2012,UC Dublin,Monaghan,3,2,H,2.52,3.2,3.16
30/03/2012,Shelbourne,St. Patricks,1,1,D,3.43,3.28,2.33
31/03/2012,Sligo Rovers,Dundalk,3,0,H,1.27,5.55,16.89
06/04/2012,St. Patricks,Shamrock Rovers,5,1,H,3.31,3.38,2.31
06/04/2012,Bohemians,Cork City,1,0,H,2.64,3.08,3.11
06/04/2012,Bray,Sligo Rovers,1,2,A,10.7,4.68,1.39
06/04/2012,Derry City,UC Dublin,0,0,D,1.44,4.55,9.08
06/04/2012,Dundalk,Shelbourne,0,0,D,4.19,3.37,2.02
06/04/2012,Monaghan,Drogheda,0,1,A,3.02,3.11,2.68
13/04/2012,Sligo Rovers,Derry City,1,1,D,1.78,3.39,5.92
13/04/2012,Cork City,Monaghan,6,0,H,1.83,3.5,5.18
13/04/2012,Drogheda,St. Patricks,0,0,D,4.76,3.42,1.92
13/04/2012,UC Dublin,Bohemians,1,2,A,3.78,3.13,2.27
13/04/2012,Shamrock Rovers,Dundalk,6,0,H,1.31,5.51,12.24
13/04/2012,Shelbourne,Bray,2,1,H,1.63,3.9,6.38
20/04/2012,Bohemians,Monaghan,1,2,A,1.78,3.61,5.41
20/04/2012,Bray,Shamrock Rovers,2,2,D,8.82,4.71,1.43
20/04/2012,Cork City,Sligo Rovers,0,1,A,4.76,3.63,1.85
20/04/2012,Derry City,Dundalk,1,2,A,1.51,4.28,7.65
20/04/2012,Drogheda,Shelbourne,3,1,H,3.13,3.22,2.52
20/04/2012,St. Patricks,UC Dublin,2,0,H,1.42,4.54,9.92
27/04/2012,Sligo Rovers,St. Patricks,1,1,D,2.19,3.12,4.04
27/04/2012,Dundalk,Bohemians,0,2,A,3.59,3.15,2.33
27/04/2012,UC Dublin,Drogheda,1,1,D,3.52,3.38,2.24
27/04/2012,Monaghan,Bray,0,1,A,2.65,3.29,2.91
27/04/2012,Shamrock Rovers,Derry City,1,1,D,1.76,3.65,5.51
27/04/2012,Shelbourne,Cork City,1,2,A,2.31,3.24,3.49
04/05/2012,Derry City,St. Patricks,0,2,A,3.13,3.09,2.61
04/05/2012,Bray,Bohemians,2,1,H,3.35,3.1,2.48
04/05/2012,Cork City,Dundalk,3,2,H,1.5,4.24,8.13
04/05/2012,Drogheda,Sligo Rovers,1,3,A,5.05,3.56,1.83
04/05/2012,Shamrock Rovers,UC Dublin,2,2,D,1.27,6.02,13.03
04/05/2012,Shelbourne,Monaghan,2,1,H,1.71,3.81,5.65
11/05/2012,Bohemians,Drogheda,1,1,D,2.6,3.28,2.97
11/05/2012,Dundalk,Bray,0,2,A,3.08,3.38,2.47
11/05/2012,St. Patricks,Cork City,0,0,D,1.61,3.91,6.7
11/05/2012,UC Dublin,Shelbourne,0,2,A,3.33,3.37,2.34
12/05/2012,Sligo Rovers,Shamrock Rovers,3,0,H,2.38,3.36,3.2
15/05/2012,Monaghan,Derry City,1,4,A,6.15,3.75,1.67
18/05/2012,Shamrock Rovers,Drogheda,3,1,H,1.45,4.79,7.76
18/05/2012,Bohemians,Derry City,1,2,A,3.45,3.13,2.4
18/05/2012,Bray,St. Patricks,3,3,D,6.13,3.81,1.67
18/05/2012,Cork City,UC Dublin,4,2,H,1.64,4.07,5.9
18/05/2012,Dundalk,Monaghan,1,2,A,2.48,3.35,3.09
18/05/2012,Sligo Rovers,Shelbourne,3,0,H,1.5,4.11,8.86
21/05/2012,Derry City,Bray,3,2,H,1.68,3.61,6.64
21/05/2012,Drogheda,Cork City,1,1,D,2.69,3.34,2.82
21/05/2012,St. Patricks,Dundalk,1,2,A,1.26,6.06,14.65
21/05/2012,UC Dublin,Sligo Rovers,1,0,H,10.19,4.96,1.38
21/05/2012,Monaghan,Shamrock Rovers,0,0,D,10.53,5.18,1.36
21/05/2012,Shelbourne,Bohemians,1,2,A,2.25,3.25,3.63
01/06/2012,Dundalk,Drogheda,1,2,A,3.24,3.31,2.41
01/06/2012,Bohemians,Sligo Rovers,0,0,D,4.69,3.31,1.96
