Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA
13/05/2017,Flamengo RJ,Atletico-MG,1,1,D,1.91,3.7,4.34
13/05/2017,Corinthians,Chapecoense-SC,1,1,D,1.37,4.85,10.91
14/05/2017,Fluminense,Santos,3,2,H,2.01,3.75,3.83
14/05/2017,Avai,Vitoria,0,0,D,2.39,3.31,3.29
14/05/2017,Bahia,Athletico-PR,6,2,H,1.73,3.61,5.91
14/05/2017,Cruzeiro,Sao Paulo,1,0,H,2.04,3.29,4.32
14/05/2017,Palmeiras,Vasco,4,0,H,1.42,4.96,8.52
14/05/2017,Ponte Preta,Sport Recife,4,0,H,1.63,4.02,6.24
14/05/2017,Gremio,Botafogo RJ,2,0,H,1.72,3.69,5.77
16/05/2017,Coritiba,Atletico GO,4,1,H,1.63,3.79,6.75
20/05/2017,Santos,Coritiba,1,0,H,1.6,4.14,6.3
20/05/2017,Atletico GO,Flamengo RJ,0,3,A,4.42,3.52,1.94
20/05/2017,Chapecoense-SC,Palmeiras,1,0,H,3.18,3.42,2.39
21/05/2017,Vasco,Bahia,2,1,H,1.88,3.65,4.58
21/05/2017,Atletico-MG,Fluminense,1,2,A,1.68,4.22,5.21
21/05/2017,Athletico-PR,Gremio,0,2,A,2.63,3.13,3.07
21/05/2017,Vitoria,Corinthians,0,1,A,3.25,3.36,2.38
21/05/2017,Botafogo RJ,Ponte Preta,2,0,H,2.14,3.34,3.88
21/05/2017,Sport Recife,Cruzeiro,1,1,D,2.73,3.21,2.88
23/05/2017,Sao Paulo,Avai,2,0,H,1.33,5.3,11.75
27/05/2017,Vasco,Fluminense,3,2,H,2.74,3.47,2.69
27/05/2017,Sao Paulo,Palmeiras,2,0,H,2.57,3.28,3.01
28/05/2017,Vitoria,Coritiba,0,1,A,2.23,3.32,3.63
28/05/2017,Atletico-MG,Ponte Preta,2,2,D,1.55,4.17,7.15
28/05/2017,Atletico GO,Corinthians,0,1,A,4.28,3.4,2.01
28/05/2017,Athletico-PR,Flamengo RJ,1,1,D,2.99,3.32,2.53
28/05/2017,Santos,Cruzeiro,0,1,A,1.96,3.58,4.25
28/05/2017,Sport Recife,Gremio,4,3,H,1.94,3.41,4.62
28/05/2017,Botafogo RJ,Bahia,1,0,H,2.06,3.33,4.04
30/05/2017,Chapecoense-SC,Avai,2,0,H,1.6,3.85,7.16
03/06/2017,Coritiba,Athletico-PR,1,0,H,1.93,3.36,4.8
03/06/2017,Fluminense,Vitoria,2,1,H,1.58,4.22,6.46
03/06/2017,Corinthians,Santos,2,0,H,1.75,3.7,5.51
04/06/2017,Avai,Sport Recife,1,0,H,2.47,3.22,3.22
04/06/2017,Flamengo RJ,Botafogo RJ,0,0,D,1.65,3.81,6.45
04/06/2017,Gremio,Vasco,2,0,H,1.4,4.83,9.55
04/06/2017,Palmeiras,Atletico-MG,0,0,D,1.76,3.83,5.14
04/06/2017,Ponte Preta,Sao Paulo,1,0,H,2.45,3.29,3.19
04/06/2017,Cruzeiro,Chapecoense-SC,0,2,A,1.56,3.95,7.79
06/06/2017,Bahia,Atletico GO,3,0,H,1.48,4.69,7.37
07/06/2017,Fluminense,Athletico-PR,1,1,D,1.71,3.88,5.46
07/06/2017,Atletico-MG,Avai,1,0,H,1.32,5.54,11.57
07/06/2017,Coritiba,Palmeiras,1,0,H,2.56,3.2,3.1
08/06/2017,Santos,Botafogo RJ,1,0,H,1.75,3.85,5.18
08/06/2017,Sport Recife,Flamengo RJ,2,0,H,3.23,3.33,2.4
08/06/2017,Vasco,Corinthians,2,5,A,2.6,3.31,2.96
08/06/2017,Atletico GO,Ponte Preta,3,0,H,3.19,3.45,2.37
08/06/2017,Sao Paulo,Vitoria,2,0,H,1.43,4.58,9.44
09/06/2017,Chapecoense-SC,Gremio,3,6,A,2.57,3.22,3.07
09/06/2017,Bahia,Cruzeiro,1,0,H,2.37,3.27,3.36
10/06/2017,Palmeiras,Fluminense,3,1,H,1.54,4.21,7.19
10/06/2017,Vasco,Sport Recife,2,1,H,1.77,3.8,5.06
11/06/2017,Botafogo RJ,Coritiba,2,2,D,2.08,3.26,4.22
11/06/2017,Avai,Flamengo RJ,1,1,D,3.75,3.33,2.18
11/06/2017,Corinthians,Sao Paulo,3,2,H,2,3.27,4.55
11/06/2017,Ponte Preta,Chapecoense-SC,3,2,H,1.88,3.51,4.81
11/06/2017,Vitoria,Atletico-MG,2,0,H,2.61,3.45,2.84
11/06/2017,Cruzeiro,Atletico GO,2,0,H,1.38,4.87,10.23
11/06/2017,Athletico-PR,Santos,0,2,A,2.12,3.31,3.97
13/06/2017,Gremio,Bahia,1,0,H,1.53,4.15,7.76
14/06/2017,Atletico GO,Avai,3,1,H,1.97,3.38,4.52
14/06/2017,Atletico-MG,Athletico-PR,0,1,A,1.6,4.11,6.36
14/06/2017,Sport Recife,Sao Paulo,0,0,D,2.47,3.35,3.11
14/06/2017,Vitoria,Botafogo RJ,2,2,D,2.33,3.29,3.42
15/06/2017,Flamengo RJ,Ponte Preta,2,0,H,1.56,4.2,6.95
15/06/2017,Chapecoense-SC,Vasco,2,1,H,1.76,3.71,5.31
15/06/2017,Corinthians,Cruzeiro,1,0,H,1.91,3.48,4.68
15/06/2017,Santos,Palmeiras,1,0,H,2.25,3.44,3.44
15/06/2017,Coritiba,Bahia,0,0,D,1.92,3.45,4.67
16/06/2017,Fluminense,Gremio,0,2,A,2.54,3.31,3.03
17/06/2017,Atletico GO,Athletico-PR,0,1,A,2.32,3.32,3.42
17/06/2017,Vasco,Avai,1,0,H,1.46,4.4,8.77
18/06/2017,Santos,Ponte Preta,0,0,D,1.76,3.64,5.47
18/06/2017,Coritiba,Corinthians,0,0,D,2.81,3.13,2.86
18/06/2017,Bahia,Palmeiras,2,4,A,2.47,3.27,3.17
18/06/2017,Chapecoense-SC,Botafogo RJ,0,2,A,1.85,3.54,4.91
18/06/2017,Fluminense,Flamengo RJ,2,2,D,3.87,3.5,2.08
18/06/2017,Sao Paulo,Atletico-MG,1,2,A,1.68,3.99,5.55
18/06/2017,Sport Recife,Vitoria,1,3,A,1.69,3.78,5.89
20/06/2017,Cruzeiro,Gremio,3,3,D,2.54,3.26,3.08
21/06/2017,Vitoria,Santos,0,2,A,2.44,3.31,3.2
22/06/2017,Botafogo RJ,Vasco,3,1,H,2.08,3.45,3.93
22/06/2017,Palmeiras,Atletico GO,1,0,H,1.25,6.21,15.6
22/06/2017,Atletico-MG,Sport Recife,2,2,D,1.46,4.7,7.75
22/06/2017,Athletico-PR,Sao Paulo,1,0,H,2.58,3.11,3.17
22/06/2017,Avai,Fluminense,0,3,A,3.17,3.24,2.5
22/06/2017,Corinthians,Bahia,3,0,H,1.53,4.15,7.53
22/06/2017,Ponte Preta,Cruzeiro,1,0,H,2.19,3.33,3.72
23/06/2017,Flamengo RJ,Chapecoense-SC,5,1,H,1.5,4.42,7.69
23/06/2017,Gremio,Coritiba,2,0,H,1.55,4.18,7.06
24/06/2017,Santos,Sport Recife,0,1,A,1.44,4.55,8.98
25/06/2017,Vasco,Atletico GO,1,0,H,1.56,4.2,6.95
25/06/2017,Athletico-PR,Vitoria,4,1,H,1.85,3.59,4.85
25/06/2017,Cruzeiro,Coritiba,2,0,H,1.59,3.99,6.85
25/06/2017,Gremio,Corinthians,0,1,A,1.88,3.44,4.93
25/06/2017,Ponte Preta,Palmeiras,1,2,A,2.81,3.36,2.7
25/06/2017,Sao Paulo,Fluminense,1,1,D,1.71,3.95,5.3
25/06/2017,Bahia,Flamengo RJ,0,1,A,2.74,3.41,2.73
25/06/2017,Chapecoense-SC,Atletico-MG,0,1,A,1.74,3.92,5.16
27/06/2017,Botafogo RJ,Avai,0,2,A,1.43,4.38,10.2
01/07/2017,Palmeiras,Gremio,1,0,H,1.92,3.47,4.66
01/07/2017,Atletico GO,Santos,1,1,D,2.72,3.29,2.83
02/07/2017,Atletico-MG,Cruzeiro,3,1,H,2.49,3.41,3.03
02/07/2017,Corinthians,Botafogo RJ,1,0,H,1.55,4.16,7.19
02/07/2017,Flamengo RJ,Sao Paulo,2,0,H,1.61,4.08,6.28
02/07/2017,Sport Recife,Athletico-PR,1,0,H,1.67,3.78,6.19
02/07/2017,Vitoria,Bahia,0,0,D,2.57,3.3,3
02/07/2017,Avai,Ponte Preta,0,0,D,2.93,3.01,2.84
02/07/2017,Coritiba,Vasco,2,2,D,1.93,3.45,4.52
04/07/2017,Fluminense,Chapecoense-SC,3,3,D,1.74,3.74,5.5
08/07/2017,Atletico GO,Vitoria,1,2,A,2.17,3.3,3.84
08/07/2017,Vasco,Flamengo RJ,0,1,A,3.99,3.53,2.04
08/07/2017,Corinthians,Ponte Preta,2,0,H,1.72,3.68,5.74
09/07/2017,Chapecoense-SC,Athletico-PR,1,1,D,1.88,3.56,4.76
09/07/2017,Bahia,Fluminense,1,1,D,2.22,3.6,3.37
09/07/2017,Cruzeiro,Palmeiras,3,1,H,2.14,3.21,4.06
09/07/2017,Gremio,Avai,0,2,A,1.21,6.99,18.91
09/07/2017,Botafogo RJ,Atletico-MG,1,1,D,2.03,3.47,4.07
09/07/2017,Santos,Sao Paulo,3,2,H,2.32,3.39,3.33
11/07/2017,Coritiba,Sport Recife,0,3,A,1.78,3.57,5.52
12/07/2017,Atletico-MG,Santos,0,1,A,1.63,4.03,6.16
12/07/2017,Ponte Preta,Bahia,0,3,A,1.91,3.44,4.73
