Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA
14/07/2023,Otelul,UTA Arad,1,1,D,2.76,2.82,3.06
14/07/2023,FC Rapid Bucuresti,Sepsi Sf. Gheorghe,0,0,D,2.58,3.02,3.07
15/07/2023,FC Hermannstadt,Farul Constanta,0,1,A,1.86,3.3,4.86
15/07/2023,CFR Cluj,Poli Iasi,2,0,H,1.46,4.11,8.08
16/07/2023,Petrolul,U. Cluj,1,1,D,2.97,2.98,2.69
16/07/2023,U Craiova 1948,FCSB,1,3,A,3.8,3.6,1.98
17/07/2023,FC Voluntari,FC Botosani,2,1,H,2.1,3.18,3.91
17/07/2023,Din. Bucuresti,Univ. Craiova,0,2,A,4.72,3.86,1.74
21/07/2023,Sepsi Sf. Gheorghe,U Craiova 1948,1,0,H,1.68,3.83,5.21
21/07/2023,UTA Arad,CFR Cluj,1,3,A,4.35,3.23,1.97
22/07/2023,Farul Constanta,FC Voluntari,4,1,H,2.02,3.37,3.94
22/07/2023,FCSB,Din. Bucuresti,2,1,H,1.35,5.09,8.95
23/07/2023,Poli Iasi,FC Hermannstadt,1,3,A,3.29,2.92,2.52
23/07/2023,U. Cluj,FC Rapid Bucuresti,0,3,A,2.83,3.09,2.73
24/07/2023,FC Botosani,Petrolul,1,1,D,2.12,3.18,3.86
24/07/2023,Univ. Craiova,Otelul,0,0,D,1.32,5.1,9.99
28/07/2023,U Craiova 1948,U. Cluj,3,4,A,2.25,3.2,3.49
28/07/2023,FC Rapid Bucuresti,FC Botosani,2,2,D,1.42,4.49,8.06
29/07/2023,FC Hermannstadt,UTA Arad,2,1,H,2.09,3.1,4.1
29/07/2023,Otelul,FCSB,0,2,A,6.15,3.94,1.58
30/07/2023,Farul Constanta,Poli Iasi,1,3,A,1.43,4.33,8.35
30/07/2023,CFR Cluj,Univ. Craiova,1,1,D,2.34,3.15,3.34
31/07/2023,Petrolul,FC Voluntari,0,2,A,2.46,3.02,3.27
31/07/2023,Din. Bucuresti,Sepsi Sf. Gheorghe,0,3,A,3.78,3.31,2.09
04/08/2023,UTA Arad,Poli Iasi,1,0,H,2.58,3.18,2.93
04/08/2023,Univ. Craiova,FC Hermannstadt,1,0,H,1.61,3.81,6.01
05/08/2023,FC Botosani,U Craiova 1948,0,1,A,2.78,3.11,2.76
05/08/2023,U. Cluj,Din. Bucuresti,1,1,D,1.88,3.42,4.49
06/08/2023,Petrolul,Farul Constanta,3,2,H,2.59,3.14,2.95
06/08/2023,FCSB,CFR Cluj,1,0,H,2.27,3.27,3.37
07/08/2023,Sepsi Sf. Gheorghe,Otelul,1,1,D,1.48,3.97,8.19
07/08/2023,FC Voluntari,FC Rapid Bucuresti,2,1,H,3.08,3.21,2.45
11/08/2023,U Craiova 1948,FC Voluntari,3,1,H,2.3,3.3,3.27
12/08/2023,Otelul,U. Cluj,1,1,D,3.23,2.93,2.54
12/08/2023,Poli Iasi,Univ. Craiova,1,4,A,4.23,3.58,1.88
13/08/2023,FC Rapid Bucuresti,Petrolul,0,2,A,1.75,3.62,5.02
14/08/2023,Din. Bucuresti,FC Botosani,1,0,H,2.43,3.2,3.12
18/08/2023,Petrolul,U Craiova 1948,4,3,H,2.51,3.02,3.18
18/08/2023,Univ. Craiova,UTA Arad,3,0,H,1.37,4.84,8.79
19/08/2023,FC Botosani,Otelul,0,0,D,2.3,2.93,3.72
19/08/2023,FC Voluntari,Din. Bucuresti,2,3,A,2.01,3.35,3.99
20/08/2023,FC Rapid Bucuresti,Farul Constanta,3,1,H,2.06,3.46,3.68
20/08/2023,FCSB,Poli Iasi,2,1,H,1.35,5.05,9.08
21/08/2023,Sepsi Sf. Gheorghe,FC Hermannstadt,1,1,D,2.02,3.1,4.37
21/08/2023,U. Cluj,CFR Cluj,3,4,A,3.99,3.27,2.04
25/08/2023,Otelul,FC Voluntari,2,2,D,2.86,2.85,2.91
25/08/2023,U Craiova 1948,FC Rapid Bucuresti,3,5,A,3.27,3.65,2.15
26/08/2023,CFR Cluj,FC Botosani,3,1,H,1.4,4.46,8.68
26/08/2023,Din. Bucuresti,Petrolul,1,1,D,2.86,3.17,2.64
27/08/2023,Farul Constanta,Univ. Craiova,2,0,H,3.41,3.78,2.05
28/08/2023,FC Hermannstadt,U. Cluj,2,2,D,2.46,3.22,3.06
28/08/2023,UTA Arad,FCSB,2,1,H,4.92,3.72,1.74
01/09/2023,Petrolul,Otelul,2,2,D,2.28,3.04,3.62
01/09/2023,FC Rapid Bucuresti,Din. Bucuresti,4,0,H,1.5,4.32,6.67
02/09/2023,FC Voluntari,CFR Cluj,1,4,A,4.19,3.47,1.93
