Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA
29/03/2025,Djurgarden,Malmo FF,0,1,A,2.8,3.29,2.69
29/03/2025,Hacken,Brommapojkarna,2,0,H,1.64,4.31,5.15
30/03/2025,Elfsborg,Mjallby,2,2,D,2.26,3.26,3.51
30/03/2025,Hammarby,Goteborg,4,0,H,1.94,3.55,4.2
30/03/2025,Halmstad,Degerfors,0,5,A,2.33,3.11,3.54
30/03/2025,Norrkoping,Oster,4,3,H,1.97,3.72,3.86
31/03/2025,Varnamo,Sirius,1,2,A,2.27,3.45,3.3
31/03/2025,GAIS,AIK,0,1,A,2.81,2.91,3
05/04/2025,Goteborg,Halmstad,1,0,H,1.48,4.41,7.29
05/04/2025,Sirius,Djurgarden,0,1,A,3.32,3.46,2.26
05/04/2025,Oster,Hacken,2,0,H,3.69,3.72,2.02
06/04/2025,AIK,Norrkoping,4,3,H,1.81,3.54,4.99
06/04/2025,Brommapojkarna,Hammarby,0,2,A,3.82,3.46,2.07
06/04/2025,Degerfors,Varnamo,1,0,H,2.27,3.24,3.52
06/04/2025,Mjallby,GAIS,1,1,D,2.03,3.33,4.14
07/04/2025,Malmo FF,Elfsborg,2,1,H,1.78,3.85,4.7
12/04/2025,Hacken,Mjallby,0,3,A,2.4,3.58,2.96
12/04/2025,Elfsborg,Norrkoping,2,0,H,1.68,4.14,5.02
13/04/2025,Hammarby,Djurgarden,2,0,H,2.33,3.3,3.33
13/04/2025,Varnamo,Goteborg,0,1,A,2.75,3.45,2.63
13/04/2025,GAIS,Degerfors,2,0,H,1.83,3.62,4.66
13/04/2025,Sirius,Brommapojkarna,0,3,A,2.25,3.59,3.22
14/04/2025,Halmstad,Oster,1,0,H,3.09,3.24,2.49
14/04/2025,AIK,Malmo FF,0,0,D,4.3,3.36,1.98
18/04/2025,Malmo FF,Sirius,1,1,D,1.41,4.83,8.13
18/04/2025,Mjallby,Hammarby,3,1,H,2.65,3.25,2.88
19/04/2025,Degerfors,Elfsborg,0,1,A,3.94,3.5,2.02
19/04/2025,Norrkoping,Halmstad,3,0,H,1.67,3.94,5.44
20/04/2025,Brommapojkarna,Varnamo,3,2,H,1.92,3.68,4.12
20/04/2025,Oster,AIK,0,1,A,3.89,3.45,2.05
20/04/2025,Goteborg,Hacken,2,3,A,2.25,3.44,3.34
21/04/2025,Djurgarden,GAIS,0,0,D,2.2,3.3,3.62
23/04/2025,Elfsborg,Sirius,4,3,H,1.72,4.02,4.8
23/04/2025,Hacken,Degerfors,3,4,A,1.81,3.81,4.57
23/04/2025,Halmstad,Mjallby,1,3,A,5.27,3.71,1.73
23/04/2025,Hammarby,Malmo FF,2,0,H,2.31,3.38,3.29
24/04/2025,Djurgarden,Oster,1,0,H,1.41,4.94,7.91
24/04/2025,GAIS,Brommapojkarna,1,1,D,2.1,3.61,3.57
24/04/2025,Norrkoping,Goteborg,2,3,A,2.49,3.43,2.94
24/04/2025,Varnamo,AIK,1,2,A,2.89,3.05,2.78
27/04/2025,Hacken,Hammarby,1,1,D,2.94,3.6,2.41
27/04/2025,Mjallby,Degerfors,4,1,H,1.61,4.07,5.87
27/04/2025,AIK,Elfsborg,2,0,H,2.15,3.25,3.83
27/04/2025,Sirius,Halmstad,1,1,D,1.63,4.15,5.48
27/04/2025,Varnamo,Norrkoping,1,3,A,2.38,3.47,3.07
28/04/2025,Goteborg,GAIS,1,1,D,2.58,3.33,2.9
29/04/2025,Malmo FF,Oster,2,0,H,1.24,6.28,13.39
03/05/2025,Degerfors,Sirius,1,1,D,2.51,3.45,2.9
03/05/2025,Halmstad,Varnamo,4,2,H,3.42,3.25,2.31
04/05/2025,Djurgarden,AIK,1,1,D,2.73,2.95,3.06
04/05/2025,Norrkoping,Hacken,0,2,A,2.63,3.94,2.5
04/05/2025,Mjallby,Goteborg,1,0,H,1.9,3.66,4.24
04/05/2025,Oster,Hammarby,0,3,A,6.53,4.46,1.51
05/05/2025,Malmo FF,Brommapojkarna,1,2,A,1.39,5.15,8.15
05/05/2025,Elfsborg,GAIS,2,0,H,2.29,3.62,3.11
10/05/2025,Brommapojkarna,Halmstad,0,1,A,1.55,4.45,6
10/05/2025,GAIS,Varnamo,1,1,D,1.9,3.57,4.34
10/05/2025,Sirius,Hacken,2,0,H,2.66,3.71,2.58
11/05/2025,AIK,Mjallby,2,1,H,2.47,2.99,3.41
11/05/2025,Hammarby,Norrkoping,1,1,D,1.46,4.84,6.8
11/05/2025,Degerfors,Malmo FF,1,4,A,5.3,4.05,1.66
11/05/2025,Oster,Elfsborg,0,1,A,3.31,3.62,2.07
12/05/2025,Goteborg,Djurgarden,1,2,A,2.46,3.44,2.98
14/05/2025,Hacken,AIK,3,3,D,2.84,3.47,2.55
14/05/2025,Halmstad,GAIS,1,3,A,3.93,3.27,2.11
14/05/2025,Hammarby,Sirius,3,2,H,1.75,4.09,4.58
15/05/2025,Djurgarden,Mjallby,1,3,A,2.38,3.51,3.05
15/05/2025,Elfsborg,Brommapojkarna,4,3,H,1.96,3.93,3.72
15/05/2025,Goteborg,Oster,0,1,A,1.45,4.75,7.22
15/05/2025,Norrkoping,Degerfors,1,2,A,2.13,3.67,3.44
15/05/2025,Varnamo,Malmo FF,2,2,D,4.74,3.83,1.78
18/05/2025,AIK,Hammarby,0,0,D,3.43,3.1,2.38
18/05/2025,Hacken,Varnamo,2,0,H,2.01,3.89,3.57
18/05/2025,Malmo FF,Halmstad,3,0,H,1.22,6.84,13.03
18/05/2025,Oster,GAIS,1,1,D,4.17,3.49,1.97
19/05/2025,Degerfors,Goteborg,1,3,A,2.93,3.47,2.48
19/05/2025,Mjallby,Brommapojkarna,1,0,H,1.71,4.1,4.76
19/05/2025,Sirius,Norrkoping,1,2,A,2.14,3.91,3.21
19/05/2025,Elfsborg,Djurgarden,4,0,H,2.17,3.62,3.38
22/05/2025,Hammarby,Mjallby,1,2,A,1.69,4.21,4.81
22/05/2025,Malmo FF,AIK,0,0,D,1.74,3.74,5.12
24/05/2025,Varnamo,Oster,1,1,D,2.1,3.4,3.8
24/05/2025,GAIS,Sirius,2,1,H,2.04,3.75,3.62
25/05/2025,Goteborg,Malmo FF,1,0,H,2.84,3.54,2.51
25/05/2025,Halmstad,Elfsborg,1,4,A,4.97,3.91,1.72
25/05/2025,Brommapojkarna,AIK,0,1,A,3.28,3.54,2.24
25/05/2025,Djurgarden,Hacken,1,1,D,2.25,3.63,3.2
26/05/2025,Norrkoping,Mjallby,1,1,D,4.03,3.96,1.87
26/05/2025,Hammarby,Degerfors,1,0,H,1.37,5.3,8.24
29/05/2025,Brommapojkarna,Djurgarden,0,1,A,2.3,3.72,3.03
31/05/2025,Degerfors,Oster,1,2,A,1.75,3.88,4.81
31/05/2025,Elfsborg,Hammarby,0,2,A,2.42,3.57,2.94
31/05/2025,Norrkoping,GAIS,0,3,A,3.3,3.79,2.14
01/06/2025,Brommapojkarna,Goteborg,1,3,A,2.69,3.57,2.62
01/06/2025,Halmstad,Djurgarden,1,0,H,4.57,3.51,1.88
01/06/2025,Malmo FF,Hacken,3,0,H,1.69,4.08,5
01/06/2025,Mjallby,Varnamo,2,0,H,1.4,5.08,7.83
01/06/2025,Sirius,AIK,3,1,H,3.68,3.28,2.19
28/06/2025,Hammarby,Halmstad,2,0,H,1.25,6.19,10.88
28/06/2025,Oster,Sirius,2,2,D,2.69,3.42,2.64
29/06/2025,AIK,Goteborg,3,0,H,2.23,3.21,3.53
29/06/2025,Degerfors,Brommapojkarna,0,3,A,2.25,3.71,3.04
29/06/2025,Hacken,GAIS,1,3,A,2.98,3.5,2.38
29/06/2025,Varnamo,Elfsborg,0,0,D,3.79,3.72,1.95
30/06/2025,Djurgarden,Norrkoping,1,1,D,1.63,4.36,4.9
30/06/2025,Mjallby,Malmo FF,1,1,D,2.4,3.27,3.12
05/07/2025,GAIS,Malmo FF,0,0,D,3.04,3.52,2.33
05/07/2025,Oster,Mjallby,0,1,A,5.56,4.29,1.58
05/07/2025,Hammarby,Varnamo,1,0,H,1.33,5.63,8.73
06/07/2025,Goteborg,Sirius,3,1,H,1.75,4.03,4.46
06/07/2025,Halmstad,AIK,2,0,H,4.91,3.56,1.78
06/07/2025,Djurgarden,Degerfors,5,1,H,1.68,4.12,4.82
06/07/2025,Elfsborg,Hacken,0,2,A,1.74,4.13,4.37
07/07/2025,Norrkoping,Brommapojkarna,0,1,A,2.61,3.97,2.46
12/07/2025,Goteborg,Elfsborg,1,2,A,2.44,3.5,2.89
12/07/2025,Malmo FF,Norrkoping,3,1,H,1.26,6.06,11.16
13/07/2025,Brommapojkarna,Oster,2,0,H,1.51,4.56,6.16
13/07/2025,GAIS,Hammarby,3,2,H,2.52,3.33,2.89
13/07/2025,AIK,Degerfors,3,0,H,1.71,3.7,5.24
13/07/2025,Varnamo,Djurgarden,1,0,H,4.44,3.9,1.78
13/07/2025,Hacken,Halmstad,4,1,H,1.71,4.12,4.58
14/07/2025,Sirius,Mjallby,1,2,A,2.62,3.53,2.65
19/07/2025,Djurgarden,Elfsborg,1,0,H,1.73,3.98,4.63
19/07/2025,Oster,Malmo FF,0,2,A,6.02,4.26,1.55
19/07/2025,Degerfors,GAIS,0,3,A,3.83,3.67,1.96
20/07/2025,Mjallby,AIK,2,0,H,2.27,3.21,3.43
20/07/2025,Sirius,Goteborg,0,1,A,2.79,3.63,2.45
20/07/2025,Halmstad,Hacken,0,0,D,3.12,3.54,2.27
20/07/2025,Hammarby,Brommapojkarna,3,2,H,1.71,4.13,4.61
21/07/2025,Norrkoping,Varnamo,3,1,H,2.31,3.65,2.97
26/07/2025,Brommapojkarna,Malmo FF,2,3,A,3.78,3.77,1.94
26/07/2025,GAIS,Halmstad,3,0,H,1.34,5.16,9.33
26/07/2025,Degerfors,Norrkoping,0,0,D,2.21,3.78,3.06
