Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA
05/04/2017,HJK,VPS,5,0,H,1.45,4.48,8.98
05/04/2017,SJK,Lahti,1,1,D,1.81,3.6,5.18
08/04/2017,Ilves,Lahti,1,1,D,2.08,3.3,4.17
08/04/2017,Mariehamn,JJK Jyvaskyla,5,2,H,1.47,4.36,8.51
08/04/2017,PS Kemi,HIFK,0,0,D,3.55,3.29,2.28
08/04/2017,VPS,SJK,1,3,A,3.26,3.1,2.53
10/04/2017,HJK,KuPS,2,0,H,1.27,6.22,12.97
12/04/2017,Inter Turku,Rovaniemi,6,2,H,1.9,3.52,4.65
15/04/2017,SJK,Ilves,1,2,A,1.72,3.66,5.87
15/04/2017,HIFK,JJK Jyvaskyla,0,0,D,1.55,4.29,6.9
15/04/2017,Mariehamn,HJK,1,1,D,5.82,3.84,1.68
17/04/2017,KuPS,Inter Turku,2,1,H,2.35,3.34,3.32
17/04/2017,Rovaniemi,VPS,2,4,A,2.62,3.02,3.19
21/04/2017,Inter Turku,Mariehamn,1,1,D,2.42,3.31,3.23
22/04/2017,Ilves,Rovaniemi,0,2,A,1.6,4.08,6.4
22/04/2017,PS Kemi,SJK,3,1,H,5.13,3.82,1.76
22/04/2017,VPS,KuPS,2,2,D,2.62,3.22,3.01
23/04/2017,JJK Jyvaskyla,HJK,1,5,A,14.96,6.74,1.23
24/04/2017,HIFK,Lahti,1,2,A,2.58,3.25,3.04
28/04/2017,SJK,HIFK,3,3,D,1.57,4.19,6.73
29/04/2017,HJK,Inter Turku,1,1,D,1.34,5.32,10.77
29/04/2017,KuPS,Ilves,0,1,A,2.39,3.3,3.3
29/04/2017,Lahti,JJK Jyvaskyla,1,1,D,1.44,4.74,8.45
29/04/2017,Rovaniemi,PS Kemi,3,1,H,2.13,3.41,3.81
30/04/2017,Mariehamn,VPS,1,1,D,2.11,3.23,4.11
06/05/2017,Ilves,Mariehamn,3,0,H,2.28,3.19,3.67
06/05/2017,JJK Jyvaskyla,Inter Turku,1,2,A,5.16,4.12,1.7
06/05/2017,Lahti,SJK,1,0,H,2.98,3.23,2.64
06/05/2017,PS Kemi,KuPS,1,4,A,3.9,3.49,2.08
06/05/2017,VPS,HJK,2,1,H,6.57,4.17,1.58
06/05/2017,HIFK,Rovaniemi,1,0,H,2.02,3.48,4.14
11/05/2017,HJK,Ilves,2,0,H,1.39,4.94,9.5
