Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2017-07-14,Inter Zapresic,HNK Cibalia,3,1,H
2017-07-15,Dinamo Zagreb,Istra 1961,2,0,H
2017-07-15,HNK Rijeka,NK Slaven Belupo,2,0,H
2017-07-16,NK Lokomotiva Zagreb,HNK Hajduk Split,1,3,A
2017-07-16,NK Osijek,Rudes,1,1,D
2017-07-21,Dinamo Zagreb,HNK Cibalia,4,0,H
2017-07-22,NK Slaven Belupo,NK Lokomotiva Zagreb,1,0,H
2017-07-22,HNK Rijeka,Rudes,4,1,H
2017-07-23,Inter Zapresic,HNK Hajduk Split,2,2,D
2017-07-23,Istra 1961,NK Osijek,1,1,D
2017-07-28,NK Lokomotiva Zagreb,Rudes,1,1,D
2017-07-29,Inter Zapresic,NK Slaven Belupo,0,1,A
2017-07-29,HNK Rijeka,Istra 1961,2,0,H
2017-07-30,HNK Cibalia,HNK Hajduk Split,1,2,A
2017-07-30,NK Osijek,Dinamo Zagreb,1,1,D
2017-08-04,Istra 1961,NK Lokomotiva Zagreb,1,2,A
2017-08-05,Rudes,Inter Zapresic,0,2,A
2017-08-05,NK Slaven Belupo,HNK Cibalia,2,1,H
2017-08-06,Dinamo Zagreb,HNK Hajduk Split,3,1,H
2017-08-07,NK Osijek,HNK Rijeka,1,0,H
2017-08-11,HNK Rijeka,Dinamo Zagreb,0,2,A
2017-08-11,HNK Hajduk Split,NK Slaven Belupo,1,0,H
2017-08-12,NK Lokomotiva Zagreb,NK Osijek,2,3,A
2017-08-12,Inter Zapresic,Istra 1961,2,2,D
2017-08-13,HNK Cibalia,Rudes,3,0,H
2017-08-18,Istra 1961,HNK Cibalia,0,1,A
2017-08-19,HNK Rijeka,NK Lokomotiva Zagreb,2,1,H
2017-08-20,Rudes,HNK Hajduk Split,0,4,A
2017-08-20,NK Osijek,Inter Zapresic,3,0,H
2017-08-20,Dinamo Zagreb,NK Slaven Belupo,2,0,H
2017-08-26,NK Slaven Belupo,Rudes,2,2,D
