Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA
25/07/2014,Concordia,Astra,0,2,A,7.44,4.26,1.53
25/07/2014,U Craiova,Pandurii,1,1,D,2.94,3.16,2.71
26/07/2014,Targu Mures,U. Cluj,0,0,D,2.69,3.1,2.98
26/07/2014,FC Rapid Bucuresti,FCSB,1,3,A,6.57,4.34,1.55
27/07/2014,FC Botosani,Gaz Metan Medias,0,3,A,2.11,3.32,3.92
27/07/2014,CFR Cluj,Ceahlaul,4,0,H,1.53,3.98,7.74
27/07/2014,FC Brasov,Petrolul,0,1,A,4.53,3.35,1.96
28/07/2014,Poli Iasi,Viitorul Constanta,0,0,D,1.85,3.6,4.75
28/07/2014,Din. Bucuresti,Otelul,4,0,H,1.38,5.01,9.44
01/08/2014,Ceahlaul,Targu Mures,1,4,A,3.11,3.14,2.57
01/08/2014,Viitorul Constanta,FC Rapid Bucuresti,1,2,A,2.09,3.45,3.82
02/08/2014,Otelul,Concordia,1,2,A,3.05,3.15,2.6
02/08/2014,FCSB,U Craiova,3,1,H,1.35,4.91,11.42
03/08/2014,Petrolul,FC Botosani,4,1,H,1.38,4.69,10.91
03/08/2014,Astra,FC Brasov,5,0,H,1.4,4.94,8.84
03/08/2014,Pandurii,CFR Cluj,0,0,D,2.55,3.28,3.02
04/08/2014,Gaz Metan Medias,Poli Iasi,0,0,D,2.49,3.08,3.36
04/08/2014,U. Cluj,Din. Bucuresti,2,3,A,3.42,3.33,2.31
08/08/2014,U Craiova,Viitorul Constanta,2,2,D,1.76,3.73,5.17
08/08/2014,FC Rapid Bucuresti,Gaz Metan Medias,1,1,D,2.43,3.31,3.16
09/08/2014,Pandurii,Ceahlaul,0,1,A,1.36,4.93,10.92
09/08/2014,Din. Bucuresti,Targu Mures,1,1,D,1.51,4.54,6.86
10/08/2014,FC Botosani,Astra,1,0,H,5.48,3.86,1.7
10/08/2014,Poli Iasi,Petrolul,1,5,A,4.4,3.3,2
10/08/2014,CFR Cluj,FCSB,0,1,A,3.63,3.16,2.28
11/08/2014,Concordia,U. Cluj,0,2,A,3.14,3.17,2.52
11/08/2014,FC Brasov,Otelul,1,1,D,1.68,3.64,6.35
15/08/2014,Gaz Metan Medias,U Craiova,1,0,H,2.48,3.27,3.1
15/08/2014,FCSB,Pandurii,6,0,H,1.65,4.09,5.56
16/08/2014,Astra,Poli Iasi,2,1,H,1.38,5.05,9.48
16/08/2014,Petrolul,FC Rapid Bucuresti,0,0,D,1.27,6.08,12.79
17/08/2014,Targu Mures,Concordia,2,0,H,1.79,3.53,5.34
17/08/2014,Otelul,FC Botosani,0,1,A,3.71,3.33,2.17
17/08/2014,Ceahlaul,Din. Bucuresti,1,1,D,4.24,3.51,1.96
18/08/2014,U. Cluj,FC Brasov,1,1,D,1.94,3.6,4.21
18/08/2014,Viitorul Constanta,CFR Cluj,0,2,A,4.15,3.29,2.06
22/08/2014,FC Brasov,Targu Mures,2,1,H,2.92,3.21,2.66
22/08/2014,Concordia,Din. Bucuresti,0,0,D,5.74,3.8,1.68
23/08/2014,Pandurii,Viitorul Constanta,1,1,D,1.44,4.56,8.57
23/08/2014,FCSB,Ceahlaul,0,1,A,1.37,5.48,8.3
24/08/2014,FC Botosani,U. Cluj,1,0,H,2.29,3.29,3.49
24/08/2014,FC Rapid Bucuresti,Astra,0,2,A,5.49,3.79,1.72
24/08/2014,U Craiova,Petrolul,0,2,A,3.7,3.34,2.19
25/08/2014,Poli Iasi,Otelul,0,0,D,1.46,4.29,8.82
